vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
182.8,0,0.0,182.8,0,0.0,0.0,0,0,0,0.0,903.2,24.4,0.0,0.0,302,155.38003366567398,24.937,24.0,2025-06-26 05:00:39
181.2,0,0.0,179.9,0,0.0,0.0,0,0,0,0.0,903.2,24.4,0.0,0.0,302,116.53502524925548,25.187,24.125,2025-06-26 05:01:42
181,0,0.0,179.6,0,0.0,0.0,0,0,0,0.0,903.2,24.5,0.0,0.0,302,116.53502524925548,25.25,24.062,2025-06-26 05:02:44
182.1,0,0.0,181.8,0,0.0,0.0,0,0,0,0.0,903.2,24.5,0.0,0.0,302,155.38003366567398,25.312,24.187,2025-06-26 05:03:47
182.7,0,0.0,181.7,0,0.0,0.0,0,0,0,0.0,903.2,24.6,0.0,0.0,302,155.38003366567398,25.812,24.562,2025-06-26 05:04:49
181.9,0,0.0,180.7,0,0.0,0.0,0,0,0,0.0,903.2,24.6,0.0,0.0,302,155.38003366567398,26.125,25.0,2025-06-26 05:05:52
182.3,0,0.0,180.8,0,0.0,0.0,0,0,0,0.0,903.2,24.6,0.0,0.0,302,155.38003366567398,26.5,25.312,2025-06-26 05:06:54
182.5,0,0.0,180.2,0,0.0,0.0,0,0,0,0.0,903.2,24.7,0.0,0.0,302,194.22504208209244,27.0,25.75,2025-06-26 05:07:57
182.3,0,0.0,179.6,0,0.0,0.0,0,0,0,0.0,903.2,24.7,0.0,0.0,302,194.22504208209244,27.062,25.375,2025-06-26 05:08:59
182.3,0,0.0,179.3,0,0.0,0.0,0,0,0,0.0,903.2,24.8,0.0,0.0,302,194.22504208209244,27.437,25.125,2025-06-26 05:10:02
182.4,0,0.0,179.1,0,0.0,0.0,0,0,0,0.0,903.2,24.9,0.0,0.0,302,194.22504208209244,27.625,25.125,2025-06-26 05:11:04
182.5,0,0.0,178.9,0,0.0,0.0,0,0,0,0.0,903.2,24.9,0.0,0.0,302,194.22504208209244,28.0,25.25,2025-06-26 05:12:07
182.4,0,0.0,178.4,0,0.0,0.0,0,0,0,0.0,903.2,24.9,0.0,0.0,302,233.07005049851097,28.312,25.187,2025-06-26 05:13:09
182.3,0,0.0,178.1,0,0.0,0.0,0,0,0,0.0,903.2,25,0.0,0.0,302,233.07005049851097,28.5,25.437,2025-06-26 05:14:11
182.2,0,0.0,177.7,0,0.0,0.0,0,0,0,0.0,903.2,25.1,0.0,0.0,302,233.07005049851097,29.0,25.562,2025-06-26 05:15:14
182,0,0.0,177.4,0,0.0,0.0,0,0,0,0.0,903.2,25.2,0.0,0.0,302,233.07005049851097,29.562,25.687,2025-06-26 05:16:16
181.6,0,0.0,177,0,0.0,0.0,0,0,0,0.0,903.2,25.2,0.0,0.0,302,233.07005049851097,29.937,25.937,2025-06-26 05:17:19
181.1,0,0.0,176.5,0,0.0,0.0,0,0,0,0.0,903.2,25.3,0.0,0.0,302,233.07005049851097,29.812,26.0,2025-06-26 05:18:21
180.4,0,0.0,175.8,0,0.0,0.0,0,0,0,0.0,903.2,25.4,0.0,0.0,302,233.07005049851097,30.25,26.062,2025-06-26 05:19:24
179,0,0.0,173.9,0,0.0,0.0,0,0,0,0.0,903.2,25.4,0.0,0.0,302,194.22504208209244,30.125,25.75,2025-06-26 05:20:26
174.3,0,0.0,167.6,0,0.0,0.0,0,0,0,0.0,903.2,25.5,0.0,0.0,302,77.69001683283699,30.0,25.562,2025-06-26 05:21:29
177.7,0,0.0,172.4,0,0.0,0.0,0,0,0,0.0,903.2,25.5,0.0,0.0,302,155.38003366567398,29.812,25.375,2025-06-26 05:22:31
180.5,0,0.0,177.1,0,0.0,0.0,0,0,0,0.0,903.2,25.6,0.0,0.0,302,233.07005049851097,30.0,25.75,2025-06-26 05:23:34
180.2,0,0.0,176.7,0,0.0,0.0,0,0,0,0.0,903.2,25.6,0.0,0.0,302,233.07005049851097,30.25,25.937,2025-06-26 05:24:36
179.9,0,0.0,176.4,0,0.0,0.0,0,0,0,0.0,903.2,25.7,0.0,0.0,302,233.07005049851097,30.437,26.125,2025-06-26 05:25:39
179.6,0,0.0,176.1,0,0.0,0.0,0,0,0,0.0,903.2,25.8,0.0,0.0,302,233.07005049851097,30.5,26.312,2025-06-26 05:26:41
177.8,0,0.0,173.9,0,0.0,0.0,0,0,0,0.0,903.2,25.8,0.0,0.0,302,194.22504208209244,31.0,26.437,2025-06-26 05:27:44
174,0,0.0,169.8,0,0.0,0.0,0,0,0,0.0,903.2,25.9,0.0,0.0,302,116.53502524925548,30.687,26.625,2025-06-26 05:28:46
172.4,0,0.0,167.6,0,0.0,0.0,0,0,0,0.0,903.2,25.9,0.0,0.0,302,77.69001683283699,30.875,26.437,2025-06-26 05:29:49
172.2,0,0.0,167.3,0,0.0,0.0,0,0,0,0.0,903.2,26,0.0,0.0,302,77.69001683283699,30.437,26.0,2025-06-26 05:30:51
172.4,0,0.0,167.8,0,0.0,0.0,0,0,0,0.0,903.2,26,0.0,0.0,302,77.69001683283699,30.062,25.812,2025-06-26 05:31:53
173,0,0.0,168.8,0,0.0,0.0,0,0,0,0.0,903.2,26.1,0.0,0.0,302,77.69001683283699,29.937,25.562,2025-06-26 05:32:56
174,0,0.0,170,0,0.0,0.0,0,0,0,0.0,903.2,26.1,0.0,0.0,302,77.69001683283699,29.375,25.437,2025-06-26 05:33:58
175,0,0.0,171.3,0,0.0,0.0,0,0,0,0.0,903.2,26.1,0.0,0.0,302,77.69001683283699,29.187,25.375,2025-06-26 05:35:01
175.6,0,0.0,172.1,0,0.0,0.0,0,0,0,0.0,903.2,26.1,0.0,0.0,302,116.53502524925548,29.062,25.687,2025-06-26 05:36:03
175.8,0,0.0,172.2,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,29.062,25.812,2025-06-26 05:37:06
176,0,0.0,172.2,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,29.125,25.937,2025-06-26 05:38:08
176.1,0,0.0,172.3,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.937,26.0,2025-06-26 05:39:11
176.1,0,0.0,172.2,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.937,25.937,2025-06-26 05:40:13
176.1,0,0.0,172.2,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.812,26.125,2025-06-26 05:41:16
176.2,0,0.0,172.2,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.812,26.187,2025-06-26 05:42:18
176.2,0,0.0,172.1,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.687,26.25,2025-06-26 05:43:21
176.2,0,0.0,171.9,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.5,26.125,2025-06-26 05:44:23
176.3,0,0.0,172,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.5,26.0,2025-06-26 05:45:25
176.5,0,0.0,172.4,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,28.437,25.812,2025-06-26 05:46:28
176.7,0,0.0,172.8,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,28.375,25.812,2025-06-26 05:47:30
176.7,0,0.0,173,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,28.437,25.812,2025-06-26 05:48:33
176.5,0,0.0,172.9,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.25,25.875,2025-06-26 05:49:35
176.2,0,0.0,172.8,0,0.0,0.0,0,0,0,0.0,903.2,26.2,0.0,0.0,302,116.53502524925548,28.187,25.937,2025-06-26 05:50:38
176.2,0,0.0,173,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.187,25.937,2025-06-26 05:51:40
176.4,0,0.0,173.4,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,116.53502524925548,28.125,26.0,2025-06-26 05:52:43
176.7,0,0.0,173.9,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,155.38003366567398,28.187,26.062,2025-06-26 05:53:45
177,0,0.0,174.3,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,155.38003366567398,28.25,26.125,2025-06-26 05:54:48
177,0,0.0,174.7,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,155.38003366567398,28.25,26.187,2025-06-26 05:55:50
177.4,0,0.0,175.2,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,155.38003366567398,28.25,26.312,2025-06-26 05:56:53
177.8,0,0.0,175.6,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.25,26.25,2025-06-26 05:57:55
177.9,0,0.0,175.8,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.562,26.437,2025-06-26 05:58:58
178,0,0.0,176,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.562,26.562,2025-06-26 06:00:00
178,0,0.0,176.2,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.75,26.687,2025-06-26 06:01:02
178.1,0,0.0,176.6,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.625,26.687,2025-06-26 06:02:05
178.2,0,0.0,176.5,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,28.937,26.875,2025-06-26 06:03:07
178.4,0,0.0,176.6,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.187,27.0,2025-06-26 06:04:10
178,0,0.0,176.3,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,194.22504208209244,29.25,27.062,2025-06-26 06:05:12
178.2,0,0.0,176.8,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,233.07005049851097,29.312,27.125,2025-06-26 06:06:15
178.2,0,0.0,176.8,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,233.07005049851097,29.437,27.125,2025-06-26 06:07:17
178,0,0.0,176.5,0,0.0,0.0,0,0,0,0.0,903.2,26.3,0.0,0.0,302,233.07005049851097,29.562,27.125,2025-06-26 06:08:20
177.9,0,0.0,176.4,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.75,27.375,2025-06-26 06:09:22
177.7,0,0.0,176.1,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.812,27.562,2025-06-26 06:10:25
177.6,0,0.0,175.9,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.812,27.812,2025-06-26 06:11:27
177.4,0,0.0,175.8,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.937,27.75,2025-06-26 06:12:29
177.2,0,0.0,175.6,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,29.937,27.812,2025-06-26 06:13:32
177.2,0,0.0,175.7,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,30.0,27.937,2025-06-26 06:14:34
177.8,0,0.0,176.4,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,233.07005049851097,30.062,28.062,2025-06-26 06:15:37
178.1,0,0.0,176.8,0,0.0,0.0,0,0,0,0.0,903.2,26.4,0.0,0.0,302,271.91505891492943,30.0,28.187,2025-06-26 06:16:39
177.2,0,0.0,175.7,0,0.0,0.0,0,0,0,0.0,903.2,26.5,0.0,0.0,302,233.07005049851097,30.062,28.187,2025-06-26 06:17:42
177.1,0,0.0,175.6,0,0.0,0.0,0,0,0,0.0,903.2,26.5,0.0,0.0,302,233.07005049851097,30.25,28.437,2025-06-26 06:18:44
177.2,0,0.0,175.6,0,0.0,0.0,0,0,0,0.0,903.2,26.5,0.0,0.0,302,233.07005049851097,30.25,28.25,2025-06-26 06:19:47
177.1,0,0.0,175.3,0,0.0,0.0,0,0,0,0.0,903.2,26.5,0.0,0.0,302,233.07005049851097,30.187,28.187,2025-06-26 06:20:49
176.6,0,0.0,174.9,0,0.0,0.0,0,0,0,0.0,903.2,26.5,0.0,0.0,302,233.07005049851097,30.375,28.25,2025-06-26 06:21:52
176.5,0,0.0,174.7,0,0.0,0.0,0,0,0,0.0,903.2,26.6,0.0,0.0,302,233.07005049851097,30.375,28.312,2025-06-26 06:22:54
