vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,4894.47106046873,,,2025-05-10 05:22:33
,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,6642.496439207563,,,2025-05-10 05:23:01
0,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,1009.9702188268809,,,2025-05-10 05:23:34
,,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,1320.730286158229,,,2025-05-10 05:24:36
0,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,,-5515.991195131426,,,2025-05-10 05:25:06
0,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,5904.441279295612,,,2025-05-10 05:25:37
0,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,5671.3712287971,,,2025-05-10 05:26:38
0,0,0.0,0.0,0,0,0,0.0,623.3,0,0.0,0.0,0,582.6751262462772,,,2025-05-10 05:27:10
143.9,0,0.0,0.0,59.98,210.5,0,0.0,623.3,23.8,0.0,0.0,0,1670.3353619059951,,,2025-05-10 05:27:38
145.7,0,0.0,0.0,60.02,210.9,0,0.0,623.3,23.9,0.0,0.0,0,116.53502524925558,,,2025-05-10 05:28:10
146.5,0,0.0,0.0,60,211.2,0,0.0,623.3,23.9,0.0,0.0,0,1476.1103198239025,,,2025-05-10 05:28:39
147.1,0,0.0,0.0,60.02,211.2,0,0.0,623.3,23.9,0.0,0.0,0,1942.2504208209248,,,2025-05-10 05:29:11
147.5,0,0.0,0.0,60.01,210.8,0,0.0,623.3,23.9,0.0,0.0,0,2330.7005049851095,,,2025-05-10 05:29:40
147.8,0,0.0,0.0,60.03,210.8,0,0.0,623.3,23.9,0.0,0.0,0,6331.736371876214,,,2025-05-10 05:30:12
147.9,0,0.0,0.0,60.03,211.2,0,0.0,623.3,23.9,0.0,0.0,0,5943.286287712031,,,2025-05-10 05:30:41
148.1,0,0.0,0.0,60.03,211.1,0,0.0,623.3,23.9,0.0,0.0,0,5244.076136216497,,,2025-05-10 05:31:12
148.3,0,0.0,0.0,60.02,211,0,0.0,623.3,24,0.0,0.0,0,427.29509258060307,,,2025-05-10 05:31:41
148.6,0,0.0,0.0,60.02,211,0,0.0,623.3,24,0.0,0.0,0,6759.031464456818,,,2025-05-10 05:32:13
99.4,0,0.0,0.0,59.99,211.4,0,0.0,623.3,24,0.0,0.0,0,6992.101514955329,,,2025-05-10 05:32:42
149.3,0,0.0,0.0,60,211.2,0,0.0,623.3,24,0.0,0.0,0,6953.256506538911,,,2025-05-10 05:33:14
149.1,0,0.0,0.0,59.98,211.1,0,0.0,623.3,24,0.0,0.0,0,1048.8152272432994,,,2025-05-10 05:33:43
149.8,0,0.0,0.0,60.03,211.1,0,0.0,623.3,24,0.0,0.0,0,621.5201346626957,,,2025-05-10 05:34:14
150,0,0.0,0.0,60.04,211.3,0,0.0,623.3,24,0.0,0.0,0,388.4500841641853,,,2025-05-10 05:34:43
150.4,0,0.0,0.0,60.04,211.1,0,0.0,623.3,24,0.0,0.0,0,4972.161077301567,,,2025-05-10 05:35:15
150.7,0,0.0,0.0,60.03,211,0,0.0,623.3,24,0.0,0.0,0,543.8301178298586,,,2025-05-10 05:35:44
150.9,0,0.0,0.0,60.02,211.3,0,0.0,623.3,24.1,0.0,0.0,0,2719.150589149294,,,2025-05-10 05:36:16
150.8,0,0.0,0.0,60.01,211,0,0.0,623.3,24.1,0.0,0.0,0,194.22504208209264,,,2025-05-10 05:36:45
150.6,0,0.0,0.0,59.98,210.9,0,0.0,623.3,24.1,0.0,0.0,0,7030.946523371747,,,2025-05-10 05:37:16
150.5,0,0.0,0.0,60.01,211,0,0.0,623.3,24.1,0.0,0.0,0,116.53502524925558,,,2025-05-10 05:37:45
99.7,0,0.0,0.0,60.02,211.1,0,0.0,623.3,24.1,0.0,0.0,0,6098.666321377705,,,2025-05-10 05:38:17
156,0,0.0,0.0,60.03,211.1,0,0.0,623.3,24.1,0.0,0.0,0,4001.0358668911053,,,2025-05-10 05:38:46
150.7,0,0.0,0.0,60.04,211.1,0,0.0,623.3,24.1,0.0,0.0,0,6603.651430791144,,,2025-05-10 05:39:18
151,0,0.0,0.0,60.04,211.1,0,0.0,623.3,24.2,0.0,0.0,0,116.53502524925558,,,2025-05-10 05:39:47
152,0,0.0,0.0,59.99,210.9,0,0.0,623.3,24.2,0.0,0.0,0,1087.660235659718,,,2025-05-10 05:40:18
153.2,0,0.0,0.0,60.04,211,0,0.0,623.3,24.2,0.0,0.0,0,5360.611161465752,,,2025-05-10 05:40:47
154.4,0,0.0,0.0,59.98,210.9,0,0.0,623.3,24.2,0.0,0.0,0,349.60507574776676,,,2025-05-10 05:41:19
154.9,0,0.0,0.0,59.99,210.6,0,0.0,623.3,24.2,0.0,0.0,0,6331.736371876214,,,2025-05-10 05:41:48
155.5,0,0.0,0.0,60,210.5,0,0.0,623.3,24.2,0.0,0.0,0,4933.316068885149,,,2025-05-10 05:42:20
156.1,0,0.0,0.0,60.01,211,0,0.0,623.3,24.2,0.0,0.0,0,5205.231127800078,,,2025-05-10 05:42:49
156.6,0,0.0,0.0,60.04,211.2,0,0.0,623.3,24.3,0.0,0.0,0,6836.721481289655,,,2025-05-10 05:43:20
160.7,0,0.0,0.0,60.05,210.9,0,0.0,623.3,24.3,0.0,0.0,0,6292.891363459797,,,2025-05-10 05:43:50
158,0,0.0,0.0,60.03,210.8,0,0.0,623.3,24.3,0.0,0.0,0,1942.250420820924,,,2025-05-10 05:44:21
158.1,0,0.0,0.0,60.03,211.1,0,0.0,623.3,24.3,0.0,0.0,0,271.91505891492966,,,2025-05-10 05:44:50
158.4,0,0.0,0.0,59.97,210.9,0,0.0,623.3,24.3,0.0,0.0,0,6176.356338210541,,,2025-05-10 05:45:21
159.1,0,0.0,0.0,59.97,210.8,0,0.0,623.3,24.3,0.0,0.0,0,6953.256506538911,,,2025-05-10 05:45:51
159.9,0,0.0,0.0,59.99,210.7,0,0.0,623.3,24.3,0.0,0.0,0,6059.821312961286,,,2025-05-10 05:46:22
160.3,0,0.0,0.0,60.01,211.1,0,0.0,623.3,24.3,0.0,0.0,0,6254.046355043379,,,2025-05-10 05:46:52
161.2,0,0.0,0.0,60,211.1,0,0.0,623.3,24.3,0.0,0.0,0,3534.895765894083,,,2025-05-10 05:47:23
162.1,0,0.0,0.0,60.02,211.2,0,0.0,623.3,24.3,0.0,0.0,0,38.84500841641853,,,2025-05-10 05:47:52
163,0,0.0,0.0,60.02,211.3,0,0.0,623.3,24.4,0.0,0.0,0,6331.736371876214,,,2025-05-10 05:48:23
165.4,0,0.0,0.0,60.04,211.1,0,0.0,623.3,24.3,0.0,0.0,0,3651.4307911433384,,,2025-05-10 05:48:53
