voltaje_pv1_v,voltaje_pv2_v,corriente_pv1_a,corriente_pv2_a,potencia_pv1_w,potencia_pv2_w,energia_hoy_wh,voltaje_vac,corriente_aac,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,timestamp,corriente_pv2_a_1,potencia_total_va,energia_pv1_wh,energia_pv2_wh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.437,85.0,0.0,-37.90271636133923,0.0,2026-02-16 05:52:15,,,,
56.574285714285715,56.665714285714294,0.0,0.0,0.0,0.0,0.0,87.69999999999999,0.0,20.64157142857141,85.0,-24.022570994364084,-35.409116600724744,0.0,2026-02-16 05:57:31,,,,
142.14833333333334,140.1508333333333,0.0,0.0,0.0,0.0,0.0,211.70083333333352,0.0,20.563249999999968,85.0,-13.458113152144998,-34.619803920593235,0.0,2026-02-16 06:02:49,,,,
153.2701298701299,153.02467532467534,0.0,0.0,0.0,0.0,0.0,211.7207792207791,0.0,20.486090909090894,85.0,-6.3775386952328885,-33.942731069855974,0.0,2026-02-16 06:08:10,,,,
155.78000000000003,155.10499999999996,0.0,0.0,0.0,0.0,0.0,211.4,0.0,20.42770000000001,85.0,0.0,-36.09782510603736,0.0,2026-02-16 06:13:25,,,,
156.1761904761905,155.0952380952381,0.0,0.0,0.7095238095238094,0.5571428571428572,0.0,211.34285714285718,0.04285714285714286,20.508714285714287,85.0,0.0,-30.683151340131758,0.0,2026-02-16 06:18:40,,,,
142.87,134.53,0.0,0.0,12.27,10.675,0.0,211.14500000000004,0.45000000000000007,20.7998,85.0,0.0,-32.734164130247514,0.0,2026-02-16 06:24:10,,,,
141.91904761904766,137.65238095238095,0.0,0.0,13.295238095238094,10.590476190476192,0.0,211.2285714285714,0.41904761904761906,20.975904761904765,85.0,0.0,-28.87826008482989,0.0,2026-02-16 06:29:25,,,,
149.08999999999997,142.12500000000003,0.049999999999999996,0.01,20.005000000000003,15.070000000000004,0.0,211.325,0.4200000000000001,21.093400000000003,85.0,0.0,-22.39705966806409,0.0,2026-02-16 06:34:55,,,,
154.88095238095238,144.72380952380954,0.12857142857142861,0.09523809523809526,34.65238095238095,22.214285714285715,0.0,211.27142857142857,0.4714285714285714,21.291476190476192,85.0,0.0,-15.50565669327514,0.0,2026-02-16 06:40:25,,,,
155.2904761904762,146.86666666666665,0.19047619047619055,0.10476190476190479,42.728571428571435,30.447619047619053,0.0,211.0857142857143,0.480952380952381,21.526523809523813,85.0,0.0,-10.829347531811209,0.0,2026-02-16 06:45:40,,,,
152.905,149.645,0.25000000000000006,0.16999999999999996,51.055,37.53499999999999,0.0,210.57,0.5249999999999999,21.743450000000003,85.0,28.250915211940733,-1.7228507436972378,0.0,2026-02-16 06:51:10,,,,
154.31428571428575,156.54285714285714,0.5047619047619047,0.30952380952380953,89.56190476190476,57.91904761904762,0.0,210.67142857142858,0.7190476190476188,21.981904761904765,85.0,52.97046602238888,0.0,0.0,2026-02-16 06:56:40,,,,
160.49499999999998,145.86,0.5850000000000001,0.39499999999999996,105.275,68.19500000000001,0.0,210.93500000000003,0.7949999999999997,22.352900000000005,85.0,38.845008416418516,0.0,0.0,2026-02-16 07:02:10,,,,
159.20000000000005,144.052380952381,0.561904761904762,0.41904761904761906,99.37619047619049,70.00952380952381,0.0,210.71428571428572,0.7714285714285716,22.678380952380955,85.0,64.74168069403085,0.0,0.0,2026-02-16 07:07:25,,,,
