vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
159.8,2.9,443.5,158.1,1.8,288.5,704.8,60.02,213.5,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.562,31.625,2025-06-12 08:44:53
155.2,2.9,441.2,162.6,1.8,273.7,689.8,59.97,213.6,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.562,31.625,2025-06-12 08:45:09
159.8,2.8,447.7,160.4,1.8,291.9,712.0,59.99,213.6,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.687,31.687,2025-06-12 08:45:56
155.8,2.9,446.7,160.2,1.8,292.5,709.8,59.97,213.6,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.625,31.687,2025-06-12 08:46:12
156.8,2.9,456.1,157.1,1.7,287.5,713.9,60.02,213.8,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.625,31.625,2025-06-12 08:46:58
156.7,2.9,457.5,160.2,1.8,294.1,723.5,60,213.6,3.3,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.562,31.5,2025-06-12 08:47:14
156.7,2.9,462.0,155.7,1.9,315.8,746.9,59.98,213.7,3.5,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.437,31.5,2025-06-12 08:48:01
156.7,3,464.0,155.8,2,315.8,748.4,60.02,213.7,3.5,1.4,824.4,35.8,0.8,0.6,0,271.91505891492943,31.437,31.5,2025-06-12 08:48:17
153.9,3,468.1,164.7,1.6,266.4,706.9,60,213.5,3.3,1.4,824.4,35.9,0.8,0.6,0,271.91505891492943,31.312,31.312,2025-06-12 08:49:03
156.9,3,471.3,164.7,1.5,250.2,694.9,59.99,213.5,3.3,1.4,824.4,35.9,0.8,0.6,0,271.91505891492943,31.812,31.812,2025-06-12 08:49:19
156.7,3.1,475.8,155.1,1.3,224.4,674.2,59.99,213.6,3.1,1.4,824.4,35.9,0.8,0.6,0,271.91505891492943,31.375,31.375,2025-06-12 08:50:06
159.8,3.1,479.4,153.4,1.6,233.3,685.8,60.02,213.7,3.3,1.4,824.4,35.9,0.8,0.6,0,271.91505891492943,31.312,31.312,2025-06-12 08:50:22
154.3,3.2,492.4,142.9,2.1,304.4,763.4,60.02,213.8,3.5,1.4,824.4,36,0.8,0.6,0,271.91505891492943,31.0,31.0,2025-06-12 08:51:08
159.8,3.1,498.6,151.4,2.2,328.8,792.7,60.03,214,3.7,1.4,824.4,36,0.8,0.6,0,271.91505891492943,31.0,31.0,2025-06-12 08:51:24
154.6,3.2,497.4,156.5,2.1,332.2,795.3,59.99,213.9,3.7,1.5,824.5,36.1,0.8,0.6,0,310.76006733134795,30.875,30.937,2025-06-12 08:52:11
159.2,3.2,496.5,155.5,2.1,335.7,799.4,60.03,213.9,3.7,1.5,824.5,36.1,0.8,0.6,0,271.91505891492943,30.937,31.0,2025-06-12 08:52:27
