vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.0,22.0,2025-06-18 05:20:45
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,,-38.845008416418494,22.0,22.0,2025-06-18 05:21:48
,,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.0,22.0,2025-06-18 05:21:58
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.0,22.0,2025-06-18 05:23:01
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.0,22.062,2025-06-18 05:23:54
,,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.0,22.0,2025-06-18 05:24:59
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.062,22.062,2025-06-18 05:25:09
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,869.7,0,0.0,0.0,0,-38.845008416418494,22.062,22.062,2025-06-18 05:26:12
146.4,0,0.0,146.2,0,0.0,0.0,59.98,212.6,0,0.0,869.7,22.5,0.0,0.0,0,-38.845008416418494,22.125,22.125,2025-06-18 05:27:05
146.6,0,0.0,146.4,0,0.0,0.0,60,212.6,0,0.0,869.7,22.5,0.0,0.0,0,-38.845008416418494,22.125,22.125,2025-06-18 05:27:14
148,0,0.0,147.9,0,0.0,0.0,59.96,212.7,0,0.0,869.7,22.5,0.0,0.0,0,-38.845008416418494,22.125,22.125,2025-06-18 05:28:07
148.3,0,0.0,148.2,0,0.0,0.0,59.99,212.8,0,0.0,869.7,22.5,0.0,0.0,0,-38.845008416418494,22.125,22.125,2025-06-18 05:28:17
149.5,0,0.0,149.3,0,0.0,0.0,60.02,212.8,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:29:10
149.7,0,0.0,149.5,0,0.0,0.0,60,212.8,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:29:19
151,0,0.0,150.9,0,0.0,0.0,60.02,212.8,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:30:12
151.3,0,0.0,151.1,0,0.0,0.0,60.05,213,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:30:22
152.5,0,0.0,152.4,0,0.0,0.0,60.03,213.1,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:31:14
152.9,0,0.0,152.8,0,0.0,0.0,60.03,212.9,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:31:24
97.4,0,0.0,81.4,0,0.0,0.0,59.98,212.9,0,0.0,869.7,22.6,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:32:17
158.9,0,0.0,155.3,0,0.0,0.0,59.95,213,0,0.0,869.7,22.7,0.0,0.0,0,0.0,22.187,22.187,2025-06-18 05:32:27
155.6,0,0.0,155.4,0,0.0,0.0,60.01,212.9,0,0.0,869.7,22.7,0.0,0.0,0,-38.845008416418494,22.187,22.25,2025-06-18 05:33:19
155.7,0,0.0,155.5,0,0.0,0.0,60.03,212.8,0,0.0,869.7,22.7,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:33:29
156.3,0,0.0,156,0,0.0,0.0,60,213.1,0,0.0,869.7,22.7,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:34:22
156.3,0,0.0,156.1,0,0.0,0.0,60.03,213,0,0.0,869.7,22.7,0.0,0.0,0,0.0,22.187,22.25,2025-06-18 05:34:32
156.6,0,0.0,156.4,0,0.0,0.0,59.99,213,0,0.0,869.7,22.7,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:35:24
156.7,0,0.0,156.5,0,0.0,0.0,60.02,213.1,0,0.0,869.7,22.7,0.0,0.0,0,-38.845008416418494,22.187,22.187,2025-06-18 05:35:34
156.9,0,0.0,156.7,0,0.0,0.0,59.96,213,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:36:27
157,0,0.0,156.8,0,0.0,0.0,59.98,213,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:36:37
160.6,0,0.0,157.6,0,0.0,0.0,59.99,212.8,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.187,2025-06-18 05:37:29
160.7,0,0.0,157.6,0,0.0,0.0,60.01,212.7,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:37:39
157.6,0,0.0,157.5,0,0.0,0.0,60.01,212.4,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:38:32
157.7,0,0.0,157.5,0,0.0,0.0,60.02,212.7,0,0.0,869.7,22.8,0.0,0.0,0,0.0,22.25,22.25,2025-06-18 05:38:42
157.8,0,0.0,157.6,0,0.0,0.0,60.03,212.7,0,0.0,869.7,22.8,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:39:34
157.9,0,0.0,157.8,0,0.0,0.0,60.02,212.7,0,0.0,869.7,22.8,0.0,0.0,0,0.0,22.25,22.25,2025-06-18 05:39:44
158.2,0,0.0,158,0,0.0,0.0,59.98,212.7,0,0.0,869.7,22.9,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:40:37
158.3,0,0.0,158.1,0,0.0,0.0,59.99,212.5,0,0.0,869.7,22.9,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:40:46
158.7,0,0.0,158.4,0,0.0,0.0,60.03,212.7,0,0.0,869.7,22.9,0.0,0.0,0,-38.845008416418494,22.25,22.25,2025-06-18 05:41:39
158.8,0,0.0,158.5,0,0.0,0.0,59.98,212.6,0,0.0,869.7,22.9,0.0,0.0,0,0.0,22.25,22.25,2025-06-18 05:41:49
162.3,0,0.0,159,0,0.0,0.0,60,212.5,0,0.0,869.7,22.9,0.0,0.0,0,0.0,22.25,22.312,2025-06-18 05:42:42
159.7,0,0.0,159.1,0,0.0,0.0,60.04,212.6,0,0.0,869.7,22.9,0.0,0.0,0,0.0,22.312,22.312,2025-06-18 05:42:51
