vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1249.2,0,0.0,0.0,0,-38.845008416418494,19.75,85.0,2025-10-02 05:25:32
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1249.2,0,0.0,0.0,0,0.0,19.75,85.0,2025-10-02 05:26:36
150.1,0,0.0,149.8,0,0.0,0.0,0,0,0,0.0,1249.2,20.7,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:27:39
152.5,0,0.0,152.4,0,0.0,0.0,0,0,0,0.0,1249.2,20.7,0.0,0.0,302,-38.845008416418494,19.812,85.0,2025-10-02 05:28:42
154.3,0,0.0,154.2,0,0.0,0.0,0,0,0,0.0,1249.2,20.8,0.0,0.0,302,0.0,19.75,85.0,2025-10-02 05:29:45
155.7,0,0.0,155.5,0,0.0,0.0,0,0,0,0.0,1249.2,20.8,0.0,0.0,302,-38.845008416418494,19.75,85.0,2025-10-02 05:30:48
156.7,0,0.0,156.5,0,0.0,0.0,0,0,0,0.0,1249.2,20.8,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:31:52
157.5,0,0.0,157.3,0,0.0,0.0,0,0,0,0.0,1249.2,20.9,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:32:55
158,0,0.0,157.8,0,0.0,0.0,0,0,0,0.0,1249.2,20.9,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:33:58
158.7,0,0.0,158.5,0,0.0,0.0,0,0,0,0.0,1249.2,20.9,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:35:01
159.4,0,0.0,159.2,0,0.0,0.0,0,0,0,0.0,1249.2,20.9,0.0,0.0,302,0.0,19.812,85.0,2025-10-02 05:36:04
159.9,0,0.0,159.8,0,0.0,0.0,0,0,0,0.0,1249.2,21,0.0,0.0,302,0.0,19.875,85.0,2025-10-02 05:37:08
160.1,0,0.0,159.9,0,0.0,0.0,0,0,0,0.0,1249.2,21,0.0,0.0,302,0.0,19.875,85.0,2025-10-02 05:38:11
160.1,0,0.0,159.9,0,0.0,0.0,0,0,0,0.0,1249.2,21,0.0,0.0,302,0.0,19.937,85.0,2025-10-02 05:39:14
160.3,0,0.0,160.2,0,0.0,0.0,0,0,0,0.0,1249.2,21,0.0,0.0,302,0.0,19.937,85.0,2025-10-02 05:40:17
160.8,0,0.0,160.8,0,0.0,0.0,0,0,0,0.0,1249.2,21.1,0.0,0.0,302,0.0,20.062,85.0,2025-10-02 05:41:20
162.1,0,0.0,161.9,0,0.0,0.0,0,0,0,0.0,1249.2,21.2,0.0,0.0,302,0.0,20.062,85.0,2025-10-02 05:42:24
164.2,0,0.0,164,0,0.0,0.0,0,0,0,0.0,1249.2,21.2,0.0,0.0,302,0.0,20.125,85.0,2025-10-02 05:43:27
165.8,0,0.0,165.6,0,0.0,0.0,0,0,0,0.0,1249.2,21.2,0.0,0.0,302,0.0,20.187,85.0,2025-10-02 05:44:30
166.6,0,0.0,166.4,0,0.0,0.0,0,0,0,0.0,1249.2,21.2,0.0,0.0,302,0.0,20.25,85.0,2025-10-02 05:45:33
166.5,0,0.0,166.2,0,0.0,0.0,0,0,0,0.0,1249.2,21.3,0.0,0.0,302,0.0,20.312,85.0,2025-10-02 05:46:37
165.9,0,0.0,165.6,0,0.0,0.0,0,0,0,0.0,1249.2,21.3,0.0,0.0,302,0.0,20.375,85.0,2025-10-02 05:47:40
165.6,0,0.0,165.4,0,0.0,0.0,0,0,0,0.0,1249.2,21.3,0.0,0.0,302,0.0,20.375,85.0,2025-10-02 05:48:43
165.6,0,0.0,165.4,0,0.0,0.0,0,0,0,0.0,1249.2,21.3,0.0,0.0,302,0.0,20.5,85.0,2025-10-02 05:49:46
166,0,0.0,165.7,0,0.0,0.0,0,0,0,0.0,1249.2,21.3,0.0,0.0,302,0.0,20.5,85.0,2025-10-02 05:50:49
166.7,0,0.0,166.2,0,0.0,0.0,0,0,0,0.0,1249.2,21.4,0.0,0.0,302,0.0,20.562,85.0,2025-10-02 05:51:53
167.4,0,0.0,166.4,0,0.0,0.0,0,0,0,0.0,1249.2,21.4,0.0,0.0,302,0.0,20.625,85.0,2025-10-02 05:52:56
167.5,0,0.0,166.1,0,0.0,0.0,0,0,0,0.0,1249.2,21.4,0.0,0.0,302,0.0,20.687,85.0,2025-10-02 05:53:59
167.4,0,0.0,165.7,0,0.0,0.0,0,0,0,0.0,1249.2,21.4,0.0,0.0,302,0.0,20.75,85.0,2025-10-02 05:55:02
167.1,0,0.0,165.5,0,0.0,0.0,0,0,0,0.0,1249.2,21.5,0.0,0.0,302,0.0,20.812,85.0,2025-10-02 05:56:05
166.8,0,0.0,165,0,0.0,0.0,0,0,0,0.0,1249.2,21.5,0.0,0.0,302,0.0,20.812,85.0,2025-10-02 05:57:09
166.7,0,0.0,164.7,0,0.0,0.0,0,0,0,0.0,1249.2,21.5,0.0,0.0,302,0.0,20.875,85.0,2025-10-02 05:58:12
