vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1307.2,0,0.0,0.0,0,-38.845008416418494,21.812,21.812,2025-10-16 05:28:44
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1307.2,0,0.0,0.0,0,-38.845008416418494,21.875,21.812,2025-10-16 05:29:47
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1307.2,0,0.0,0.0,0,-38.845008416418494,21.875,21.812,2025-10-16 05:30:50
148.6,0,0.0,148.5,0,0.0,0.0,0,0,0,0.0,1307.2,22,0.0,0.0,302,-38.845008416418494,21.812,21.812,2025-10-16 05:31:52
150.8,0,0.0,150.6,0,0.0,0.0,0,0,0,0.0,1307.2,22,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:32:55
151,0,0.0,150.8,0,0.0,0.0,0,0,0,0.0,1307.2,22,0.0,0.0,302,-38.845008416418494,21.875,21.812,2025-10-16 05:33:04
151.6,0,0.0,151.3,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,-38.845008416418494,21.875,21.812,2025-10-16 05:33:57
151.7,0,0.0,151.4,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,-38.845008416418494,21.875,21.812,2025-10-16 05:34:07
152.2,0,0.0,152,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:35:00
152.4,0,0.0,152.1,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,-38.845008416418494,21.875,21.812,2025-10-16 05:35:09
153.1,0,0.0,153.1,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:36:02
153.2,0,0.0,153.3,0,0.0,0.0,0,0,0,0.0,1307.2,22.1,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:36:12
154.4,0,0.0,154.3,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,-38.845008416418494,21.875,21.812,2025-10-16 05:37:04
154.6,0,0.0,154.5,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:37:14
155.8,0,0.0,155.6,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:38:07
156,0,0.0,155.8,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.875,21.812,2025-10-16 05:38:17
157.2,0,0.0,157,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.937,21.812,2025-10-16 05:39:09
157.4,0,0.0,157.2,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.937,21.812,2025-10-16 05:39:19
158.4,0,0.0,158.2,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.937,21.812,2025-10-16 05:40:12
158.5,0,0.0,158.3,0,0.0,0.0,0,0,0,0.0,1307.2,22.2,0.0,0.0,302,0.0,21.937,21.812,2025-10-16 05:40:22
159.5,0,0.0,159.4,0,0.0,0.0,0,0,0,0.0,1307.2,22.3,0.0,0.0,302,0.0,21.937,21.812,2025-10-16 05:41:14
159.7,0,0.0,159.6,0,0.0,0.0,0,0,0,0.0,1307.2,22.3,0.0,0.0,302,0.0,22.0,21.812,2025-10-16 05:41:24
