timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo
2026-03-29 05:05:39,,,,,,,,,,,,,,,,,21.161681818181822,20.707045454545458,-35.31364401492592,-36.179865617641994,0.0
2026-03-29 05:10:39,,,,,,,,,,,,,,,,,21.071450000000006,20.777900000000006,-36.90275799559758,-37.90271636133923,0.0
2026-03-29 05:15:39,,,,,,,,,,,,,,,,,21.13115,20.83405,-38.84500841641851,-37.90271636133923,0.0
2026-03-29 05:20:39,,,,,,,,,,,,,,,,,21.187000000000005,20.887400000000003,-38.84500841641851,-36.00758054327227,0.0
2026-03-29 05:25:39,,,,,,,,,,,,,,,,,21.25,20.940150000000006,-38.84500841641851,-36.00758054327227,0.0
2026-03-29 05:30:39,,,,,,,,,,,,,,,,,21.25,20.943300000000008,-36.90275799559758,-37.90271636133923,0.0
2026-03-29 05:35:39,,,,,,,,,,,,,,,,,21.205900000000007,20.884300000000003,-38.84500841641851,-37.90271636133923,0.0
2026-03-29 05:40:39,,,,,,,,,,,,,,,,,21.187000000000005,20.859250000000003,-27.191505891492955,-37.90271636133923,0.0
2026-03-29 05:45:39,,,,,,,,,,,,,,,,,21.199600000000004,20.8781,-36.90275799559758,-37.90271636133923,0.0
2026-03-29 05:50:39,,,,,,,,,,,,,,,,,21.23425,20.921500000000005,-34.960507574776656,-37.90271636133923,0.0
2026-03-29 05:55:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,0.0,0.0,0.0,0.0,21.2562,20.940150000000006,-25.24925547067203,-36.00758054327227,0.0
2026-03-29 06:00:39,142.505,0.0,0.0,142.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,20.190000000000005,0.0,0.0,302.0,21.29030000000001,20.949600000000004,-7.769001683283699,-36.00758054327227,0.0
2026-03-29 06:05:39,161.285,0.0,0.0,160.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,21.36999999999999,0.0,0.0,302.0,21.34665,20.9937,0.0,-32.217308907138346,0.0
2026-03-29 06:10:39,163.595,0.0,0.0,162.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,21.535000000000007,0.0,0.0,302.0,21.390500000000003,21.055900000000005,0.0,-32.217308907138346,0.0
2026-03-29 06:15:39,165.51,0.0,0.0,163.74499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,21.694999999999997,0.0,0.0,302.0,21.471650000000004,21.087200000000003,0.0,-24.6367656348705,0.0
2026-03-29 06:20:39,168.03499999999997,0.0,0.0,165.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,21.815000000000005,0.0,0.0,302.0,21.540350000000007,21.149800000000006,0.0,-13.26595072646873,0.0
2026-03-29 06:25:39,170.06,0.0,0.0,167.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,21.914999999999996,0.0,0.0,302.0,21.643450000000005,21.240450000000003,9.711252104104624,-9.475679090334808,0.0
2026-03-29 06:30:39,172.45500000000004,0.0,0.0,169.91000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,22.005000000000003,0.0,0.0,302.0,21.83415,21.3654,36.90275799559758,0.0,0.0
2026-03-29 06:35:39,176.86999999999998,0.0,0.0,173.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,22.1,0.0,0.0,302.0,22.096500000000006,21.649800000000006,71.86326557037424,0.0,0.0
2026-03-29 06:40:39,176.305,0.0,0.0,173.28500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,22.20499999999999,0.0,0.0,302.0,22.437200000000004,21.974750000000004,71.86326557037424,0.0,0.0
2026-03-29 06:45:39,175.005,0.0,0.0,171.93000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.3,22.344999999999995,0.0,0.0,302.0,22.568300000000008,22.03105,50.49851094134406,0.0,0.0
