timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-25 05:05:07,36.88,0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2662.1,3.9,0.0,0.0,302,23.196,23.13386,-35.14549,-34.29294,0.0,,,,,
2026-05-25 05:10:07,151.8,0.0,0.0,151.65,0.0,0.0,0.0,12.0,42.73,0.0,0.0,2662.1,23.51,0.0,0.0,0,23.281,23.17775,-11.6535,-24.63677,0.0,,,,,
2026-05-25 05:15:07,147.54,0.0,0.0,147.37,0.0,0.0,0.0,60.0,213.32,0.0,0.0,2662.1,23.65,0.0,0.0,0,23.3058,23.187,-11.6535,-32.21731,0.0,,,,,
2026-05-25 05:20:07,151.72,0.0,0.0,152.1,0.0,0.0,0.0,60.0,213.17,0.0,0.0,2662.1,23.77,0.0,0.0,0,23.3246,23.2185,-5.82675,-36.00758,0.0,,,,,
2026-05-25 05:25:07,155.94,0.0,1.57,154.56,0.0,0.81,2.35,60.01,213.29,0.03,0.0,2662.1,23.9,0.0,0.0,0,23.4028,23.2841,-1.94225,-24.63677,0.0,,,,,
2026-05-25 05:30:07,145.45,0.0,19.99,134.44,0.0,14.78,34.32,60.0,213.12,0.4,0.0,2662.1,24.45,0.0,0.0,0,23.5466,23.3279,0.0,-15.16109,0.0,,,,,
2026-05-25 05:35:07,152.39,0.1,29.84,143.88,0.08,25.34,54.1,60.01,213.29,0.48,0.0,2662.1,25.07,0.0,0.0,0,23.7685,23.47785,0.0,-3.79027,0.0,,,,,
2026-05-25 05:40:07,156.02,0.13,39.17,148.56,0.16,39.03,76.92,60.0,213.05,0.52,0.0,2662.1,25.62,0.0,0.0,0,23.99965,23.6434,0.0,-3.79027,0.0,,,,,
2026-05-25 05:45:07,157.23,0.12,41.23,148.38,0.12,34.93,74.84,60.01,213.08,0.49,0.0,2662.1,26.17,0.0,0.0,0,24.11555,23.6933,0.0,-1.89514,0.0,,,,,
2026-05-25 05:50:07,157.69,0.16,44.64,148.37,0.12,35.55,78.8,60.0,212.9,0.49,0.0,2662.1,26.69,0.0,0.0,0,24.1684,23.74355,0.0,0.0,0.0,,,,,
2026-05-25 05:55:07,155.94,0.2,48.33,150.91,0.13,37.69,84.47,60.01,212.49,0.51,0.0,2662.1,27.11,0.0,0.0,0,24.2529,23.81205,3.8845,0.0,0.0,,,,,
2026-05-25 06:00:07,158.31,0.2,50.59,149.17,0.14,39.34,88.64,60.0,212.29,0.51,0.0,2662.1,27.54,0.0,0.0,0,24.40915,23.95605,11.6535,0.0,0.0,,,,,
2026-05-25 06:05:07,159.79,0.28,62.22,151.69,0.2,49.77,110.27,60.01,212.4,0.56,0.0,2662.1,27.91,0.0,0.0,0,24.55915,24.08405,38.84501,0.0,0.0,,,,,
2026-05-25 06:10:07,160.46,0.35,72.66,151.33,0.31,61.85,132.02,60.0,212.05,0.65,0.0,2662.1,28.2,0.0,0.0,0,24.72475,24.1716,38.84501,0.0,0.0,,,,,
2026-05-25 06:15:07,161.37,0.43,88.31,154.0,0.42,81.66,167.09,59.99,211.42,0.79,0.0,2662.1,28.49,0.0,0.0,0,24.92165,24.2934,38.84501,0.0,0.0,,,,,
2026-05-25 06:20:07,163.32,0.51,102.84,154.56,0.51,97.97,197.66,60.01,211.39,0.9,0.0,2662.1,28.78,0.0,0.0,0,25.13415,24.4341,67.97877,0.0,0.0,,,,,
2026-05-25 06:25:07,163.62,0.66,120.69,154.2,0.71,123.17,239.3,60.02,211.2,1.09,0.05,2662.15,29.12,0.0,0.0,0,25.46215,24.6341,77.69002,0.0,0.0,,,,,
2026-05-25 06:30:07,165.14,0.73,134.91,154.22,0.8,139.03,268.76,60.0,211.15,1.22,0.1,2662.2,29.43,0.0,0.0,0,25.8904,24.7903,77.69002,0.0,0.0,,,,,
2026-05-25 06:35:07,164.68,0.8,143.18,154.51,0.83,140.91,278.58,60.03,210.48,1.28,0.1,2662.2,29.74,0.0,0.0,0,26.2654,24.9905,81.57452,0.0,0.0,,,,,
2026-05-25 06:40:07,164.96,0.85,151.96,155.37,0.84,143.56,289.82,60.01,209.72,1.33,0.1,2662.2,30.09,0.0,0.0,0,26.6778,25.2873,100.99703,0.0,0.0,,,,,
2026-05-25 06:45:07,164.49,1.0,171.97,155.54,0.95,160.75,326.4,60.02,209.56,1.51,0.13,2662.23,30.37,0.07,0.02,0,26.9278,25.49975,116.53503,0.0,0.0,,,,,
2026-05-25 06:50:07,166.27,1.15,200.16,156.62,1.19,194.26,386.71,60.01,209.39,1.79,0.2,2662.3,30.75,0.1,0.1,0,27.3748,25.8778,139.84203,1.89514,0.0122,,,,,
2026-05-25 06:55:07,166.4,1.41,236.93,156.68,1.49,237.76,465.37,60.0,209.28,2.18,0.2,2662.3,31.16,0.1,0.1,0,28.05595,26.2591,155.38003,17.05622,0.10977,,,,,
2026-05-25 07:00:07,166.24,1.59,266.29,156.37,1.71,271.54,523.3,60.0,209.44,2.45,0.25,2662.36,31.61,0.1,0.1,0,28.6997,26.74345,178.68704,37.90272,0.21467,,,,,
2026-05-25 07:05:10,165.16,1.69,279.73,156.13,1.81,286.1,550.59,60.01,209.31,2.59,0.3,2662.4,32.11,0.1,0.1,0,29.46844,27.156,187.75087,37.90272,0.20328,,,,,
2026-05-25 07:10:07,165.18,1.78,300.63,156.4,1.93,305.54,586.45,60.01,209.18,2.79,0.33,2662.43,32.53,0.16,0.14,0,30.13041,27.61055,204.81913,37.90272,0.18628,,,,,
