vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,735.0,0,0.0,0.0,0,5826.751262462774,22.0,22.0,2025-05-26 05:22:53
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,735.0,0,0.0,0.0,0,2757.995597565713,22.062,22.062,2025-05-26 05:23:55
147.3,0,0.0,147.2,0,0.0,0.0,60.02,214.6,0,0.0,735.0,22.1,0.0,0.0,0,5826.751262462774,22.125,22.125,2025-05-26 05:24:58
148.6,0,0.0,148.4,0,0.0,0.0,60.02,214.6,0,0.0,735.0,22.2,0.0,0.0,0,7264.016573870259,22.062,22.062,2025-05-26 05:26:00
152.5,0,0.0,152.2,0,0.0,0.0,60.01,214.6,0,0.0,735.0,22.2,0.0,0.0,0,2447.235530234365,22.062,22.062,2025-05-26 05:27:02
153.9,0,0.0,153.8,0,0.0,0.0,60.02,214.3,0,0.0,735.0,22.2,0.0,0.0,0,5787.9062540463565,22.062,22.062,2025-05-26 05:28:05
155.1,0,0.0,154.9,0,0.0,0.0,59.99,214.5,0,0.0,735.0,22.3,0.0,0.0,0,6875.566489706073,22.062,22.062,2025-05-26 05:29:07
159.8,0,0.0,156.6,0,0.0,0.0,60.01,214.4,0,0.0,735.0,22.3,0.0,0.0,0,7108.636540204585,22.062,22.062,2025-05-26 05:30:10
156.8,0,0.0,156.6,0,0.0,0.0,60,214.3,0,0.0,735.0,22.3,0.0,0.0,0,2874.5306228149684,22.062,22.062,2025-05-26 05:31:12
157.4,0,0.0,157.2,0,0.0,0.0,60.01,214.2,0,0.0,735.0,22.4,0.0,0.0,0,3845.6558332254303,22.062,22.062,2025-05-26 05:32:15
158,0,0.0,157.8,0,0.0,0.0,59.99,214.2,0,0.0,735.0,22.4,0.0,0.0,0,6215.201346626959,22.062,22.125,2025-05-26 05:33:17
158.6,0,0.0,158.4,0,0.0,0.0,60.01,214.1,0,0.0,735.0,22.4,0.0,0.0,0,5787.9062540463565,22.125,22.125,2025-05-26 05:34:20
159.5,0,0.0,159.3,0,0.0,0.0,60.04,214.4,0,0.0,735.0,22.5,0.0,0.0,0,6370.581380292633,22.125,22.187,2025-05-26 05:35:22
160.4,0,0.0,160.1,0,0.0,0.0,60,214.5,0,0.0,735.0,22.5,0.0,0.0,0,2447.235530234365,22.187,22.187,2025-05-26 05:36:25
161.2,0,0.0,160.7,0,0.0,0.0,59.99,214.5,0,0.0,735.0,22.5,0.0,0.0,0,4156.415900556779,22.187,22.187,2025-05-26 05:37:27
162.1,0,0.0,161.2,0,0.0,0.0,59.99,214.4,0,0.0,735.0,22.5,0.0,0.0,0,2719.1505891492943,22.187,22.187,2025-05-26 05:38:30
162.6,0,0.0,161.6,0,0.0,0.0,60.01,214.4,0,0.0,735.0,22.5,0.0,0.0,0,7302.861582286677,22.187,22.187,2025-05-26 05:39:32
139.5,0,22.2,132.5,0,8.2,29.9,60.02,214.6,0.5,0.0,735.0,22.6,0.0,0.0,0,5011.006085717986,22.187,22.25,2025-05-26 05:40:35
142.7,0,21.5,115.4,0,9.3,30.4,59.97,214.5,0.5,0.0,735.0,22.8,0.0,0.0,0,1748.0253787388322,22.187,22.25,2025-05-26 05:41:37
145.6,0,23.0,117.8,0,9.3,31.9,59.99,214.3,0.4,0.0,735.0,23,0.0,0.0,0,5088.6961025508235,22.25,22.25,2025-05-26 05:42:39
148.7,0,23.8,108.8,0,9.9,33.1,60,214.4,0.4,0.0,735.0,23.2,0.0,0.0,0,2330.70050498511,22.25,22.312,2025-05-26 05:43:42
144.4,0.1,27.2,138.7,0,11.0,37.6,59.99,214.4,0.4,0.0,735.0,23.3,0.0,0.0,0,4972.161077301567,22.312,22.312,2025-05-26 05:44:44
141.5,0.1,27.2,120.8,0,13.1,39.7,59.99,214.4,0.4,0.0,735.0,23.4,0.0,0.0,0,3729.1208079761755,22.312,22.312,2025-05-26 05:45:47
138.5,0.1,27.5,120.8,0,13.7,40.1,59.99,214.5,0.4,0.0,735.0,23.5,0.0,0.0,0,854.5901851612068,22.312,22.375,2025-05-26 05:46:49
147.4,0.1,30.2,123.9,0,14.9,44.5,60,214.4,0.4,0.0,735.0,23.7,0.0,0.0,0,1204.1952609089728,22.312,22.312,2025-05-26 05:47:52
149,0.1,33.7,149.3,0,15.3,48.3,60.02,214.4,0.5,0.0,735.0,23.8,0.0,0.0,0,5244.076136216497,22.312,22.312,2025-05-26 05:48:54
140,0.1,34.0,149.1,0,16.4,49.6,59.98,214.4,0.4,0.0,735.0,23.9,0.0,0.0,0,3923.3458500582683,22.312,22.312,2025-05-26 05:49:57
146.3,0.1,33.8,131.7,0,17.4,50.3,60.04,214.4,0.4,0.0,735.0,24,0.0,0.0,0,-310.7600673313475,22.312,22.312,2025-05-26 05:50:59
149.4,0.1,35.2,128.4,0,17.1,51.5,60.01,214.6,0.4,0.0,735.0,24.1,0.0,0.0,0,-271.915058914929,22.375,22.375,2025-05-26 05:52:02
146.2,0.1,34.7,146.9,0,16.4,49.9,59.99,214.4,0.4,0.0,735.0,24.3,0.0,0.0,0,3767.965816392594,22.375,22.375,2025-05-26 05:53:04
140.5,0.1,31.8,137.4,0,15.5,46.5,60.03,214.7,0.6,0.0,735.0,24.3,0.0,0.0,0,4117.57089214036,22.437,22.437,2025-05-26 05:54:07
146.2,0.1,30.1,122.6,0,14.9,44.1,60.01,214.6,0.4,0.0,735.0,24.5,0.0,0.0,0,5282.9211446329155,22.437,22.5,2025-05-26 05:55:09
148.5,0.1,31.1,125.8,0,14.0,44.4,60.02,214.5,0.3,0.0,735.0,24.6,0.0,0.0,0,4078.7258837239424,22.5,22.5,2025-05-26 05:56:12
151.5,0.1,32.2,147.5,0,12.4,43.6,60.02,214.1,0.4,0.0,735.0,24.7,0.0,0.0,0,427.29509258060307,22.5,22.5,2025-05-26 05:57:14
133.5,0.1,28.9,133.4,0,13.0,41.2,60.02,214.4,0.4,0.0,735.0,24.9,0.0,0.0,0,4700.246018386637,22.562,22.562,2025-05-26 05:58:16
145.4,0.1,28.2,116.1,0,11.9,39.4,60,214,0.4,0.0,735.0,24.9,0.0,0.0,0,466.1401009970216,22.562,22.562,2025-05-26 05:59:19
142,0.1,28.2,127.4,0,12.0,39.5,59.98,214.2,0.5,0.0,735.0,25.1,0.0,0.0,0,4311.795934222453,22.562,22.562,2025-05-26 06:00:21
133.5,0,27.3,127.2,0,7.3,23.3,59.98,214.1,0.4,0.0,735.0,25.2,0.0,0.0,0,1126.5052440761365,22.625,22.625,2025-05-26 06:01:24
147.1,0.1,29.8,136.3,0,12.1,41.2,60,214.2,0.4,0.0,735.0,25.3,0.0,0.0,0,5127.541110967241,22.625,22.625,2025-05-26 06:02:26
141.9,0.1,30.2,126,0,13.3,42.8,60.03,214.1,0.5,0.0,735.0,25.3,0.0,0.0,0,-38.84500841641853,22.625,22.687,2025-05-26 06:03:29
153.9,0.1,31.9,128.6,0,15.0,46.2,60.04,214.3,0.4,0.0,735.0,25.4,0.0,0.0,0,4583.710993137382,22.625,22.625,2025-05-26 06:04:31
149.3,0.1,36.1,128.7,0,16.4,51.1,60.01,214.3,0.5,0.0,735.0,25.5,0.0,0.0,0,-38.84500841641853,22.625,22.625,2025-05-26 06:05:34
