timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-12 05:05:11,,,,,,,,,,,,,,,,0,,,-36.99525,-37.90272,0.0,-0.05644,0.0546,-0.00249,0.00198,1.86569
2026-05-12 05:10:11,,,,,,,,,,,,,,,,0,,,-38.84501,-37.90272,0.0,0.15426,0.09573,0.00681,0.00348,0.10963
2026-05-12 05:15:11,,,,,,,,,,,,,,,,0,,,-34.96051,-37.90272,0.0,1.09442,0.32732,0.0483,0.01189,0.32816
2026-05-12 05:20:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.9,0.0,0.0,0.0,0,23.2374,22.8874,-29.13376,-37.90272,0.0,2.32922,0.52632,0.10279,0.01911,0.22715
2026-05-12 05:25:11,121.88,0.0,0.0,93.1,0.0,0.0,0.0,38.82,136.31,0.0,0.0,2566.9,15.09,0.0,0.0,0,23.27553,22.92971,-17.48025,-30.32218,0.0,3.84879,0.77643,0.16985,0.02819,0.20166
2026-05-12 05:30:11,132.09,0.0,0.0,132.49,0.0,0.0,0.0,56.99,200.3,0.0,0.0,2566.9,22.27,0.0,0.0,0,23.32775,23.003,-5.82675,-37.90272,0.0,4.47062,0.85523,0.19729,0.03105,0.19118
2026-05-12 05:35:11,140.88,0.0,0.0,139.7,0.0,0.0,0.0,60.02,210.6,0.0,0.0,2566.9,23.61,0.0,0.0,0,23.38425,23.0746,-15.538,-34.11245,0.0,5.02938,0.96488,0.22195,0.03503,0.19194
2026-05-12 05:40:11,142.69,0.0,0.0,142.49,0.0,0.0,0.0,60.0,210.86,0.0,0.0,2566.9,23.73,0.0,0.0,0,23.4465,23.125,-1.94225,-32.21731,0.0,5.68741,1.09177,0.25099,0.03964,0.19431
2026-05-12 05:45:16,154.34,0.0,0.0,154.13,0.0,0.0,0.0,60.01,210.69,0.0,0.0,2566.9,23.85,0.0,0.0,0,23.5031,23.1405,0.0,-30.32218,0.0,10.01757,1.85097,0.44208,0.06721,0.18469
2026-05-12 05:50:11,149.19,0.0,0.0,150.08,0.0,0.0,0.0,60.01,210.78,0.0,0.0,2566.9,23.98,0.0,0.0,0,23.5031,23.1808,-1.94225,-30.32218,0.0,8.63438,1.57552,0.38104,0.05721,0.1832
2026-05-12 05:55:11,149.29,0.0,0.0,148.69,0.0,0.0,0.0,60.01,210.32,0.0,0.0,2566.9,24.05,0.0,0.0,0,23.5403,23.1839,-1.94225,-32.21731,0.0,7.19703,1.29105,0.31761,0.04688,0.18117
2026-05-12 06:00:11,160.05,0.0,0.0,158.27,0.0,0.07,0.14,60.01,210.53,0.03,0.0,2566.9,24.18,0.0,0.0,0,23.5465,23.1715,0.0,-32.21731,0.0,12.06811,2.04122,0.53257,0.07412,0.17212
2026-05-12 06:05:11,154.75,0.15,30.75,144.74,0.1,21.43,51.38,60.01,210.13,0.48,0.0,2566.9,24.67,0.0,0.0,0,23.62785,23.231,0.0,-15.16109,0.0,27.23811,4.49676,1.20204,0.16328,0.16466
2026-05-12 06:10:11,153.88,0.1,25.51,143.11,0.1,20.18,44.99,60.0,210.24,0.44,0.0,2566.9,25.28,0.0,0.0,0,23.77775,23.381,0.0,-15.16109,0.0,24.05734,4.11328,1.06166,0.14936,0.17105
2026-05-12 06:15:11,151.51,0.1,21.71,140.93,0.09,15.36,36.48,60.01,210.11,0.43,0.0,2566.9,25.88,0.0,0.0,0,23.8246,23.37495,0.0,-20.8465,0.0,19.04823,3.35197,0.84061,0.12171,0.17632
2026-05-12 06:20:11,153.87,0.14,29.96,142.61,0.1,22.24,51.31,59.99,210.17,0.47,0.0,2566.9,26.39,0.0,0.0,0,23.8217,23.375,0.0,-3.79027,0.0,25.71283,4.38415,1.13472,0.15919,0.17121
2026-05-12 06:25:11,153.02,0.12,27.94,142.71,0.1,19.55,46.74,60.0,210.22,0.43,0.0,2566.9,26.89,0.0,0.0,0,23.7028,23.3778,0.0,-9.47568,0.0,23.54978,3.95194,1.03927,0.1435,0.1679
