vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0.0,0,0,0,0.0,642.7,0,0.0,0.0,0,5438.301178298589,23.75,23.75,2025-05-14 05:18:01
0,0,0.0,0.0,0,0,0,0.0,642.7,0,0.0,0.0,0,4311.795934222452,23.75,23.75,2025-05-14 05:19:15
0,0,0.0,0.0,0,0,0,0.0,642.7,0,0.0,0.0,0,5749.061245629938,23.75,23.75,2025-05-14 05:20:07
85.4,0,0.0,0.0,60.02,212.4,0,0.0,642.7,0,0.0,0.0,0,6992.101514955329,23.687,23.75,2025-05-14 05:20:17
147.6,0,0.0,0.0,59.97,212.6,0,0.0,642.7,23.8,0.0,0.0,0,5088.696102550823,23.75,23.75,2025-05-14 05:21:09
148.3,0,0.0,0.0,60.02,212.8,0,0.0,642.7,23.8,0.0,0.0,0,3767.965816392594,23.75,23.75,2025-05-14 05:21:19
150.7,0,0.0,0.0,59.98,212.5,0,0.0,642.7,23.8,0.0,0.0,0,7225.17156545384,23.75,23.75,2025-05-14 05:22:11
151,0,0.0,0.0,60.02,212.4,0,0.0,642.7,23.8,0.0,0.0,0,6176.35633821054,23.75,23.75,2025-05-14 05:22:22
152.6,0,0.0,0.0,60.05,212.5,0,0.0,642.7,23.8,0.0,0.0,0,6176.35633821054,23.75,23.75,2025-05-14 05:23:14
152.9,0,0.0,0.0,60.03,212.5,0,0.0,642.7,23.8,0.0,0.0,0,4700.246018386637,23.75,23.75,2025-05-14 05:23:24
154.4,0,0.0,0.0,60,212,0,0.0,642.7,23.9,0.0,0.0,0,-2019.9404376537611,23.75,23.75,2025-05-14 05:24:16
154.6,0,0.0,0.0,60,212,0,0.0,642.7,23.9,0.0,0.0,0,5787.906254046356,23.75,23.75,2025-05-14 05:24:26
99.2,0,0.0,0.0,59.97,212.5,0,0.0,642.7,23.9,0.0,0.0,0,6487.116405541889,23.75,23.75,2025-05-14 05:25:18
99,0,0.0,0.0,59.98,212.4,0,0.0,642.7,23.9,0.0,0.0,0,5749.061245629938,23.75,23.75,2025-05-14 05:25:29
156.9,0,0.0,0.0,59.99,212.3,0,0.0,642.7,24,0.0,0.0,0,3806.8108248090125,23.75,23.812,2025-05-14 05:26:21
157,0,0.0,0.0,59.99,212.3,0,0.0,642.7,24,0.0,0.0,0,5244.076136216497,23.75,23.75,2025-05-14 05:26:31
157.8,0,0.0,0.0,59.98,212.4,0,0.0,642.7,24,0.0,0.0,0,3884.500841641849,23.75,23.75,2025-05-14 05:27:23
157.9,0,0.0,0.0,60,212.3,0,0.0,642.7,24,0.0,0.0,0,6720.186456040399,23.75,23.75,2025-05-14 05:27:33
158.6,0,0.0,0.0,60.02,212.4,0,0.0,642.7,24,0.0,0.0,0,3534.895765894083,23.75,23.75,2025-05-14 05:28:25
158.9,0,0.0,0.0,59.99,212.5,0,0.0,642.7,24,0.0,0.0,0,3651.4307911433384,23.75,23.75,2025-05-14 05:28:35
159.8,0,0.0,0.0,59.99,212.6,0,0.0,642.7,24,0.0,0.0,0,3612.58578272692,23.75,23.75,2025-05-14 05:29:28
159.8,0,0.0,0.0,60.04,212.6,0,0.0,642.7,24,0.0,0.0,0,5749.061245629937,23.75,23.75,2025-05-14 05:29:38
163,0,0.0,0.0,60.01,212.8,0,0.0,642.7,24.1,0.0,0.0,0,6914.411498122492,23.75,23.75,2025-05-14 05:30:30
161.1,0,0.0,0.0,60.01,212.7,0,0.0,642.7,24,0.0,0.0,0,3340.6707238119902,23.75,23.75,2025-05-14 05:30:40
137.8,0,17.3,27.7,60.04,212.6,0.6,0.0,642.7,24.2,0.0,0.0,0,1748.0253787388322,23.75,23.75,2025-05-14 05:31:32
131.7,0,17.3,27.0,60.04,212.4,0.4,0.0,642.7,24.3,0.0,0.0,0,3690.275799559757,23.75,23.75,2025-05-14 05:31:42
135,0,19.2,30.0,60,212.3,0.4,0.0,642.7,24.4,0.0,0.0,0,4195.260908973198,23.75,23.812,2025-05-14 05:32:35
131.8,0,19.3,30.5,59.99,212.4,0.4,0.0,642.7,24.5,0.0,0.0,0,854.5901851612068,23.75,23.812,2025-05-14 05:32:44
131.7,0,21.3,33.2,60.01,212.5,0.5,0.0,642.7,24.6,0.0,0.0,0,3845.6558332254313,23.75,23.812,2025-05-14 05:33:37
137.6,0,21.5,33.6,59.97,212.4,0.4,0.0,642.7,24.6,0.0,0.0,0,1903.4054124045063,23.812,23.812,2025-05-14 05:33:47
137.5,0,21.2,34.1,59.98,212.4,0.4,0.0,642.7,24.7,0.0,0.0,0,1514.955328240321,23.812,23.812,2025-05-14 05:34:39
137.7,0,21.3,33.5,59.99,212.4,0.4,0.0,642.7,24.7,0.0,0.0,0,3651.4307911433384,23.812,23.812,2025-05-14 05:34:49
143.3,0,23.4,36.3,60.03,212.4,0.4,0.0,642.7,24.9,0.0,0.0,0,4816.781043635893,23.812,23.812,2025-05-14 05:35:42
137.1,0.1,23.1,35.8,60.01,212.5,0.3,0.0,642.7,24.9,0.0,0.0,0,5049.851094134405,23.812,23.812,2025-05-14 05:35:51
143.2,0.1,25.3,39.5,60.02,212.5,0.5,0.0,642.7,25,0.0,0.0,0,4972.161077301567,23.812,23.812,2025-05-14 05:36:44
149,0.1,26.5,40.8,60,212.4,0.4,0.0,642.7,25,0.0,0.0,0,3146.445681729898,23.812,23.812,2025-05-14 05:36:54
143.2,0.1,27.8,43.8,59.99,212.3,0.4,0.0,642.7,25.1,0.0,0.0,0,582.6751262462772,23.875,23.875,2025-05-14 05:37:46
149.1,0.1,29.5,45.8,59.98,212.3,0.4,0.0,642.7,25.2,0.0,0.0,0,893.4351935776253,23.875,23.812,2025-05-14 05:37:56
145.9,0.1,30.5,48.1,60.02,212.3,0.4,0.0,642.7,25.3,0.0,0.0,0,3845.6558332254313,23.875,23.875,2025-05-14 05:38:49
