vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
174.7,0,0.0,0.0,0,0,0,2.9,607.1,42.5,1.3,1.7,302,-13634.59795416289,,,2025-05-07 08:20:44
174,0,0.0,0.0,0,0,0,2.9,607.1,41.8,1.3,1.7,302,-10022.012171435972,,,2025-05-07 08:21:45
174.4,0,0.0,0.0,0,0,0,2.9,607.1,41.2,1.3,1.7,302,-9866.632137770297,,,2025-05-07 08:23:42
179.8,0,0.0,0.0,0,0,0,2.9,607.1,40.8,1.3,1.7,302,-10915.447365013597,,,2025-05-07 08:24:43
179,0,0.0,0.0,0,0,0,2.9,607.1,40.5,1.3,1.7,302,-10565.84228926583,,,2025-05-07 08:25:44
177.9,0,0.0,0.0,0,0,0,2.9,607.1,40.3,1.3,1.7,302,-10293.9272303509,,,2025-05-07 08:26:44
175.7,0,0.0,0.0,0,0,0,2.9,607.1,39.9,1.3,1.7,302,-10177.392205101645,,,2025-05-07 08:27:45
177.9,0,0.0,0.0,0,0,0,2.9,607.1,39.4,1.3,1.7,302,-9711.252104104624,,,2025-05-07 08:28:46
177.3,0,0.0,0.0,0,0,0,2.9,607.1,39,1.3,1.7,302,-9905.477146186715,,,2025-05-07 08:29:46
176.9,0,0.0,0.0,0,0,0,2.9,607.1,38.7,1.3,1.7,302,-10371.617247183738,,,2025-05-07 08:30:47
176.8,0,0.0,0.0,0,0,0,2.9,607.1,38.5,1.3,1.7,302,-9944.322154603135,,,2025-05-07 08:31:48
176.4,0,0.0,0.0,0,0,0,2.9,607.1,38.4,1.3,1.7,302,-9050.88696102551,,,2025-05-07 08:32:48
176.2,0,0.0,0.0,0,0,0,2.9,607.1,38.1,1.3,1.7,302,-9594.717078855369,,,2025-05-07 08:33:49
176.1,0,0.0,0.0,0,0,0,2.9,607.1,37.9,1.3,1.7,302,-8895.506927359835,,,2025-05-07 08:34:50
175.7,0,0.0,0.0,0,0,0,2.9,607.1,37.6,1.3,1.7,302,-8778.97190211058,,,2025-05-07 08:35:50
175.3,0,0.0,0.0,0,0,0,2.9,607.1,37.4,1.3,1.7,302,-8817.816910526997,,,2025-05-07 08:36:51
174.9,0,0.0,0.0,0,0,0,2.9,607.1,37.2,1.3,1.7,302,-8895.506927359835,,,2025-05-07 08:37:51
174.6,0,0.0,0.0,0,0,0,2.9,607.1,37,1.3,1.7,302,-8157.451767447883,,,2025-05-07 08:38:52
174.4,0,0.0,0.0,0,0,0,2.9,607.1,36.7,1.3,1.7,302,-9167.421986274765,,,2025-05-07 08:39:53
