vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1259.2,0,0.0,0.0,0,-38.845008416418494,22.062,85.0,2025-10-05 05:35:23
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1259.2,0,0.0,0.0,0,-38.845008416418494,22.062,85.0,2025-10-05 05:36:27
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1259.2,0,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:36:57
111.9,0,0.0,111.8,0,0.0,0.0,60.03,214.8,0,0.0,1259.2,23.2,0.0,0.0,0,-38.845008416418494,22.0,85.0,2025-10-05 05:37:29
148.1,0,0.0,147.9,0,0.0,0.0,60.02,214.8,0,0.0,1259.2,23.2,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:38:00
149.2,0,0.0,149,0,0.0,0.0,60.02,214.8,0,0.0,1259.2,23.2,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:38:31
150.6,0,0.0,150.4,0,0.0,0.0,60.02,214.8,0,0.0,1259.2,23.2,0.0,0.0,0,-38.845008416418494,22.0,85.0,2025-10-05 05:39:02
151.8,0,0.0,151.5,0,0.0,0.0,60.02,214.8,0,0.0,1259.2,23.2,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:39:34
152.5,0,0.0,152.3,0,0.0,0.0,60.01,214.8,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:40:05
153.4,0,0.0,153.3,0,0.0,0.0,60.02,214.8,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:40:36
154.4,0,0.0,154.3,0,0.0,0.0,59.99,214.8,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:41:07
155.3,0,0.0,155.1,0,0.0,0.0,59.98,214.8,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:41:39
156.1,0,0.0,155.8,0,0.0,0.0,59.99,214.7,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:42:10
160.8,0,0.0,156.8,0,0.0,0.0,60.03,214.7,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:42:41
157.7,0,0.0,157.4,0,0.0,0.0,60.01,214.5,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:43:12
158.4,0,0.0,157.8,0,0.0,0.0,59.99,214.4,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:43:44
158.9,0,0.0,158.2,0,0.0,0.0,59.99,214.3,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:44:14
159.7,0,0.0,158.6,0,0.0,0.0,60.03,214.4,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:44:46
160.3,0,0.0,159,0,0.0,0.0,60.02,214.5,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:45:17
160.8,0,0.0,159.3,0,0.0,0.0,60.02,214.7,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:45:49
161.2,0,0.0,159.6,0,0.0,0.0,60,214.6,0,0.0,1259.2,23.3,0.0,0.0,0,0.0,22.0,85.0,2025-10-05 05:46:19
