timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-13 05:05:05,,,,,,,,,,,,,,,,0,,,-38.84501,-37.90272,0.0,-0.26698,0.03101,-0.01178,0.00113,-0.14788
2026-05-13 05:10:05,,,,,,,,,,,,,,,,0,,,-36.90276,-36.00758,0.0,0.07384,0.0901,0.00326,0.00327,0.21823
2026-05-13 05:15:05,,,,,,,,,,,,,,,,0,,,-36.90276,-37.90272,0.0,0.60059,0.14701,0.0265,0.00534,0.25854
2026-05-13 05:20:05,,,,,,,,,,,,,,,,0,,,-36.90276,-36.00758,0.0,1.76597,0.30758,0.07793,0.01117,0.1742
2026-05-13 05:25:05,80.15,0.0,0.0,63.17,0.0,0.0,0.0,25.27,88.59,0.0,0.0,2573.1,8.76,0.0,0.0,0,20.36174,20.01958,-19.42251,-36.00758,0.0,3.73709,0.62377,0.16492,0.02265,0.16574
2026-05-13 05:30:05,149.74,0.0,0.0,149.44,0.0,0.0,0.0,60.01,210.73,0.0,0.0,2573.1,20.96,0.0,0.0,0,20.36535,20.03405,-5.82675,-36.00758,0.0,6.73943,1.17795,0.29742,0.04277,0.17433
2026-05-13 05:35:05,157.14,0.0,0.0,156.66,0.0,0.0,0.0,60.02,210.47,0.0,0.0,2573.1,21.09,0.0,0.0,0,20.437,20.062,0.0,-22.74163,0.0,10.68384,1.81666,0.47148,0.06596,0.17014
2026-05-13 05:40:05,154.26,0.0,5.72,151.12,0.0,2.67,8.27,60.0,210.5,0.13,0.0,2573.1,21.26,0.0,0.0,0,20.5467,20.2028,0.0,-30.32218,0.0,14.8865,2.54352,0.65695,0.09236,0.17095
2026-05-13 05:45:05,148.19,0.0,20.65,134.31,0.0,12.1,32.3,60.01,210.39,0.42,0.0,2573.1,21.89,0.0,0.0,0,20.7372,20.33715,0.0,-24.63677,0.0,18.74325,3.17797,0.82715,0.11539,0.16967
2026-05-13 05:50:05,152.55,0.0,23.61,133.11,0.0,11.85,34.96,60.01,210.19,0.41,0.0,2573.1,22.5,0.0,0.0,0,20.94035,20.4655,0.0,-24.63677,0.0,20.16832,3.29222,0.89004,0.11954,0.16317
2026-05-13 05:55:05,148.08,0.0,20.88,132.48,0.0,7.25,27.86,60.01,210.76,0.42,0.0,2573.1,23.05,0.0,0.0,0,21.13095,20.59665,0.0,-18.95136,0.0,17.16206,2.7016,0.75737,0.0981,0.15741
2026-05-13 06:00:05,142.12,0.0,19.69,127.61,0.0,7.42,26.76,60.0,210.42,0.43,0.0,2573.1,23.52,0.0,0.0,0,21.3529,20.8029,0.0,-34.11245,0.0,16.50619,2.7062,0.72843,0.09826,0.16393
2026-05-13 06:05:05,149.51,0.0,21.66,131.23,0.0,7.56,28.85,60.01,210.99,0.43,0.0,2573.1,24.0,0.0,0.0,0,21.5405,21.01535,0.0,-28.42704,0.0,16.68204,2.73673,0.73619,0.09937,0.16406
2026-05-13 06:10:05,151.56,0.0,24.17,125.43,0.0,7.73,31.42,60.0,211.7,0.39,0.0,2573.1,24.45,0.0,0.0,0,21.7403,21.19985,0.0,-26.5319,0.0,18.00904,2.95127,0.79475,0.10716,0.16388
