vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,0.0,21.75,85.0,2025-10-04 05:33:31
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,-38.845008416418494,21.75,85.0,2025-10-04 05:34:34
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,0.0,21.75,85.0,2025-10-04 05:35:51
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,-38.845008416418494,21.812,85.0,2025-10-04 05:36:42
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,0.0,21.812,85.0,2025-10-04 05:36:54
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,-38.845008416418494,21.812,85.0,2025-10-04 05:37:44
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1251.6,0,0.0,0.0,0,-38.845008416418494,21.812,85.0,2025-10-04 05:38:48
92.3,0,0.0,92.1,0,0.0,0.0,0,0,0,0.0,1251.6,22,0.0,0.0,302,0.0,21.812,85.0,2025-10-04 05:39:50
114.2,0,0.0,119.1,0,0.0,0.0,0,0,0,0.0,1251.6,22.1,0.0,0.0,302,-38.845008416418494,21.875,85.0,2025-10-04 05:40:03
147.4,0,0.0,147.4,0,0.0,0.0,0,0,0,0.0,1251.6,22.1,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:40:53
148.1,0,0.0,147.9,0,0.0,0.0,0,0,0,0.0,1251.6,22.1,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:41:05
149.4,0,0.0,149.3,0,0.0,0.0,0,0,0,0.0,1251.6,22.1,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:41:55
149.6,0,0.0,149.4,0,0.0,0.0,0,0,0,0.0,1251.6,22.1,0.0,0.0,302,-38.845008416418494,21.875,85.0,2025-10-04 05:42:08
150.8,0,0.0,150.7,0,0.0,0.0,0,0,0,0.0,1251.6,22.2,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:42:58
151.1,0,0.0,150.9,0,0.0,0.0,0,0,0,0.0,1251.6,22.2,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:43:10
152.1,0,0.0,151.9,0,0.0,0.0,0,0,0,0.0,1251.6,22.2,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:44:00
152.4,0,0.0,152.1,0,0.0,0.0,0,0,0,0.0,1251.6,22.2,0.0,0.0,302,0.0,21.875,85.0,2025-10-04 05:44:13
