timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-14 05:05:07,,,,,,,,,,,,,,,,0,,,-33.29572,-36.09783,0.0,,,,,
2026-05-14 05:10:07,,,,,,,,,,,,,,,,0,,,-36.90276,-36.00758,0.0,,,,,
2026-05-14 05:15:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2582.2,0.0,0.0,0.0,,22.625,22.187,-34.96051,-37.90272,0.0,,,,,
2026-05-14 05:20:07,33.19,0.0,0.0,23.68,0.0,0.0,0.0,12.86,48.72,0.0,0.0,2582.2,5.24,0.0,0.0,0,22.56214,22.10679,-27.19151,-37.90272,0.0,,,,,
2026-05-14 05:25:07,142.19,0.0,0.0,142.03,0.0,0.0,0.0,60.01,211.05,0.0,0.0,2582.2,22.8,0.0,0.0,0,22.49995,22.02175,-13.59575,-37.90272,0.0,,,,,
2026-05-14 05:30:07,146.64,0.0,0.0,146.5,0.0,0.0,0.0,57.0,200.66,0.0,0.0,2582.2,21.81,0.0,0.0,0,22.4966,22.1092,-1.94225,-36.00758,0.0,,,,,
2026-05-14 05:35:07,155.06,0.0,0.0,154.88,0.0,0.0,0.0,60.0,210.86,0.0,0.0,2582.2,23.09,0.0,0.0,0,22.63725,22.2496,0.0,-36.00758,0.0,,,,,
2026-05-14 05:40:07,154.34,0.06,14.93,146.89,0.09,19.45,33.91,60.01,211.05,0.39,0.0,2582.2,23.49,0.0,0.0,0,22.7185,22.3905,0.0,-30.32218,0.0,,,,,
2026-05-14 05:45:07,153.6,0.12,27.46,151.07,0.19,37.35,63.66,60.01,211.01,0.53,0.0,2582.2,24.17,0.0,0.0,0,22.83725,22.4215,0.0,-13.26595,0.0,,,,,
2026-05-14 05:50:07,155.84,0.25,48.25,152.25,0.34,58.1,104.46,60.01,211.05,0.59,0.0,2582.2,24.75,0.0,0.0,0,23.0622,22.5372,9.71125,-1.89514,0.0,,,,,
2026-05-14 05:55:07,159.92,0.32,60.02,154.92,0.64,104.36,159.66,60.01,211.14,0.79,0.0,2582.2,25.29,0.0,0.0,0,23.44045,22.8122,13.59575,-1.89514,0.0,,,,,
2026-05-14 06:00:07,162.21,0.58,99.2,154.09,1.37,216.77,300.83,60.0,210.5,1.38,0.0,2582.2,25.95,0.0,0.0,0,23.97795,23.15905,36.90276,0.0,0.0,,,,,
2026-05-14 06:05:07,164.07,0.69,119.36,156.45,1.46,233.46,337.24,60.0,210.75,1.56,0.0,2582.2,26.6,0.0,0.0,0,24.53415,23.4591,48.55626,0.0,0.0,,,,,
2026-05-14 06:10:07,165.41,1.08,183.46,158.67,2.57,412.29,560.05,59.99,210.52,2.59,0.06,2582.26,27.34,0.0,0.0,0,25.53095,23.82485,75.74777,0.0,0.0,,,,,
2026-05-14 06:15:07,162.0,0.86,143.92,152.64,1.96,306.12,423.5,60.0,210.43,1.95,0.1,2582.3,28.12,0.0,0.07,0,26.93725,24.29345,62.15202,0.0,0.0,,,,,
