vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1230.5,0,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:29:55
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1230.5,0,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:30:57
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1230.5,0,0.0,0.0,0,-38.845008416418494,21.437,85.0,2025-09-28 05:31:59
147.8,0,0.0,147.7,0,0.0,0.0,60,212.9,0,0.0,1230.5,22.1,0.0,0.0,0,-38.845008416418494,21.437,85.0,2025-09-28 05:33:01
149.3,0,0.0,149.1,0,0.0,0.0,60.01,212.7,0,0.0,1230.5,22.2,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:34:03
151.7,0,0.0,151.4,0,0.0,0.0,59.98,212.5,0,0.0,1230.5,22.2,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:35:05
153.3,0,0.0,153.2,0,0.0,0.0,60.01,212.8,0,0.0,1230.5,22.2,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:36:07
155,0,0.0,154.9,0,0.0,0.0,59.99,212.4,0,0.0,1230.5,22.2,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:37:09
160.6,0,0.0,156.6,0,0.0,0.0,60.01,212.6,0,0.0,1230.5,22.3,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:38:10
158.2,0,0.0,157.6,0,0.0,0.0,59.99,212.5,0,0.0,1230.5,22.3,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:39:12
159.8,0,0.0,158.6,0,0.0,0.0,59.99,212.6,0,0.0,1230.5,22.3,0.0,0.0,0,0.0,21.437,85.0,2025-09-28 05:40:14
161.1,0,0.0,159.5,0,0.0,0.0,59.99,212.9,0,0.0,1230.5,22.4,0.0,0.0,0,0.0,21.5,85.0,2025-09-28 05:41:16
162.3,0,0.0,160.4,0,0.0,0.0,60.01,212.9,0,0.0,1230.5,22.4,0.0,0.0,0,0.0,21.562,85.0,2025-09-28 05:42:18
154.6,0,19.0,146,0,5.7,24.4,60,212.8,0.5,0.0,1230.5,22.4,0.0,0.0,0,0.0,21.562,85.0,2025-09-28 05:43:20
122.3,0,20.0,138,0,7.2,26.8,59.98,212.7,0.4,0.0,1230.5,22.6,0.0,0.0,0,0.0,21.562,85.0,2025-09-28 05:44:22
140.1,0,20.9,120.5,0,9.0,29.5,60.03,212.6,0.4,0.0,1230.5,22.8,0.0,0.0,0,0.0,21.625,85.0,2025-09-28 05:45:24
137.1,0.1,23.5,137.6,0,11.4,34.3,60.02,212.6,0.5,0.0,1230.5,22.9,0.0,0.0,0,0.0,21.687,85.0,2025-09-28 05:46:26
155,0.1,26.6,150.8,0,12.3,38.3,59.98,212.8,0.4,0.0,1230.5,23.1,0.0,0.0,0,0.0,21.75,85.0,2025-09-28 05:47:27
136.8,0.1,26.7,133,0,16.6,42.6,60.03,212.8,0.4,0.0,1230.5,23.2,0.0,0.0,0,0.0,21.812,85.0,2025-09-28 05:48:29
134.8,0.1,28.6,133,0.1,19.2,47.2,60,212.6,0.4,0.0,1230.5,23.3,0.0,0.0,0,0.0,21.812,85.0,2025-09-28 05:49:31
130.2,0.1,31.8,141.8,0.1,22.1,52.9,60.01,212.6,0.6,0.0,1230.5,23.4,0.0,0.0,0,0.0,21.875,85.0,2025-09-28 05:50:33
145.9,0.1,34.7,138.5,0.1,28.4,62.0,60,212.6,0.4,0.0,1230.5,23.5,0.0,0.0,0,0.0,21.875,85.0,2025-09-28 05:51:35
142.8,0.2,37.2,141.8,0.2,36.1,72.1,60.01,212.6,0.4,0.0,1230.5,23.7,0.0,0.0,0,0.0,21.937,85.0,2025-09-28 05:52:37
146.5,0.2,41.8,141.9,0.2,41.0,81.2,60.01,212.6,0.5,0.0,1230.5,23.8,0.0,0.0,0,0.0,22.0,85.0,2025-09-28 05:53:39
147.3,0.2,43.9,140.9,0.2,39.3,81.6,59.98,212.4,0.5,0.0,1230.5,23.9,0.0,0.0,0,0.0,22.062,85.0,2025-09-28 05:54:41
147.7,0.2,44.9,138.7,0.2,38.3,81.7,60.02,212.7,0.4,0.0,1230.5,24,0.0,0.0,0,0.0,22.187,85.0,2025-09-28 05:55:43
150.2,0.2,46.4,140.3,0.2,40.8,85.7,60.01,212.6,0.5,0.0,1230.5,24.2,0.0,0.0,0,0.0,22.25,85.0,2025-09-28 05:56:45
147.2,0.2,49.7,143.3,0.2,43.5,91.1,60.01,212.9,0.4,0.0,1230.5,24.3,0.0,0.0,0,0.0,22.25,85.0,2025-09-28 05:57:47
146.9,0.2,50.8,142,0.2,42.2,91.7,60.01,213,0.6,0.0,1230.5,24.4,0.0,0.0,0,0.0,22.375,85.0,2025-09-28 05:58:49
150.1,0.2,53.1,147.8,0.2,41.5,92.8,59.99,212.8,0.6,0.0,1230.5,24.5,0.0,0.0,0,38.845008416418494,22.437,85.0,2025-09-28 05:59:51
144.5,0.3,54.1,141.8,0.2,41.2,93.5,60.03,212.8,0.6,0.0,1230.5,24.6,0.0,0.0,0,38.845008416418494,22.5,85.0,2025-09-28 06:00:53
144.3,0.3,55.7,153.7,0.2,43.7,97.4,60.01,213,0.7,0.0,1230.5,24.7,0.0,0.0,0,38.845008416418494,22.562,85.0,2025-09-28 06:01:55
151.7,0.3,57.5,153.3,0.2,44.6,100.2,59.99,212.6,0.6,0.0,1230.5,24.9,0.0,0.0,0,38.845008416418494,22.625,85.0,2025-09-28 06:02:57
154.7,0.3,59.7,156.5,0.2,44.8,102.5,60.02,212.6,0.6,0.0,1230.5,25,0.0,0.0,0,38.845008416418494,22.625,85.0,2025-09-28 06:03:59
151.3,0.3,60.3,153.5,0.2,48.3,106.6,60,212.8,0.6,0.0,1230.5,25.1,0.0,0.0,0,38.845008416418494,22.625,85.0,2025-09-28 06:05:01
148.6,0.3,63.0,152.7,0.2,50.2,111.4,59.99,212.6,0.5,0.0,1230.5,25.2,0.0,0.0,0,38.845008416418494,22.562,85.0,2025-09-28 06:06:02
148.5,0.3,65.9,155,0.2,53.4,117.3,59.97,212.5,0.5,0.0,1230.5,25.3,0.0,0.0,0,38.845008416418494,22.562,85.0,2025-09-28 06:07:04
151.7,0.3,67.6,152.1,0.2,55.4,120.3,60,212.7,0.6,0.0,1230.5,25.4,0.0,0.0,0,38.845008416418494,22.625,85.0,2025-09-28 06:08:06
159.2,0.3,71.1,155.1,0.3,58.9,127.6,59.99,212.9,0.7,0.0,1230.5,25.4,0.0,0.0,0,38.845008416418494,22.687,85.0,2025-09-28 06:09:08
161.4,0.4,75.4,153.6,0.3,62.1,135.0,59.99,212.8,0.6,0.0,1230.5,25.5,0.0,0.0,0,38.845008416418494,22.687,85.0,2025-09-28 06:10:10
162.4,0.4,76.5,149.2,0.3,64.6,138.5,60,212.8,0.7,0.0,1230.5,25.6,0.0,0.0,0,38.845008416418494,22.687,85.0,2025-09-28 06:11:12
165,0.3,79.4,147.4,0.4,64.9,141.2,60.01,212.8,0.8,0.0,1230.5,25.7,0.0,0.0,0,38.845008416418494,22.812,85.0,2025-09-28 06:12:14
163.2,0.4,78.6,143.2,0.4,66.9,144.9,60.01,212.7,0.7,0.0,1230.5,25.8,0.0,0.0,0,38.845008416418494,22.875,85.0,2025-09-28 06:13:16
163.1,0.4,83.2,147.8,0.4,69.1,149.4,59.98,212.9,0.7,0.0,1230.5,25.8,0.0,0.0,0,38.845008416418494,23.0,85.0,2025-09-28 06:14:18
163.6,0.4,88.3,141.9,0.4,69.7,155.1,59.98,213,0.7,0.0,1230.5,25.9,0.0,0.0,0,38.845008416418494,23.125,85.0,2025-09-28 06:15:20
