vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,0,26503162.8,163.1,1.8,163.1,118633.9,0,213.5,3.1,671.1,39328367.1,291.1,203194.6,0.4,0,271.91505891492943,31.937,29.437,2025-10-07 07:49:29
,3.6,585.3,155.8,2.6,403.6,943.2,59.99,213.4,4.3,0.5,1272.3,33.3,0.3,0.2,0,388.4500841641849,32.625,30.312,2025-10-07 07:51:37
165.3,4.1,673.8,148.5,3,439.5,1057.4,60.04,213.6,5,0.5,1272.3,33.4,0.3,0.2,0,427.2950925806034,32.937,30.937,2025-10-07 07:52:37
165.4,4.3,696.8,147,3.1,449.2,1088.8,60.04,213.6,5.2,0.5,1272.3,33.5,0.3,0.2,0,466.14010099702193,32.937,30.937,2025-10-07 07:52:39
159.2,5.6,900.4,149.7,3.8,566.2,1384.2,60.03,213.4,6.4,0.5,1272.3,33.7,0.3,0.2,0,582.6751262462774,33.562,31.375,2025-10-07 07:53:39
162.2,5.6,904.0,146.9,3.8,560.0,1381.6,60.03,213.4,6.5,0.5,1272.3,33.7,0.3,0.2,0,543.8301178298589,33.562,31.437,2025-10-07 07:53:41
161,6.3,1016.0,150,4.2,631.5,1555.0,60.01,214.7,7.2,0.5,1272.3,34.2,0.3,0.2,0,621.5201346626959,34.187,32.187,2025-10-07 07:54:42
163.8,6.3,1018.2,152.9,4.2,632.4,1557.2,60,214.7,7.3,0.5,1272.3,34.2,0.3,0.2,0,621.5201346626959,34.187,32.25,2025-10-07 07:54:44
163.8,4.1,658.2,157.3,2.9,464.0,1067.2,60,213.9,4.9,0.5,1272.3,34.5,0.3,0.2,0,466.14010099702193,34.75,32.875,2025-10-07 07:55:44
165.9,3.9,643.7,157.7,2.9,467.7,1031.1,60,213.6,4.9,0.5,1272.3,34.5,0.3,0.2,0,466.14010099702193,34.812,32.875,2025-10-07 07:55:46
159.8,3.1,496.3,160.3,2.1,331.5,788.8,60.03,213.3,3.8,0.6,1272.4,34.6,0.3,0.2,0,349.6050757477664,35.187,32.812,2025-10-07 07:56:46
162.2,3.1,502.0,159,2.2,355.4,820.5,60.03,213.3,3.9,0.6,1272.4,34.6,0.3,0.2,0,349.6050757477664,35.25,32.812,2025-10-07 07:56:49
162.3,4,656.6,161.7,2.7,431.6,1036.2,59.98,213.7,4.7,0.6,1272.4,34.7,0.3,0.2,0,427.2950925806034,35.5,32.312,2025-10-07 07:57:49
164.8,4.2,640.2,160.7,2.7,442.7,1030.4,59.97,213.5,5,0.6,1272.4,34.7,0.3,0.2,0,466.14010099702193,35.5,32.375,2025-10-07 07:57:51
162.2,3.2,517.4,158.7,2.4,376.3,853.0,59.99,213.5,4,0.6,1272.4,34.7,0.3,0.2,0,349.6050757477664,35.5,32.5,2025-10-07 07:58:51
161.4,3.3,524.5,159.1,2.2,378.0,861.9,60,213.5,4,0.6,1272.4,34.7,0.3,0.2,0,388.4500841641849,35.5,32.5,2025-10-07 07:58:54
160.8,3.4,564.7,160.2,2.2,380.5,902.3,60.03,213.6,4.1,0.6,1272.4,34.6,0.3,0.2,0,388.4500841641849,35.562,32.5,2025-10-07 07:59:54
163.4,3.5,559.7,163.2,2.3,355.4,887.2,60,213.5,4.2,0.6,1272.4,34.6,0.3,0.2,0,388.4500841641849,35.562,32.5,2025-10-07 07:59:56
160.7,3.5,560.0,160.2,2.2,380.2,897.2,59.99,213.6,4.1,0.6,1272.4,34.6,0.4,0.2,0,388.4500841641849,35.562,32.625,2025-10-07 08:00:56
160.8,3.4,557.5,160.3,2.4,356.8,874.5,60,213.5,4.2,0.6,1272.4,34.6,0.4,0.2,0,388.4500841641849,35.562,32.625,2025-10-07 08:00:58
160.7,3.3,527.0,154.4,2.3,365.9,856.2,59.98,213.5,4.1,0.6,1272.4,34.6,0.4,0.2,0,349.6050757477664,35.625,32.5,2025-10-07 08:01:59
157.7,3.4,532.8,157.2,2.4,372.1,862.5,59.99,213.5,4.1,0.6,1272.4,34.6,0.4,0.2,0,388.4500841641849,35.625,32.5,2025-10-07 08:02:01
162.3,3.5,558.1,156.5,2.4,377.8,893.5,59.99,213.5,4.2,0.7,1272.5,34.6,0.4,0.2,0,388.4500841641849,35.5,32.437,2025-10-07 08:03:01
159.4,3.5,561.2,157.2,2.4,381.9,900.9,59.98,213.5,4.2,0.7,1272.5,34.6,0.4,0.2,0,388.4500841641849,35.5,32.437,2025-10-07 08:03:03
162.1,3.2,525.4,158.7,2.2,358.4,845.5,60,213.6,4,0.7,1272.5,34.7,0.4,0.3,0,349.6050757477664,35.375,32.562,2025-10-07 08:04:03
164,2.9,511.9,156,2.2,356.3,832.8,60,213.6,3.8,0.7,1272.5,34.7,0.4,0.3,0,349.6050757477664,35.312,32.625,2025-10-07 08:04:06
160.5,2.7,428.0,156.9,1.9,301.8,700.7,59.98,213.5,3.2,0.7,1272.5,34.6,0.4,0.3,0,271.91505891492943,35.312,32.625,2025-10-07 08:05:06
161.7,2.6,424.5,158.3,1.9,298.3,695.6,60,213.6,3.2,0.7,1272.5,34.6,0.4,0.3,0,271.91505891492943,35.187,32.625,2025-10-07 08:05:08
160.5,2.3,382.2,157,1.7,271.9,630.5,59.99,213.4,2.9,0.7,1272.5,34.6,0.4,0.3,0,233.07005049851097,35.062,32.5,2025-10-07 08:06:08
162.2,2.4,382.2,158.9,1.6,275.1,634.4,59.99,213.3,2.8,0.7,1272.5,34.6,0.4,0.3,0,271.91505891492943,35.0,32.5,2025-10-07 08:06:11
161.5,2.3,400.9,158.7,1.7,276.9,641.0,60.02,213.3,3,0.7,1272.5,34.5,0.4,0.3,0,271.91505891492943,34.625,32.25,2025-10-07 08:07:11
160.7,2.5,397.2,161.7,1.7,258.5,632.1,60.04,213.2,3,0.7,1272.5,34.5,0.4,0.3,0,271.91505891492943,34.625,32.25,2025-10-07 08:07:13
160.6,2.4,390.9,161.9,1.6,259.0,624.2,60.02,212.8,3,0.7,1272.5,34.5,0.4,0.3,0,271.91505891492943,34.187,31.875,2025-10-07 08:08:13
