vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0.0,0,0,0,0.0,668.9,0,0.0,0.0,0,3262.980706979153,21.812,21.812,2025-05-17 05:15:14
,0,0.0,0.0,0,0,0,0.0,668.9,0,0.0,0.0,0,6875.566489706073,21.812,21.812,2025-05-17 05:16:17
148.6,0,0.0,0.0,59.99,212.3,0,0.0,668.9,22.1,0.0,0.0,0,3146.445681729898,21.812,21.812,2025-05-17 05:17:20
151,0,0.0,0.0,60.04,212.2,0,0.0,668.9,22.1,0.0,0.0,0,2913.375631231387,21.812,21.812,2025-05-17 05:18:22
152.5,0,0.0,0.0,60.04,212.6,0,0.0,668.9,22.2,0.0,0.0,0,7069.791531788166,21.812,21.812,2025-05-17 05:19:24
153.6,0,0.0,0.0,60.02,212.6,0,0.0,668.9,22.2,0.0,0.0,0,6020.976304544867,21.812,21.812,2025-05-17 05:20:26
93,0,0.0,0.0,60.01,212.5,0,0.0,668.9,22.2,0.0,0.0,0,4467.175967888127,21.812,21.812,2025-05-17 05:21:29
156.5,0,0.0,0.0,59.98,212.5,0,0.0,668.9,22.2,0.0,0.0,0,3068.755664897061,21.75,21.812,2025-05-17 05:22:31
158.2,0,0.0,0.0,59.99,212.6,0,0.0,668.9,22.3,0.0,0.0,0,2602.6155639000385,21.75,21.812,2025-05-17 05:23:33
159.7,0,0.0,0.0,60.01,212.2,0,0.0,668.9,22.3,0.0,0.0,0,6720.186456040399,21.812,21.75,2025-05-17 05:24:36
161.1,0,0.0,0.0,59.98,212.1,0,0.0,668.9,22.3,0.0,0.0,0,6254.046355043378,21.812,21.812,2025-05-17 05:25:38
107.9,0,0.0,0.0,60.03,212.1,0,0.0,668.9,22.4,0.0,0.0,0,6020.976304544866,21.75,21.75,2025-05-17 05:26:40
141.2,0.1,23.8,45.5,60.02,212.3,0.4,0.0,668.9,22.5,0.0,0.0,0,3690.275799559757,21.75,21.812,2025-05-17 05:27:43
145.2,0.1,27.3,54.0,60.01,212.2,0.4,0.0,668.9,22.7,0.0,0.0,0,3534.895765894083,21.812,21.812,2025-05-17 05:28:45
152,0.1,28.8,57.2,60.01,212.1,0.5,0.0,668.9,22.8,0.0,0.0,0,271.915058914929,21.812,21.812,2025-05-17 05:29:47
146.2,0.1,30.4,61.5,59.98,212,0.5,0.0,668.9,23,0.0,0.0,0,3301.825715395572,21.812,21.812,2025-05-17 05:30:50
152.3,0.1,32.7,66.9,59.96,212.4,0.5,0.0,668.9,23.1,0.0,0.0,0,4972.161077301568,21.812,21.875,2025-05-17 05:31:52
149.1,0.1,35.1,69.6,60.01,212.2,0.5,0.0,668.9,23.3,0.0,0.0,0,4311.795934222454,21.812,21.812,2025-05-17 05:32:54
149.3,0.1,33.9,66.4,60.01,212.5,0.5,0.0,668.9,23.4,0.0,0.0,0,1009.9702188268809,21.875,21.875,2025-05-17 05:33:57
150.7,0.1,33.9,65.5,60.04,212.5,0.5,0.0,668.9,23.5,0.0,0.0,0,4428.330959471709,21.875,21.875,2025-05-17 05:34:59
152.1,0.1,36.3,72.7,60,212.3,0.5,0.0,668.9,23.7,0.0,0.0,0,427.2950925806038,21.875,21.875,2025-05-17 05:36:01
140.3,0.2,37.3,74.2,60,212.4,0.5,0.0,668.9,23.8,0.0,0.0,0,2874.530622814969,21.875,21.875,2025-05-17 05:37:04
147.8,0.1,37.0,71.5,60.03,212.5,0.5,0.0,668.9,23.9,0.0,0.0,0,1631.4903534895766,21.875,21.875,2025-05-17 05:38:06
141.7,0.1,36.3,66.9,60.02,212.2,0.4,0.0,668.9,24,0.0,0.0,0,2913.375631231387,21.937,21.937,2025-05-17 05:39:08
147.5,0.1,39.0,71.1,59.99,212.3,0.5,0.0,668.9,24.2,0.0,0.0,0,0.0,21.937,21.937,2025-05-17 05:40:11
151.6,0.2,44.5,82.5,59.99,212.3,0.6,0.0,668.9,24.3,0.0,0.0,0,738.0551599119513,22.0,22.0,2025-05-17 05:41:13
144,0.3,54.6,103.2,60.03,212.3,0.6,0.0,668.9,24.4,0.0,0.0,0,3534.8957658940835,22.0,22.0,2025-05-17 05:42:15
144.6,0.3,61.4,116.5,60.04,212.4,0.7,0.0,668.9,24.5,0.0,0.0,0,3262.980706979153,22.062,22.062,2025-05-17 05:43:18
148.9,0.3,66.1,123.1,60.01,212.4,0.6,0.0,668.9,24.6,0.0,0.0,0,155.38003366567412,22.062,22.125,2025-05-17 05:44:20
155.4,0.3,72.2,133.9,60.02,212.5,0.7,0.0,668.9,24.8,0.0,0.0,0,3185.290690146316,22.187,22.187,2025-05-17 05:45:22
152.2,0.4,76.0,144.2,59.99,212.4,0.7,0.0,668.9,24.9,0.0,0.0,0,1009.9702188268809,22.187,22.187,2025-05-17 05:46:25
158.2,0.4,74.7,140.2,60.04,212.2,0.7,0.0,668.9,25,0.0,0.0,0,3107.600673313479,22.25,22.312,2025-05-17 05:47:27
154.9,0.4,76.4,136.8,60.04,212.5,0.7,0.0,668.9,25.1,0.0,0.0,0,660.3651430791142,22.312,22.375,2025-05-17 05:48:29
152.4,0.4,76.2,133.3,59.98,212.3,0.7,0.0,668.9,25.2,0.0,0.0,0,2563.770555483621,22.375,22.375,2025-05-17 05:49:32
155,0.3,65.4,109.3,60.04,212.4,0.7,0.0,668.9,25.4,0.0,0.0,0,2680.305580732876,22.375,22.437,2025-05-17 05:50:34
149.2,0.2,49.3,78.6,59.98,212.6,0.5,0.0,668.9,25.5,0.0,0.0,0,3534.895765894083,22.437,22.437,2025-05-17 05:51:36
153.3,0.2,45.4,67.7,60,212.4,0.5,0.0,668.9,25.6,0.0,0.0,0,3884.5008416418495,22.375,22.375,2025-05-17 05:52:39
150.9,0.2,45.4,64.6,59.98,212.1,0.5,0.0,668.9,25.7,0.0,0.0,0,3923.3458500582683,22.375,22.437,2025-05-17 05:53:41
152.2,0.1,42.1,58.6,60.03,211.9,0.5,0.0,668.9,25.8,0.0,0.0,0,466.1401009970216,22.375,22.375,2025-05-17 05:54:43
149.1,0.1,38.0,49.8,59.96,211.7,0.4,0.0,668.9,25.9,0.0,0.0,0,1398.4203029910661,22.375,22.437,2025-05-17 05:55:46
142.5,0.1,34.0,44.1,59.97,211.6,0.4,0.0,668.9,26,0.0,0.0,0,388.4500841641853,22.375,22.375,2025-05-17 05:56:48
142.5,0.1,32.9,42.2,59.99,211.7,0.5,0.0,668.9,26,0.0,0.0,0,621.5201346626957,22.375,22.375,2025-05-17 05:57:50
145.3,0.1,32.0,40.6,59.98,212,0.5,0.0,668.9,26.1,0.0,0.0,0,1048.8152272432994,22.375,22.375,2025-05-17 05:58:52
148.6,0.1,31.3,39.7,60.01,211.7,0.5,0.0,668.9,26.2,0.0,0.0,0,3340.6707238119902,22.375,22.375,2025-05-17 05:59:55
143.1,0.1,31.6,42.3,60.02,212,0.4,0.0,668.9,26.3,0.0,0.0,0,38.84500841641853,22.375,22.375,2025-05-17 06:00:57
142.1,0.1,34.5,47.1,60.02,212,0.4,0.0,668.9,26.3,0.0,0.0,0,3262.980706979153,22.375,22.437,2025-05-17 06:02:00
141.6,0.1,38.7,54.2,60.01,212,0.5,0.0,668.9,26.4,0.0,0.0,0,77.69001683283706,22.437,22.437,2025-05-17 06:03:02
148,0.2,44.3,62.0,59.98,211.7,0.5,0.0,668.9,26.5,0.0,0.0,0,4739.091026803057,22.5,22.5,2025-05-17 06:04:04
144.5,0.2,48.5,68.8,59.98,211.7,0.5,0.0,668.9,26.6,0.0,0.0,0,4661.40100997022,22.5,22.5,2025-05-17 06:05:06
153.5,0.2,54.9,78.1,59.99,211.4,0.5,0.0,668.9,26.6,0.0,0.0,0,3845.6558332254313,22.562,22.562,2025-05-17 06:06:09
151.3,0.2,57.4,84.7,60.02,211.5,0.5,0.0,668.9,26.7,0.0,0.0,0,3224.135698562735,22.562,22.562,2025-05-17 06:07:11
156.7,0.2,59.0,91.0,59.97,211.6,0.5,0.0,668.9,26.8,0.0,0.0,0,4234.1059173896165,22.625,22.625,2025-05-17 06:08:13
146.9,0.3,62.9,98.6,60.01,211.5,0.5,0.0,668.9,26.9,0.0,0.0,0,4350.640942638872,22.625,22.625,2025-05-17 06:09:16
150.7,0.3,69.1,110.8,59.99,211.5,0.7,0.0,668.9,27,0.0,0.0,0,310.76006733134824,22.687,22.687,2025-05-17 06:10:18
150.7,0.4,76.0,123.2,60.02,211.4,0.6,0.0,668.9,27,0.0,0.0,0,4001.0358668911053,22.687,22.687,2025-05-17 06:11:20
153.7,0.4,81.5,136.4,60.02,211.7,0.7,0.0,668.9,27.1,0.0,0.0,0,2563.7705554836207,22.812,22.812,2025-05-17 06:12:23
