timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo
2026-03-21 05:05:46,,,,,,,,,,,,,,,,,20.064863636363643,19.630636363636366,-22.953868609701843,-5.168552231091713,0.0
2026-03-21 05:10:46,,,,,,,,,,,,,,,,,20.065150000000006,19.643600000000003,-13.595752945746472,-9.475679090334808,0.0
2026-03-21 05:15:46,,,,,,,,,,,,,,,,,20.062000000000005,19.662200000000006,-17.480253787388325,-15.161086544535692,0.0
2026-03-21 05:20:46,,,,,,,,,,,,,,,,,20.058900000000005,19.625,-15.538003366567398,-11.37081490840177,0.0
2026-03-21 05:25:46,,,,,,,,,,,,,,,,,20.062000000000005,19.6187,-21.364754629030177,-9.475679090334808,0.0
2026-03-21 05:30:46,,,,,,,,,,,,,,,,,20.062000000000005,19.625,-23.307005049851103,-13.26595072646873,0.0
2026-03-21 05:35:46,,,,,,,,,,,,,,,,,20.065150000000006,19.66530000000001,-27.191505891492955,-5.685407454200885,0.0
2026-03-21 05:40:46,,,,,,,,,,,,,,,,,20.096650000000004,19.687000000000005,-13.595752945746472,-17.056222362602654,0.0
2026-03-21 05:45:46,,,,,,,,,,,,,,,,,20.125,19.687000000000005,-13.595752945746472,-7.580543272267846,0.0
2026-03-21 05:50:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.7,0.0,0.0,0.0,0.0,20.159100000000006,19.693300000000004,-3.8845008416418496,-13.26595072646873,0.0
2026-03-21 05:55:46,144.96842105263156,0.0,0.0,137.555,0.0,0.0,0.0,54.001999999999995,191.135,0.0,0.0,2240.7,18.225000000000005,0.0,0.0,0.0,20.218500000000002,19.731,0.0,-3.790271636133923,0.0
2026-03-21 06:00:46,151.805,0.0,0.0,150.175,0.0,0.0,0.0,60.00600000000001,212.48499999999999,0.0,0.0,2240.7,20.389999999999997,0.0,0.0,0.0,20.281000000000006,19.815200000000004,0.0,-1.8951358180669615,0.0
2026-03-21 06:05:46,158.98499999999999,0.0,0.0,157.60500000000005,0.0,0.0,0.0,59.997,212.01999999999992,0.0,0.0,2240.7,20.570000000000004,0.0,0.0,0.0,20.402900000000002,19.927900000000005,0.0,-5.685407454200885,0.0
2026-03-21 06:10:46,139.54000000000002,0.0,11.735000000000001,133.4,0.0,6.654999999999999,18.115000000000002,59.99950000000001,211.89500000000004,0.33,0.0,2240.7,20.965000000000003,0.0,0.0,0.0,20.565450000000006,20.059150000000006,0.0,0.0,0.0
2026-03-21 06:15:46,133.61499999999998,0.0,20.044999999999998,135.12500000000003,0.0,11.07,30.750000000000007,60.004,211.43,0.4250000000000001,0.0,2240.7,21.659999999999997,0.0,0.0,0.0,20.759050000000006,20.1779,0.0,0.0,0.0
2026-03-21 06:20:46,149.64500000000004,0.015000000000000003,25.099999999999998,139.26500000000001,0.0,15.544999999999998,40.029999999999994,59.99250000000001,211.51500000000004,0.4450000000000001,0.0,2240.7,22.249999999999993,0.0,0.0,0.0,20.949850000000005,20.287200000000006,7.769001683283699,-1.8951358180669615,0.0
2026-03-21 06:25:46,152.765,0.09500000000000003,31.419999999999998,140.93,0.034999999999999996,21.645,52.24000000000001,60.004999999999995,211.49499999999998,0.475,0.0,2240.7,22.79,0.0,0.0,0.0,21.124650000000003,20.32775,25.24925547067203,0.0,0.0
2026-03-21 06:30:46,154.62,0.12500000000000003,40.91,144.85,0.10000000000000002,27.57,67.32,60.011999999999986,211.21499999999997,0.485,0.0,2240.7,23.325,0.0,0.0,0.0,21.334100000000007,20.462250000000004,38.84500841641851,0.0,0.0
2026-03-21 06:35:46,159.57999999999996,0.23499999999999993,58.08,147.315,0.16000000000000003,38.565000000000005,94.71499999999999,60.003499999999995,211.51999999999998,0.5199999999999999,0.0,2240.7,23.814999999999994,0.0,0.0,0.0,21.609150000000007,20.66545,52.440761362164984,0.0,0.0
