voltaje_pv1_v,voltaje_pv2_v,corriente_pv1_a,corriente_pv2_a,potencia_pv1_w,potencia_pv2_w,energia_hoy_wh,voltaje_vac,corriente_aac,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,timestamp,corriente_pv2_a_1,potencia_total_va,energia_pv1_wh,energia_pv2_wh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,-37.90271636133923,0.0,2026-01-22 05:55:41,,,,
102.58205128205127,102.49102564102567,0.0,0.0,0.0,0.0,0.0,150.50897435897429,0.0,85.0,85.0,-24.971791124840472,-32.93926540925903,0.0,2026-01-22 06:00:57,,,,
153.53385826771648,152.53937007874018,0.0,0.0,0.0,0.0,0.0,213.04173228346446,0.0,85.0,85.0,-9.930302903445336,-33.34299108478707,0.0,2026-01-22 06:06:12,,,,
159.54000000000002,157.32,0.0,0.0,1.396,0.852,0.0,212.87200000000013,0.04666666666666667,85.0,85.0,-1.1771214671641967,-30.437029805317824,0.0,2026-01-22 06:11:42,,,,
145.75714285714284,118.75714285714284,0.0,0.0,17.76666666666667,10.042857142857141,0.0,213.7952380952381,0.41904761904761917,85.0,85.0,0.0,-25.268477574226154,0.0,2026-01-22 06:16:57,,,,
151.2809523809524,130.54761904761907,0.052380952380952375,0.0,24.761904761904763,15.433333333333337,0.0,214.34285714285718,0.42857142857142866,85.0,85.0,0.0,-27.565611899155805,0.0,2026-01-22 06:22:27,,,,
154.90499999999997,142.795,0.10000000000000002,0.01,31.07,19.66,0.0,213.90500000000003,0.47000000000000003,85.0,85.0,0.0,-23.463586318924285,0.0,2026-01-22 06:27:42,,,,
151.48095238095235,142.62380952380954,0.17142857142857149,0.10000000000000002,43.32380952380953,28.890476190476186,0.0,213.7904761904762,0.49523809523809526,85.0,85.0,0.0,-5.414673765905604,0.0,2026-01-22 06:32:57,,,,
152.915,146.04,0.6699999999999999,0.445,116.94500000000001,77.02000000000001,0.0,213.81000000000003,0.925,85.0,85.0,24.71955081044814,0.0,0.0,2026-01-22 06:38:27,,,,
160.28571428571425,151.2904761904762,0.9380952380952379,0.6047619047619048,162.51904761904763,103.55238095238093,0.0,213.82857142857142,1.1904761904761907,85.0,85.0,38.84500841641851,0.0,0.0,2026-01-22 06:43:42,,,,
164.6952380952381,154.79999999999998,1.666666666666667,1.023809523809524,276.3333333333333,164.3523809523809,0.0,214.17142857142858,1.9714285714285718,85.0,85.0,40.69477072196225,0.0,0.0,2026-01-22 06:48:57,,,,
166.96499999999997,150.47,2.2649999999999997,1.2349999999999999,377.92,192.48,0.08500000000000002,214.36999999999998,2.540000000000001,85.0,85.0,75.92433463209073,0.0,0.0,2026-01-22 06:54:27,,,,
167.3857142857143,158.2952380952381,2.3809523809523814,1.0714285714285712,398.57619047619056,173.3571428571429,0.10000000000000002,214.39047619047614,2.547619047619048,85.0,85.0,72.1407299162058,0.0,0.0,2026-01-22 06:59:42,,,,
165.21499999999997,154.01,2.12,0.85,351.4800000000001,136.085,0.17000000000000004,214.25,2.2050000000000005,85.0,85.0,90.6383529716432,1.8048912553018681,0.01548797240521814,2026-01-22 07:04:57,,,,
165.88571428571427,169.55238095238096,2.7809523809523817,0.9238095238095239,463.0619047619048,162.83809523809524,0.20000000000000004,214.19047619047623,2.8000000000000007,85.0,85.0,88.28411003731479,5.168552231091713,0.05913589463810562,2026-01-22 07:10:27,,,,
163.32857142857142,163.46666666666664,2.9619047619047625,0.9761904761904764,484.2285714285714,166.6904761904762,0.257142857142857,214.4571428571428,2.933333333333333,85.0,85.0,96.1876398882744,34.292933850735494,0.3639673515226263,2026-01-22 07:15:42,,,,
164.565,172.49,3.6699999999999995,1.095,605.165,196.35999999999996,0.29999999999999993,214.48000000000002,3.595,85.0,85.0,143.02025826044994,37.90271636133923,0.26980751928635693,2026-01-22 07:21:12,,,,
161.62857142857143,171.60476190476194,4.066666666666667,1.1428571428571426,658.5142857142855,202.38095238095238,0.4000000000000001,214.52857142857144,3.842857142857143,85.0,85.0,149.83074674904282,36.09782510603736,0.24548436262270754,2026-01-22 07:26:27,,,,
160.75499999999997,169.01000000000005,3.5699999999999994,1.015,577.2900000000001,177.35000000000002,0.45999999999999996,214.42500000000004,3.365000000000001,85.0,85.0,168.32836980448013,34.292933850735494,0.20444123574887943,2026-01-22 07:31:42,,,,
160.13333333333335,168.92857142857144,4.033333333333333,1.1047619047619048,635.9190476190475,190.82857142857142,0.5047619047619047,214.33333333333334,3.7095238095238106,85.0,85.0,227.52076358187983,37.90271636133923,0.16727010197635592,2026-01-22 07:36:57,,,,
159.49999999999994,169.76500000000001,4.47,1.2400000000000002,712.735,210.08500000000004,0.5999999999999999,214.57500000000005,4.075,85.0,85.0,236.60141490000353,37.90271636133923,0.16262371025479044,2026-01-22 07:42:27,,,,
158.47619047619045,169.0285714285714,4.761904761904763,1.3,746.7714285714286,223.18095238095233,0.6714285714285712,214.3428571428571,4.328571428571429,85.0,85.0,225.6710012763361,37.90271636133923,0.16926141271416967,2026-01-22 07:47:42,,,,
157.935,164.91,3.9349999999999996,1.1150000000000002,618.6049999999999,190.675,0.7400000000000003,214.39999999999995,3.6199999999999997,85.0,85.0,166.4786074989364,18.04891255301868,0.09447663167183067,2026-01-22 07:52:57,,,,
155.08,146.05499999999998,3.05,1.165,465.95,173.97499999999997,0.8000000000000002,214.07000000000002,2.8750000000000004,85.0,85.0,206.58481748731654,32.734164130247514,0.14079974913834672,2026-01-22 07:58:27,,,,
154.65714285714287,150.46190476190472,3.2428571428571424,1.2142857142857142,499.32857142857165,186.82380952380953,0.8571428571428571,214.13809523809522,3.080952380952381,85.0,85.0,246.01838663731718,41.51249887194297,0.16428313586963522,2026-01-22 08:03:42,,,,
158.925,155.22499999999997,4.464999999999999,1.4150000000000007,706.865,223.36499999999995,0.9100000000000001,214.57500000000005,4.125000000000002,85.0,85.0,277.4643458315606,48.73206389315044,0.17022019195830226,2026-01-22 08:08:57,,,,
156.97142857142856,155.06190476190477,4.795238095238095,1.4523809523809526,746.5,226.7809523809524,1.0,214.67142857142858,4.3238095238095235,85.0,85.0,156.2,154.175,5.67,2026-01-22 08:14:12,,,,
324.88552493731845,60.299776029403304,0.1839900721865346,,,,,,,,,155.56666666666666,151.93809523809526,5.519047619047619,2026-01-22 08:19:27,,,,
