vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
0,0,0.0,0.0,0,0,0,0.0,597.5,0,0.0,0.0,,-4777.936035219474,,,2025-05-06 05:20:49
,,0.0,0.0,0,0,0,0.0,597.5,0,0.0,0.0,0,-1243.0402693253914,,,2025-05-06 05:21:52
0,0,0.0,0.0,0,0,0,0.0,597.5,0,0.0,0.0,0,-4777.9360352194735,,,2025-05-06 05:22:52
148.4,0,0.0,0.0,60.01,211,0,0.0,597.5,22.7,0.0,0.0,0,3262.9807069791527,,,2025-05-06 05:23:53
151.4,0,0.0,0.0,60.04,210.9,0,0.0,597.5,22.7,0.0,0.0,0,3068.7556648970613,,,2025-05-06 05:24:54
153.4,0,0.0,0.0,59.98,210.9,0,0.0,597.5,22.8,0.0,0.0,0,3457.2057490612465,,,2025-05-06 05:25:54
155.3,0,0.0,0.0,59.99,210.7,0,0.0,597.5,22.8,0.0,0.0,0,5904.44127929561,,,2025-05-06 05:26:55
156.5,0,0.0,0.0,60.03,211.1,0,0.0,597.5,22.8,0.0,0.0,0,4039.8808753075223,,,2025-05-06 05:27:56
157.5,0,0.0,0.0,60,211,0,0.0,597.5,22.9,0.0,0.0,0,-1320.7302861582284,,,2025-05-06 05:28:57
158.4,0,0.0,0.0,59.99,211.1,0,0.0,597.5,22.9,0.0,0.0,0,3185.290690146317,,,2025-05-06 05:29:57
159.5,0,0.0,0.0,59.98,211.1,0,0.0,597.5,22.9,0.0,0.0,0,-4156.415900556779,,,2025-05-06 05:30:58
160.7,0,0.0,0.0,59.98,210.9,0,0.0,597.5,22.9,0.0,0.0,0,-2563.770555483621,,,2025-05-06 05:31:59
161.9,0,0.0,0.0,60.01,211.1,0,0.0,597.5,23,0.0,0.0,0,2719.150589149295,,,2025-05-06 05:32:59
130.7,0,19.8,27.6,59.98,211.2,0.5,0.0,597.5,23,0.0,0.0,0,-6642.496439207563,,,2025-05-06 05:34:00
136.5,0,22.1,32.9,59.98,210.9,0.4,0.0,597.5,23.2,0.0,0.0,0,-6564.806422374725,,,2025-05-06 05:35:01
130.6,0.1,23.2,35.2,60.01,211,0.4,0.0,597.5,23.4,0.0,0.0,0,-4195.260908973198,,,2025-05-06 05:36:01
145.6,0.1,27.2,41.7,59.98,211.2,0.4,0.0,597.5,23.5,0.0,0.0,0,-5282.9211446329155,,,2025-05-06 05:37:02
157.7,0,27.5,42.0,60.01,211.3,0.4,0.0,597.5,23.7,0.0,0.0,0,-4195.260908973197,,,2025-05-06 05:38:03
146.9,0.1,34.3,53.0,59.99,211.3,0.4,0.0,597.5,23.8,0.0,0.0,0,-4894.47106046873,,,2025-05-06 05:39:04
145.9,0.1,37.5,58.5,59.98,211,0.5,0.0,597.5,24,0.0,0.0,0,-4350.640942638871,,,2025-05-06 05:40:04
140.1,0.2,39.7,64.1,60.01,211.2,0.5,0.0,597.5,24.1,0.0,0.0,0,-2757.9955975657126,,,2025-05-06 05:41:05
145.9,0.2,44.7,72.9,59.98,211.2,0.5,0.0,597.5,24.2,0.0,0.0,0,-4933.3160688851485,,,2025-05-06 05:42:06
143,0.2,46.8,77.4,60.04,211.5,0.5,0.0,597.5,24.3,0.0,0.0,0,-4467.175967888126,,,2025-05-06 05:43:06
152.1,0.2,50.3,82.7,60.02,211.2,0.4,0.0,597.5,24.4,0.0,0.0,0,-4078.725883723941,,,2025-05-06 05:44:07
154.8,0.2,53.8,87.5,59.98,211.7,0.5,0.0,597.5,24.6,0.0,0.0,0,-6292.891363459796,,,2025-05-06 05:45:08
144.5,0.3,56.1,92.5,60.02,211.8,0.6,0.0,597.5,24.6,0.0,0.0,0,3379.515732228408,,,2025-05-06 05:46:08
151.8,0.3,61.4,101.8,59.98,211.7,0.6,0.0,597.5,24.8,0.0,0.0,0,-1437.265311407484,,,2025-05-06 05:47:09
157.7,0.3,63.6,105.9,60.01,211.6,0.7,0.0,597.5,24.9,0.0,0.0,0,3029.910656480643,,,2025-05-06 05:48:10
152,0.3,66.9,109.9,60.04,211.3,0.5,0.0,597.5,25,0.0,0.0,0,-7652.466658034444,,,2025-05-06 05:49:11
151.3,0.4,70.4,117.8,60.04,211.5,0.7,0.0,597.5,25.1,0.0,0.0,0,3806.810824809012,,,2025-05-06 05:50:11
156.4,0.4,76.7,128.8,60.01,211.3,0.6,0.0,597.5,25.2,0.0,0.0,0,-7535.931632785187,,,2025-05-06 05:51:12
159.3,0.4,81.5,139.0,60.04,212.4,0.7,0.0,597.5,25.4,0.0,0.0,0,-2330.70050498511,,,2025-05-06 05:52:13
157.6,0.4,87.4,150.5,59.98,212.6,0.7,0.0,597.5,25.5,0.0,0.0,0,-1359.575294574647,,,2025-05-06 05:53:13
156.2,0.5,91.1,158.6,59.97,212.7,0.7,0.0,597.5,25.6,0.0,0.0,0,3418.360740644827,,,2025-05-06 05:54:14
156.5,0.5,92.7,162.1,60,212.8,0.7,0.0,597.5,25.7,0.0,0.0,0,-77.69001683283706,,,2025-05-06 05:55:15
159.4,0.5,94.5,168.7,60.01,212.8,0.8,0.0,597.5,25.8,0.0,0.0,0,-2291.8554965686917,,,2025-05-06 05:56:16
157.4,0.5,97.7,177.5,60.02,212.9,0.8,0.0,597.5,25.9,0.0,0.0,0,-4428.3309594717075,,,2025-05-06 05:57:16
156,0.6,102.6,189.2,60.02,212.9,0.9,0.0,597.5,26,0.0,0.0,0,-6914.41149812249,,,2025-05-06 05:58:17
161.3,0.5,103.5,195.7,60,212.9,0.9,0.0,597.5,26.1,0.0,0.0,0,-7341.706590703096,,,2025-05-06 05:59:18
157.6,0.6,116.4,217.4,59.99,212.9,1,0.0,597.5,26.2,0.0,0.0,0,2447.2355302343644,,,2025-05-06 06:00:18
158.5,0.7,123.8,240.9,59.97,212.8,1.1,0.0,597.5,26.3,0.0,0.0,0,621.5201346626965,,,2025-05-06 06:01:19
160.7,0.7,129.3,250.9,59.99,212.7,1.2,0.0,597.5,26.4,0.0,0.0,0,1359.5752945746476,,,2025-05-06 06:02:20
159.8,0.8,133.5,263.4,60,212.6,1.2,0.0,597.5,26.5,0.0,0.0,0,-2952.220639647805,,,2025-05-06 06:03:21
157.9,0.9,148.1,316.0,59.97,212.3,1.5,0.0,597.5,26.6,0.0,0.0,0,-776.9001683283691,,,2025-05-06 06:04:21
161.5,1.1,181.9,429.9,60.01,212.8,2,0.0,597.5,26.7,0.0,0.0,0,-4583.710993137382,,,2025-05-06 06:05:22
162.2,1.3,209.6,531.2,60.02,212.8,2.5,0.0,597.5,26.9,0.0,0.0,0,543.830117829858,,,2025-05-06 06:06:23
161.8,1.4,222.7,571.3,60.01,212.9,2.7,0.0,597.5,27.1,0.0,0.0,0,-5127.541110967241,,,2025-05-06 06:07:23
160.7,1.4,233.3,597.1,60.02,213,2.8,0.0,597.5,27.3,0.0,0.0,0,-4272.950925806035,,,2025-05-06 06:08:24
161,1.2,199.6,487.3,60,212.9,2.3,0.1,597.6,27.5,0.0,0.0,0,-1903.4054124045063,,,2025-05-06 06:09:25
157.7,1.2,194.1,433.8,60,212.7,2,0.1,597.6,27.7,0.0,0.0,0,2291.8554965686903,,,2025-05-06 06:10:26
157.8,0.9,152.0,298.1,60.04,212.5,1.4,0.1,597.6,27.8,0.0,0.0,0,-5904.441279295612,,,2025-05-06 06:11:26
157.8,0.8,146.0,275.7,59.99,212.6,1.2,0.1,597.6,27.8,0.0,0.0,0,1825.7153955716685,,,2025-05-06 06:12:27
160.9,0.8,140.7,259.4,60.01,212.5,1.1,0.1,597.6,27.9,0.0,0.0,0,-4078.7258837239424,,,2025-05-06 06:13:28
158.2,0.8,139.1,250.9,59.96,212.6,1.2,0.1,597.6,28,0.0,0.0,0,-4195.260908973197,,,2025-05-06 06:14:28
157.9,0.8,138.6,245.8,60.01,212.4,1.1,0.1,597.6,28,0.0,0.0,0,-1981.0954292373433,,,2025-05-06 06:15:29
158.4,0.8,139.0,244.0,59.97,212.4,1.1,0.1,597.6,28,0.0,0.0,0,-5282.9211446329155,,,2025-05-06 06:16:30
157.7,0.8,139.5,243.1,60.03,212.2,1.1,0.1,597.6,28.2,0.0,0.0,0,-38.84500841641853,,,2025-05-06 06:17:30
160.7,0.8,141.2,247.5,60,212.3,1.1,0.1,597.6,28.3,0.0,0.0,0,1786.87038715525,,,2025-05-06 06:18:31
158.1,0.8,144.0,255.9,60,212.3,1.1,0.1,597.6,28.4,0.0,0.0,0,-4816.781043635893,,,2025-05-06 06:19:32
157.9,0.9,157.6,300.5,60.01,212.4,1.4,0.1,597.6,28.5,0.0,0.0,0,-3146.445681729898,,,2025-05-06 06:20:33
160.7,0.9,159.3,284.8,59.99,212.2,1.3,0.1,597.6,28.6,0.0,0.0,0,1514.9553282403217,,,2025-05-06 06:21:33
