vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1265.9,0,0.0,0.0,0,0.0,20.437,85.0,2025-10-06 05:29:23
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1265.9,0,0.0,0.0,0,-38.845008416418494,20.5,85.0,2025-10-06 05:30:26
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1265.9,0,0.0,0.0,0,-38.845008416418494,20.437,85.0,2025-10-06 05:31:31
88.1,0,0.0,87.9,0,0.0,0.0,59.98,212.9,0,0.0,1265.9,21.1,0.0,0.0,0,-38.845008416418494,20.437,85.0,2025-10-06 05:32:33
148.5,0,0.0,148.4,0,0.0,0.0,60.01,213.1,0,0.0,1265.9,21.2,0.0,0.0,0,-38.845008416418494,20.5,85.0,2025-10-06 05:33:36
151.3,0,0.0,151.1,0,0.0,0.0,60.04,212.9,0,0.0,1265.9,21.2,0.0,0.0,0,-38.845008416418494,20.5,85.0,2025-10-06 05:34:38
152.4,0,0.0,152.2,0,0.0,0.0,59.99,212.6,0,0.0,1265.9,21.3,0.0,0.0,0,-38.845008416418494,20.5,85.0,2025-10-06 05:35:40
153.2,0,0.0,153.2,0,0.0,0.0,60,212.9,0,0.0,1265.9,21.3,0.0,0.0,0,0.0,20.5,85.0,2025-10-06 05:36:43
99.8,0,0.0,96.6,0,0.0,0.0,59.98,212.8,0,0.0,1265.9,21.3,0.0,0.0,0,0.0,20.5,85.0,2025-10-06 05:37:45
154.9,0,0.0,154.8,0,0.0,0.0,59.99,212.9,0,0.0,1265.9,21.3,0.0,0.0,0,0.0,20.5,85.0,2025-10-06 05:38:48
155.8,0,0.0,155.6,0,0.0,0.0,60.01,212.9,0,0.0,1265.9,21.3,0.0,0.0,0,0.0,20.5,85.0,2025-10-06 05:39:50
156.5,0,0.0,156.3,0,0.0,0.0,60.02,213.2,0,0.0,1265.9,21.3,0.0,0.0,0,0.0,20.437,85.0,2025-10-06 05:40:53
