vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,,0.0,0.0,0,0,0,0.0,658.3,0,0.0,0.0,0,5166.38611938366,21.312,21.312,2025-05-16 05:21:05
,0,0.0,0.0,0,0,0,0.0,658.3,0,0.0,0.0,0,7186.3265570374215,21.312,21.312,2025-05-16 05:22:08
0,0,0.0,0.0,0,0,0,0.0,658.3,0,0.0,0.0,0,5011.006085717986,21.312,21.312,2025-05-16 05:23:11
148.4,0,0.0,0.0,60.02,212.6,0,0.0,658.3,21.4,0.0,0.0,0,3107.600673313479,21.312,21.312,2025-05-16 05:24:13
150.5,0,0.0,0.0,59.98,212.2,0,0.0,658.3,21.4,0.0,0.0,0,3573.7407743105014,21.312,21.312,2025-05-16 05:25:15
152.1,0,0.0,0.0,60,212.5,0,0.0,658.3,21.4,0.0,0.0,0,6331.736371876214,21.312,21.312,2025-05-16 05:26:18
153.2,0,0.0,0.0,60.01,212.3,0,0.0,658.3,21.5,0.0,0.0,0,4039.880875307523,21.312,21.312,2025-05-16 05:27:20
154.3,0,0.0,0.0,60.01,212.7,0,0.0,658.3,21.5,0.0,0.0,0,4156.415900556778,21.312,21.312,2025-05-16 05:28:22
159.7,0,0.0,0.0,59.99,212.3,0,0.0,658.3,21.6,0.0,0.0,0,6953.256506538911,21.312,21.312,2025-05-16 05:29:25
156.3,0,0.0,0.0,60.01,212.5,0,0.0,658.3,21.6,0.0,0.0,0,5787.9062540463565,21.312,21.312,2025-05-16 05:30:27
157,0,0.0,0.0,60.02,212.5,0,0.0,658.3,21.6,0.0,0.0,0,3496.0507574776643,21.375,21.375,2025-05-16 05:31:29
157.7,0,0.0,0.0,60.01,212.5,0,0.0,658.3,21.6,0.0,0.0,0,6137.5113297941225,21.375,21.375,2025-05-16 05:32:32
158.1,0,0.0,0.0,60,212.4,0,0.0,658.3,21.7,0.0,0.0,0,3107.6006733134795,21.375,21.375,2025-05-16 05:33:34
158.8,0,0.0,0.0,60.02,212.1,0,0.0,658.3,21.7,0.0,0.0,0,2991.065648064224,21.375,21.375,2025-05-16 05:34:36
159.3,0,0.0,0.0,60.01,212,0,0.0,658.3,21.7,0.0,0.0,0,3029.9106564806425,21.375,21.375,2025-05-16 05:35:39
159.7,0,0.0,0.0,59.98,212.3,0,0.0,658.3,21.7,0.0,0.0,0,6254.046355043378,21.375,21.375,2025-05-16 05:36:41
160.3,0,0.0,0.0,60.02,212.3,0,0.0,658.3,21.8,0.0,0.0,0,4544.865984720963,21.437,21.437,2025-05-16 05:37:43
160.8,0,0.0,0.0,60.03,212.3,0,0.0,658.3,21.8,0.0,0.0,0,3224.1356985627344,21.375,21.437,2025-05-16 05:38:46
144.3,0,15.3,23.8,59.99,212.5,0.4,0.0,658.3,21.9,0.0,0.0,0,4894.471060468731,21.437,21.437,2025-05-16 05:39:48
136.6,0,15.8,25.1,59.99,212.5,0.4,0.0,658.3,22.1,0.0,0.0,0,4428.3309594717075,21.437,21.437,2025-05-16 05:40:50
136.1,0,16.4,27.2,60.01,212.3,0.6,0.0,658.3,22.2,0.0,0.0,0,271.915058914929,21.437,21.437,2025-05-16 05:41:53
140.3,0,18.3,32.1,60.01,212.5,0.4,0.0,658.3,22.4,0.0,0.0,0,-271.91505891492966,21.437,21.5,2025-05-16 05:42:55
140.8,0,19.7,35.4,60.02,212.5,0.4,0.0,658.3,22.5,0.0,0.0,0,2524.925547067203,21.5,21.5,2025-05-16 05:43:57
140.7,0,21.3,39.5,60.01,212.7,0.4,0.0,658.3,22.7,0.0,0.0,0,4428.330959471709,21.5,21.5,2025-05-16 05:45:00
140.7,0.1,23.7,44.6,60.01,212.7,0.5,0.0,658.3,22.8,0.0,0.0,0,1048.8152272432994,21.562,21.562,2025-05-16 05:46:02
149.4,0.1,27.0,51.8,60.03,213,0.5,0.0,658.3,22.9,0.0,0.0,0,2952.220639647806,21.562,21.562,2025-05-16 05:47:04
137.1,0.1,27.3,54.8,59.99,212.5,0.5,0.0,658.3,23,0.0,0.0,0,-310.7600673313475,21.5,21.562,2025-05-16 05:48:07
137,0.1,30.3,63.0,59.98,212.3,0.5,0.0,658.3,23.1,0.0,0.0,0,3418.360740644828,21.562,21.562,2025-05-16 05:49:09
143.1,0.1,33.9,71.7,59.97,212.2,0.5,0.0,658.3,23.2,0.0,0.0,0,932.2802019940439,21.562,21.562,2025-05-16 05:50:11
151.7,0.1,37.5,81.6,60.03,212.3,0.5,0.0,658.3,23.4,0.0,0.0,0,2835.68561439855,21.562,21.562,2025-05-16 05:51:14
154.2,0.2,42.2,96.0,60.05,212.6,0.5,0.0,658.3,23.4,0.0,0.0,0,3418.360740644828,21.562,21.562,2025-05-16 05:52:16
143.2,0.2,45.3,108.4,59.98,212.4,0.6,0.0,658.3,23.6,0.0,0.0,0,-116.53502524925558,21.562,21.562,2025-05-16 05:53:18
158,0.2,49.7,129.5,60.02,212.8,0.7,0.0,658.3,23.7,0.0,0.0,0,116.53502524925558,21.625,21.625,2025-05-16 05:54:21
144.8,0.3,54.4,146.6,59.98,212.5,0.7,0.0,658.3,23.8,0.0,0.0,0,194.22504208209264,21.687,21.687,2025-05-16 05:55:23
154.2,0.3,62.1,169.7,59.96,212.8,0.8,0.0,658.3,24,0.0,0.0,0,-116.53502524925558,21.687,21.75,2025-05-16 05:56:25
157.3,0.4,68.7,192.3,60.02,212.3,0.9,0.0,658.3,24.1,0.0,0.0,0,2719.150589149295,21.75,21.812,2025-05-16 05:57:28
153.4,0.4,72.3,204.9,60.03,212.7,0.9,0.0,658.3,24.2,0.0,0.0,0,1126.5052440761365,21.812,21.812,2025-05-16 05:58:30
156.4,0.4,76.5,214.9,59.98,212.7,1,0.0,658.3,24.3,0.0,0.0,0,4195.260908973198,21.875,21.875,2025-05-16 05:59:32
156.7,0.4,80.5,226.0,60.01,212.8,1,0.0,658.3,24.4,0.0,0.0,0,-504.98510941344085,21.937,21.937,2025-05-16 06:00:35
159.3,0.5,84.3,242.6,59.98,212.5,1.1,0.0,658.3,24.6,0.0,0.0,0,4078.7258837239424,22.0,22.0,2025-05-16 06:01:37
156.4,0.5,92.2,269.7,59.98,212.4,1.2,0.0,658.3,24.7,0.0,0.0,0,-271.91505891492966,22.125,22.125,2025-05-16 06:02:39
159.7,0.5,93.6,271.9,59.97,212.3,1.2,0.0,658.3,24.8,0.0,0.0,0,4078.7258837239424,22.187,22.187,2025-05-16 06:03:42
