vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,,0.0,0,0,0.0,0.0,0,0,0,0.0,798.6,0,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:15:29
,,0.0,0,0,0.0,0.0,0,,,0.0,798.6,,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:16:05
0,0,0.0,34.9,0,0.0,0.0,59.98,72,0,0.0,798.6,0,0.0,0.0,0,-38.845008416418494,21.687,21.687,2025-06-06 05:18:09
148,0,0.0,147.9,0,0.0,0.0,59.97,211.7,0,0.0,798.6,22.3,0.0,0.0,0,-38.845008416418494,21.687,21.687,2025-06-06 05:18:34
148.6,0,0.0,148.4,0,0.0,0.0,59.99,211.7,0,0.0,798.6,22.4,0.0,0.0,0,-38.845008416418494,21.687,21.687,2025-06-06 05:19:12
151.1,0,0.0,150.9,0,0.0,0.0,60.01,211.8,0,0.0,798.6,22.4,0.0,0.0,0,-38.845008416418494,21.687,21.687,2025-06-06 05:19:37
152.5,0,0.0,152.3,0,0.0,0.0,59.97,211.7,0,0.0,798.6,22.4,0.0,0.0,0,-38.845008416418494,21.687,21.625,2025-06-06 05:20:14
153.2,0,0.0,153.2,0,0.0,0.0,60.01,211.9,0,0.0,798.6,22.4,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:20:39
154.4,0,0.0,154.3,0,0.0,0.0,59.99,211.7,0,0.0,798.6,22.5,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:21:17
155.2,0,0.0,155.1,0,0.0,0.0,60,211.6,0,0.0,798.6,22.5,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:21:41
156,0,0.0,155.9,0,0.0,0.0,59.99,211.6,0,0.0,798.6,22.5,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:22:19
156.6,0,0.0,156.5,0,0.0,0.0,60.03,211.8,0,0.0,798.6,22.5,0.0,0.0,0,-38.845008416418494,21.625,21.625,2025-06-06 05:22:44
111.1,0,0.0,109.6,0,0.0,0.0,60.03,211.7,0,0.0,798.6,22.5,0.0,0.0,0,-38.845008416418494,21.625,21.687,2025-06-06 05:23:22
