vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
153.8,6.7,1056.9,149.6,1.5,226.7,1222.1,59.98,212.9,5.5,3.6,1200.1,42.9,2.5,1.2,0,932.2802019940439,37.812,38.0,2025-09-24 10:54:18
153.2,7,1021.9,152.6,1.4,223.6,1181.8,59.99,213.4,5.7,3.6,1200.1,43,2.5,1.2,0,932.2802019940439,37.687,38.25,2025-09-24 10:55:20
152.2,7.2,1073.8,149.6,1.5,226.1,1233.9,59.99,213.2,5.7,3.6,1200.1,43.2,2.6,1.2,0,932.2802019940439,38.25,38.125,2025-09-24 10:56:23
153.8,7.1,1022.4,152.6,1.4,224.0,1188.0,60.01,212.9,5.7,3.6,1200.1,43.2,2.6,1.2,0,932.2802019940439,38.312,38.125,2025-09-24 10:56:31
149.5,7.1,1069.1,146.8,1.5,221.9,1215.4,60.01,213.1,5.7,3.6,1200.1,43.1,2.6,1.2,0,932.2802019940439,38.312,38.0,2025-09-24 10:57:25
152.2,7.1,1066.4,150.6,1.5,223.9,1230.5,59.99,213.3,5.7,3.6,1200.1,43.1,2.6,1.2,0,932.2802019940439,38.375,38.187,2025-09-24 10:57:33
152.2,7.1,1072.0,149.6,1.5,226.3,1232.2,60.04,213.2,5.8,3.7,1200.2,43.1,2.6,1.2,0,932.2802019940439,38.25,38.125,2025-09-24 10:58:27
149.2,7.2,1063.5,149.7,1.5,225.9,1224.0,60.02,212.9,5.8,3.7,1200.2,43.2,2.6,1.2,0,932.2802019940439,38.312,38.125,2025-09-24 10:58:36
152.2,6.8,1076.4,152.5,1.4,225.0,1235.7,60.03,212.6,5.6,3.7,1200.2,43.2,2.6,1.2,0,932.2802019940439,38.312,37.875,2025-09-24 10:59:30
152.1,7.1,1074.1,149.6,1.5,226.0,1234.4,60.04,212.8,5.8,3.7,1200.2,43.2,2.6,1.2,0,932.2802019940439,38.25,37.75,2025-09-24 10:59:38
154.6,7,1036.9,149.6,1.5,227.6,1200.2,60.05,212.7,5.8,3.7,1200.2,43.4,2.6,1.2,0,932.2802019940439,38.5,37.812,2025-09-24 11:00:32
152,6.8,1078.9,152.5,1.5,227.5,1240.8,60.06,212.9,5.6,3.7,1200.2,43.4,2.6,1.2,0,932.2802019940439,38.5,37.875,2025-09-24 11:00:41
152.2,7.2,1081.5,149.4,1.5,230.5,1245.4,60.05,212.2,5.8,3.7,1200.2,43.4,2.6,1.2,0,932.2802019940439,38.625,37.812,2025-09-24 11:01:35
154.5,7.1,1058.8,152.6,1.5,229.9,1219.1,60.05,212.7,5.8,3.7,1200.2,43.3,2.6,1.2,0,932.2802019940439,38.687,37.875,2025-09-24 11:01:43
154.7,6,915.6,143.6,5.1,738.0,1563.3,60.01,214.2,7.3,6.4,1202.9,45.2,4.6,2.1,0,893.4351935776253,45.812,40.812,2025-09-24 12:55:44
156.5,5.9,912.9,145.3,5.1,738.1,1553.7,59.97,214.4,7.2,6.4,1202.9,45.4,4.6,2.1,0,893.4351935776253,45.5,41.375,2025-09-24 12:56:59
153.5,5.9,901.3,146.6,5.1,739.8,1544.7,60.01,214.2,7.2,6.5,1203.0,45.5,4.6,2.1,0,893.4351935776253,46.062,42.687,2025-09-24 12:58:02
150.3,5.9,890.1,146.7,5.1,745.6,1539.9,60.02,214.2,7.3,6.5,1203.0,45.7,4.6,2.1,0,893.4351935776253,46.25,43.312,2025-09-24 12:59:04
157.8,1.8,284.7,149.6,1.9,282.6,550.1,60.02,210.3,2.6,8.3,1204.8,39.4,5.6,3.1,0,233.07005049851097,37.25,85.0,2025-09-24 14:29:25
