timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-15 05:05:07,,,,,,,,,,,,,,,,0,,,-36.99525,-36.09783,0.0,,,,,
2026-05-15 05:10:07,,,,,,,,,,,,,,,,0,,,-36.90276,-34.11245,0.0,,,,,
2026-05-15 05:15:07,,,,,,,,,,,,,,,,0,,,-36.90276,-36.00758,0.0,,,,,
2026-05-15 05:20:07,67.42,0.0,0.0,56.18,0.0,0.0,0.0,23.32,87.2,0.0,0.0,2589.5,9.22,0.0,0.0,0,21.958,21.5725,-27.19151,-37.90272,0.0,,,,,
2026-05-15 05:25:07,145.79,0.0,0.0,146.06,0.0,0.0,0.0,60.0,211.57,0.0,0.0,2589.5,22.47,0.0,0.0,0,21.94015,21.6343,-9.71125,-30.32218,0.0,,,,,
2026-05-15 05:30:07,153.15,0.0,1.78,152.49,0.0,2.8,4.56,60.02,211.88,0.09,0.0,2589.5,22.62,0.0,0.0,0,21.93705,21.7218,-1.94225,-30.32218,0.0,,,,,
2026-05-15 05:35:07,119.53,0.0,12.07,139.92,0.01,19.57,31.24,59.99,211.87,0.44,0.0,2589.5,23.21,0.0,0.0,0,22.0872,21.812,0.0,-24.63677,0.0,,,,,
2026-05-15 05:40:07,137.69,0.02,18.09,146.87,0.1,29.04,46.3,59.99,211.73,0.46,0.0,2589.5,23.85,0.0,0.0,0,22.24355,21.8435,0.0,-24.63677,0.0,,,,,
2026-05-15 05:45:07,152.12,0.0,19.96,146.48,0.1,28.71,47.86,60.01,211.55,0.43,0.0,2589.5,24.41,0.0,0.0,0,22.3592,21.906,0.0,-20.8465,0.0,,,,,
2026-05-15 05:50:07,153.03,0.04,24.46,147.81,0.11,35.56,59.08,60.01,211.6,0.44,0.0,2589.5,24.9,0.0,0.0,0,22.4122,21.9748,0.0,-15.16109,0.0,,,,,
