vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
164.7,0.7,133.6,155.1,0.6,102.3,233.3,60.04,212.4,1.1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.937,2025-09-05 12:59:22
167.7,0.7,120.6,149.5,0.5,94.4,217.9,60.04,212.4,1,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.875,2025-09-05 13:00:26
164.9,0.7,131.6,155.1,0.5,94.2,221.5,59.95,212.4,1,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.812,2025-09-05 13:01:21
161.7,0.7,130.6,149.2,0.5,93.0,219.2,59.98,212.5,1,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.812,2025-09-05 13:01:29
166.2,0.7,136.9,152,0.5,97.5,229.7,59.96,212.3,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:02:24
165.2,0.8,138.9,155,0.5,97.7,232.3,59.96,212.3,1.1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:02:32
162.3,0.8,140.4,152,0.6,102.3,237.6,59.98,212.5,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:03:27
164.9,0.8,140.4,149,0.6,101.4,236.9,59.95,212.4,1.1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:03:35
164.9,0.8,142.2,155,0.6,105.4,243.3,60,212.6,1.1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.687,2025-09-05 13:04:30
161.9,0.8,139.6,150.5,0.6,103.9,238.8,60.01,212.4,1.1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:04:38
165,0.8,139.2,152.1,0.6,106.1,241.6,59.98,212.3,1.1,0.5,1139.0,30.6,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:05:34
165,0.7,139.7,155.1,0.6,105.9,241.2,59.97,212.3,1,0.5,1139.0,30.6,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:05:42
162,0.8,136.7,155,0.6,106.4,238.5,59.97,212.3,1.1,0.5,1139.0,30.6,0.3,0.2,0,77.69001683283699,85.0,23.625,2025-09-05 13:06:37
165,0.8,138.0,154.4,0.6,106.1,239.5,59.97,212.2,1.1,0.5,1139.0,30.6,0.3,0.2,0,77.69001683283699,85.0,23.625,2025-09-05 13:06:45
165.7,0.6,132.0,155,0.6,105.2,227.6,59.97,212.2,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.687,2025-09-05 13:07:40
162.2,0.7,129.0,155.1,0.5,104.3,228.8,59.96,212.2,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.687,2025-09-05 13:07:48
165.1,0.7,123.8,155.2,0.5,94.9,214.7,60,211.9,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.687,2025-09-05 13:08:43
167.6,0.6,119.0,155,0.5,94.0,209.5,60.03,211.8,1,0.5,1139.0,30.7,0.3,0.2,0,77.69001683283699,85.0,23.625,2025-09-05 13:08:51
163.5,0.6,119.7,156.3,0.4,85.6,201.2,60.02,212.4,0.9,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.687,2025-09-05 13:09:47
164.3,0.6,120.6,153.3,0.5,89.2,205.8,60.04,212.5,0.9,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:09:55
168.3,0.6,107.3,152.2,0.5,89.5,187.9,60.01,212.6,0.9,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:10:50
165.1,0.6,116.1,155.1,0.5,88.4,200.2,60.04,212.5,0.9,0.5,1139.0,30.8,0.3,0.2,0,77.69001683283699,85.0,23.75,2025-09-05 13:10:58
