vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
148.5,0,0.0,148.5,0,0.0,0.0,60.03,212.8,0,0.0,1222.5,23.3,0.0,0.0,0,-38.845008416418494,21.875,85.0,2025-09-27 05:27:48
150.6,0,0.0,150.5,0,0.0,0.0,59.99,213,0,0.0,1222.5,23.3,0.0,0.0,0,0.0,21.875,85.0,2025-09-27 05:28:50
152.7,0,0.0,152.6,0,0.0,0.0,59.99,213.1,0,0.0,1222.5,23.3,0.0,0.0,0,0.0,21.875,85.0,2025-09-27 05:29:52
154.3,0,0.0,154.3,0,0.0,0.0,60.01,212.9,0,0.0,1222.5,23.3,0.0,0.0,0,0.0,21.875,85.0,2025-09-27 05:30:54
109.7,0,0.0,110.3,0,0.0,0.0,60,213.1,0,0.0,1222.5,23.3,0.0,0.0,0,0.0,21.812,85.0,2025-09-27 05:31:56
157.2,0,0.0,157,0,0.0,0.0,59.99,213,0,0.0,1222.5,23.4,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:32:58
158.5,0,0.0,158.4,0,0.0,0.0,59.98,213.1,0,0.0,1222.5,23.4,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:34:00
159.3,0,0.0,159.1,0,0.0,0.0,60,213.2,0,0.0,1222.5,23.4,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:35:02
160.2,0,0.0,160.1,0,0.0,0.0,60.04,213.1,0,0.0,1222.5,23.4,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:36:04
128,0,0.0,128.8,0,0.0,0.0,60.01,213.1,0,0.0,1222.5,23.4,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:37:06
119.5,0,12.0,129,0,12.4,24.1,60.01,213.3,0.5,0.0,1222.5,23.5,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:38:08
129.3,0,13.5,132.1,0,15.3,28.4,60,213.4,0.5,0.0,1222.5,23.7,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:39:10
124.5,0,15.5,134.9,0,18.2,33.3,60.03,213,0.4,0.0,1222.5,23.9,0.0,0.0,0,0.0,21.75,85.0,2025-09-27 05:40:12
130.7,0,16.3,134.8,0,20.0,35.6,60.01,213.2,0.4,0.0,1222.5,24,0.0,0.0,0,0.0,21.812,85.0,2025-09-27 05:41:14
131.9,0,17.0,137.6,0.1,23.2,39.5,60.01,213.2,0.3,0.0,1222.5,24.1,0.0,0.0,0,0.0,21.812,85.0,2025-09-27 05:42:15
133.3,0,17.6,137.8,0.1,24.4,41.3,60.02,213.2,0.5,0.0,1222.5,24.2,0.0,0.0,0,0.0,21.875,85.0,2025-09-27 05:43:17
131.1,0.1,19.1,134.7,0.1,25.2,43.6,60,213.2,0.4,0.0,1222.5,24.3,0.0,0.0,0,0.0,22.062,85.0,2025-09-27 05:44:19
143.9,0.1,20.9,137.7,0.1,28.3,48.2,60.01,213.3,0.5,0.0,1222.5,24.4,0.0,0.0,0,0.0,22.0,85.0,2025-09-27 05:45:21
143.3,0.1,22.9,143.2,0.1,33.0,54.9,60.02,213.1,0.5,0.0,1222.5,24.6,0.0,0.0,0,0.0,22.062,85.0,2025-09-27 05:46:23
158.2,0.1,26.7,137.6,0.2,36.1,62.0,60.04,213.2,0.5,0.0,1222.5,24.7,0.0,0.0,0,0.0,22.125,85.0,2025-09-27 05:47:25
147.5,0.1,28.3,149.2,0.2,39.0,66.9,60.03,213,0.4,0.0,1222.5,24.8,0.0,0.0,0,0.0,22.187,85.0,2025-09-27 05:48:27
149.2,0.1,30.6,135.5,0.2,44.5,73.9,60.01,213.2,0.5,0.0,1222.5,24.9,0.0,0.0,0,0.0,22.25,85.0,2025-09-27 05:49:29
132.2,0.2,38.7,152.1,0.2,50.8,87.9,60.01,213.2,0.5,0.0,1222.5,25,0.0,0.0,0,0.0,22.375,85.0,2025-09-27 05:50:31
160.7,0.2,44.1,146.2,0.4,65.2,107.6,60.02,213.2,0.6,0.0,1222.5,25.1,0.0,0.0,0,0.0,22.437,85.0,2025-09-27 05:51:32
161,0.2,43.7,144.8,0.4,76.8,118.6,60.03,213.3,0.7,0.0,1222.5,25.2,0.0,0.0,0,0.0,22.562,85.0,2025-09-27 05:52:34
160.8,0.2,44.0,146.7,0.4,74.7,116.3,60.04,213.4,0.6,0.0,1222.5,25.4,0.0,0.0,0,0.0,22.687,85.0,2025-09-27 05:53:36
