vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1314.0,0,0.0,0.0,0,-38.845008416418494,22.375,22.25,2025-10-19 05:40:07
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1314.0,0,0.0,0.0,0,0.0,22.375,22.25,2025-10-19 05:41:10
146.2,0,0.0,146,0,0.0,0.0,59.99,212.7,0,0.0,1314.0,22.3,0.0,0.0,0,-38.845008416418494,22.375,22.312,2025-10-19 05:42:13
149.9,0,0.0,149.6,0,0.0,0.0,60.03,212.9,0,0.0,1314.0,22.4,0.0,0.0,0,0.0,22.437,22.312,2025-10-19 05:43:15
152.3,0,0.0,152,0,0.0,0.0,60.02,212.7,0,0.0,1314.0,22.4,0.0,0.0,0,0.0,22.437,22.25,2025-10-19 05:44:18
153.6,0,0.0,153.6,0,0.0,0.0,59.97,212.9,0,0.0,1314.0,22.4,0.0,0.0,0,0.0,22.437,22.25,2025-10-19 05:45:20
154.6,0,0.0,154.5,0,0.0,0.0,59.99,212.9,0,0.0,1314.0,22.5,0.0,0.0,0,0.0,22.437,22.375,2025-10-19 05:46:23
159.3,0,0.0,155.6,0,0.0,0.0,60.03,213,0,0.0,1314.0,22.5,0.0,0.0,0,0.0,22.437,22.312,2025-10-19 05:47:25
155.8,0,0.0,155.6,0,0.0,0.0,60.01,213,0,0.0,1314.0,22.5,0.0,0.0,0,0.0,22.437,22.375,2025-10-19 05:48:28
156.2,0,0.0,156,0,0.0,0.0,60.03,213.2,0,0.0,1314.0,22.5,0.0,0.0,0,0.0,22.437,22.375,2025-10-19 05:49:30
156.7,0,0.0,156.5,0,0.0,0.0,60.03,213.1,0,0.0,1314.0,22.6,0.0,0.0,0,0.0,22.5,22.375,2025-10-19 05:50:32
157,0,0.0,156.9,0,0.0,0.0,60.03,212.9,0,0.0,1314.0,22.6,0.0,0.0,0,0.0,22.5,22.375,2025-10-19 05:51:35
160.8,0,0.0,157.6,0,0.0,0.0,60.02,213,0,0.0,1314.0,22.6,0.0,0.0,0,0.0,22.5,22.375,2025-10-19 05:52:37
158,0,0.0,157.8,0,0.0,0.0,59.99,212.8,0,0.0,1314.0,22.7,0.0,0.0,0,0.0,22.5,22.375,2025-10-19 05:53:40
158.4,0,0.0,158.2,0,0.0,0.0,60.01,213,0,0.0,1314.0,22.7,0.0,0.0,0,0.0,22.562,22.437,2025-10-19 05:54:42
159,0,0.0,158.7,0,0.0,0.0,60,212.9,0,0.0,1314.0,22.7,0.0,0.0,0,0.0,22.562,22.375,2025-10-19 05:55:45
159.6,0,0.0,159.1,0,0.0,0.0,60.03,212.8,0,0.0,1314.0,22.8,0.0,0.0,0,0.0,22.562,22.437,2025-10-19 05:56:47
150.7,0,13.4,146.2,0,5.9,19.1,59.98,212.8,0.4,0.0,1314.0,22.8,0.0,0.0,0,0.0,22.562,22.375,2025-10-19 05:57:49
121.6,0,13.1,133.5,0,7.3,20.2,60.02,212.6,0.4,0.0,1314.0,23,0.0,0.0,0,0.0,22.562,22.437,2025-10-19 05:58:52
118.9,0,13.7,124,0,7.1,20.2,60.02,212.8,0.3,0.0,1314.0,23.1,0.0,0.0,0,0.0,22.562,22.437,2025-10-19 05:59:54
116.4,0,13.3,124.4,0,7.0,20.0,59.98,212.9,0.3,0.0,1314.0,23.3,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:00:57
148.9,0,14.0,144.1,0,8.8,22.4,60.01,212.8,0.3,0.0,1314.0,23.4,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:01:59
126.9,0,15.2,125.2,0,7.8,22.9,59.98,212.8,0.5,0.0,1314.0,23.6,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:03:02
121,0,16.3,138.1,0,8.0,23.8,60.05,212.9,0.4,0.0,1314.0,23.7,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:04:04
123.9,0,16.5,130,0,8.7,25.0,60.02,213.1,0.4,0.0,1314.0,23.8,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:05:07
120.8,0,8.1,161.5,0,5.2,14.3,59.99,213.2,0.4,0.0,1314.0,23.9,0.0,0.0,0,0.0,22.625,22.437,2025-10-19 06:06:09
122.7,0,17.8,139.2,0,10.8,28.3,59.98,213.1,0.4,0.0,1314.0,24.1,0.0,0.0,0,0.0,22.625,22.437,2025-10-19 06:07:11
143.5,0,18.0,122.8,0,11.7,29.3,59.98,213.1,0.4,0.0,1314.0,24.2,0.0,0.0,0,0.0,22.625,22.5,2025-10-19 06:08:14
128.2,0,20.7,140,0,13.8,33.9,59.96,213.1,0.5,0.0,1314.0,24.3,0.0,0.0,0,0.0,22.687,22.5,2025-10-19 06:09:16
128.4,0.1,22.8,139.9,0,15.0,37.2,60.03,213.1,0.5,0.0,1314.0,24.4,0.0,0.0,0,0.0,22.687,22.562,2025-10-19 06:10:19
135.8,0.1,25.0,135.6,0,16.5,40.9,60.01,213.1,0.5,0.0,1314.0,24.5,0.0,0.0,0,0.0,22.687,22.5,2025-10-19 06:11:21
133,0.1,26.9,138.4,0,17.5,43.7,60.02,213,0.4,0.0,1314.0,24.6,0.0,0.0,0,0.0,22.687,22.562,2025-10-19 06:12:24
144.6,0.1,28.7,141.3,0,18.3,46.2,59.97,212.7,0.4,0.0,1314.0,24.8,0.0,0.0,0,0.0,22.687,22.562,2025-10-19 06:13:26
