vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1321.9,0,0.0,0.0,0,-38.845008416418494,20.437,20.437,2025-10-20 05:26:11
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1321.9,0,0.0,0.0,0,-38.845008416418494,20.437,20.5,2025-10-20 05:27:15
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1321.9,0,0.0,0.0,0,0.0,20.437,20.437,2025-10-20 05:28:18
143.4,0,0.0,143.2,0,0.0,0.0,60.03,213.7,0,0.0,1321.9,21.3,0.0,0.0,0,-38.845008416418494,20.437,20.437,2025-10-20 05:29:21
149.8,0,0.0,149.5,0,0.0,0.0,59.97,213.7,0,0.0,1321.9,21.3,0.0,0.0,0,0.0,20.437,20.437,2025-10-20 05:30:23
151,0,0.0,150.8,0,0.0,0.0,60,213.5,0,0.0,1321.9,21.4,0.0,0.0,0,-38.845008416418494,20.5,20.437,2025-10-20 05:31:26
151.6,0,0.0,151.3,0,0.0,0.0,60.01,213.7,0,0.0,1321.9,21.4,0.0,0.0,0,-38.845008416418494,20.5,20.5,2025-10-20 05:32:28
152.2,0,0.0,152,0,0.0,0.0,60,213.3,0,0.0,1321.9,21.4,0.0,0.0,0,-38.845008416418494,20.5,20.5,2025-10-20 05:33:30
99.8,0,0.0,87,0,0.0,0.0,60.03,213.4,0,0.0,1321.9,21.4,0.0,0.0,0,0.0,20.562,20.5,2025-10-20 05:34:33
153,0,0.0,152.9,0,0.0,0.0,60.02,213.3,0,0.0,1321.9,21.5,0.0,0.0,0,0.0,20.562,20.562,2025-10-20 05:35:35
153.4,0,0.0,153.4,0,0.0,0.0,60,213.5,0,0.0,1321.9,21.5,0.0,0.0,0,0.0,20.562,20.625,2025-10-20 05:36:38
153.8,0,0.0,153.8,0,0.0,0.0,59.98,213.6,0,0.0,1321.9,21.5,0.0,0.0,0,-38.845008416418494,20.625,20.687,2025-10-20 05:37:40
154.3,0,0.0,154.2,0,0.0,0.0,60,213.3,0,0.0,1321.9,21.5,0.0,0.0,0,0.0,20.625,20.687,2025-10-20 05:38:43
99.7,0,0.0,92.3,0,0.0,0.0,60.03,213.3,0,0.0,1321.9,21.6,0.0,0.0,0,0.0,20.687,20.75,2025-10-20 05:39:45
156,0,0.0,155.8,0,0.0,0.0,60.02,213.6,0,0.0,1321.9,21.6,0.0,0.0,0,0.0,20.687,20.687,2025-10-20 05:40:48
157.8,0,0.0,157.6,0,0.0,0.0,59.98,213.6,0,0.0,1321.9,21.6,0.0,0.0,0,0.0,20.687,20.687,2025-10-20 05:41:50
159,0,0.0,158.8,0,0.0,0.0,60.04,213.5,0,0.0,1321.9,21.6,0.0,0.0,0,0.0,20.75,20.75,2025-10-20 05:42:53
158.8,0,0.0,158.6,0,0.0,0.0,59.99,213.5,0,0.0,1321.9,21.7,0.0,0.0,0,0.0,20.75,20.75,2025-10-20 05:43:55
