vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
0,0,0.0,0.0,0,0,0,0.0,689.1,0,0.0,0.0,0,6953.256506538911,23.125,23.125,2025-05-19 05:13:19
144,0,0.0,0.0,59.98,210.9,0,0.0,689.1,23.1,0.0,0.0,0,3612.58578272692,23.125,23.187,2025-05-19 05:14:22
145.2,0,0.0,0.0,60.01,211.1,0,0.0,689.1,23.2,0.0,0.0,0,6681.3414476239805,23.125,23.187,2025-05-19 05:15:24
143.6,0,0.0,0.0,60.01,210.9,0,0.0,689.1,23.2,0.0,0.0,0,6992.101514955329,23.187,23.187,2025-05-19 05:16:26
146.7,0,0.0,0.0,59.99,211,0,0.0,689.1,23.2,0.0,0.0,0,7225.17156545384,23.187,23.187,2025-05-19 05:17:29
151.1,0,0.0,0.0,60,211,0,0.0,689.1,23.3,0.0,0.0,0,4933.3160688851485,23.187,23.187,2025-05-19 05:18:31
99.4,0,0.0,0.0,60.02,211,0,0.0,689.1,23.3,0.0,0.0,0,3301.825715395572,23.187,23.25,2025-05-19 05:19:33
151.6,0,0.0,0.0,60.04,211.1,0,0.0,689.1,23.4,0.0,0.0,0,3379.515732228409,23.25,23.25,2025-05-19 05:20:36
150.7,0,0.0,0.0,60.03,211.2,0,0.0,689.1,23.4,0.0,0.0,0,4039.8808753075236,23.25,23.25,2025-05-19 05:21:38
149.7,0,0.0,0.0,59.99,210.9,0,0.0,689.1,23.4,0.0,0.0,0,6603.651430791144,23.25,23.25,2025-05-19 05:22:40
148.5,0,0.0,0.0,60.04,211,0,0.0,689.1,23.4,0.0,0.0,0,3573.7407743105014,23.25,23.312,2025-05-19 05:23:43
99.5,0,0.0,0.0,60.01,210.8,0,0.0,689.1,23.5,0.0,0.0,0,3612.58578272692,23.312,23.312,2025-05-19 05:24:45
151.7,0,0.0,0.0,60,210.9,0,0.0,689.1,23.5,0.0,0.0,0,6331.736371876214,23.312,23.312,2025-05-19 05:25:47
152.9,0,0.0,0.0,59.98,211,0,0.0,689.1,23.5,0.0,0.0,0,7302.861582286677,23.312,23.312,2025-05-19 05:26:50
154.6,0,0.0,0.0,59.98,211.1,0,0.0,689.1,23.6,0.0,0.0,0,3379.515732228409,23.312,23.375,2025-05-19 05:27:52
156,0,0.0,0.0,60.05,211.1,0,0.0,689.1,23.6,0.0,0.0,0,3884.5008416418495,23.375,23.375,2025-05-19 05:28:54
157,0,0.0,0.0,60.03,211.2,0,0.0,689.1,23.6,0.0,0.0,0,7108.636540204585,23.437,23.375,2025-05-19 05:29:57
