vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
0,0,0.0,0.0,0,0,0,0.0,650.3,0,0.0,0.0,0,4467.175967888127,23.25,23.25,2025-05-15 05:24:39
0,0,0.0,0.0,0,0,0,0.0,650.3,0,0.0,0.0,0,4078.7258837239415,23.25,23.25,2025-05-15 05:25:42
148.7,0,0.0,0.0,60.03,211.9,0,0.0,650.3,23.2,0.0,0.0,0,5049.851094134404,23.25,23.25,2025-05-15 05:26:44
152.1,0,0.0,0.0,60.01,212.3,0,0.0,650.3,23.3,0.0,0.0,0,6292.891363459797,23.25,23.312,2025-05-15 05:27:46
154.2,0,0.0,0.0,59.99,212.4,0,0.0,650.3,23.3,0.0,0.0,0,5515.991195131426,23.25,23.25,2025-05-15 05:28:49
155.8,0,0.0,0.0,59.99,212.2,0,0.0,650.3,23.4,0.0,0.0,0,6875.566489706073,23.25,23.25,2025-05-15 05:29:51
160.4,0,0.0,0.0,60,212.4,0,0.0,650.3,23.4,0.0,0.0,0,6720.186456040399,23.187,23.187,2025-05-15 05:30:53
158.2,0,0.0,0.0,60.04,212.5,0,0.0,650.3,23.4,0.0,0.0,0,3379.515732228409,23.187,23.187,2025-05-15 05:31:56
159.1,0,0.0,0.0,60.01,212.4,0,0.0,650.3,23.5,0.0,0.0,0,3690.2757995597563,23.187,23.25,2025-05-15 05:32:58
159.9,0,0.0,0.0,60.03,212.2,0,0.0,650.3,23.5,0.0,0.0,0,6875.566489706073,23.25,23.25,2025-05-15 05:34:00
160.7,0,0.0,0.0,59.99,212,0,0.0,650.3,23.5,0.0,0.0,0,3729.1208079761755,23.25,23.25,2025-05-15 05:35:03
155.2,0,14.0,21.8,59.98,212.2,0.4,0.0,650.3,23.5,0.0,0.0,0,1204.1952609089728,23.25,23.25,2025-05-15 05:36:05
