vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
,0,0.0,0.0,0,0,0,0.0,695.0,0,0.0,0.0,0,6292.891363459797,21.937,21.937,2025-05-20 05:18:49
0,0,0.0,0.0,0,0,0,0.0,695.0,0,0.0,0.0,0,5321.766153049334,22.0,22.0,2025-05-20 05:19:51
0,0,0.0,0.0,0,0,0,0.0,695.0,0,0.0,0.0,0,5088.696102550823,22.0,22.062,2025-05-20 05:20:53
,,0.0,0.0,0,0,0,0.0,695.0,0,0.0,0.0,0,5282.9211446329155,22.062,22.062,2025-05-20 05:21:57
147.3,0,0.0,0.0,60.03,211.2,0,0.0,695.0,22.8,0.0,0.0,0,7108.636540204585,22.0,22.0,2025-05-20 05:23:00
148.6,0,0.0,0.0,60,210.9,0,0.0,695.0,22.8,0.0,0.0,0,4001.0358668911044,22.0,22.0,2025-05-20 05:24:02
151.5,0,0.0,0.0,59.98,210.6,0,0.0,695.0,22.8,0.0,0.0,0,7225.17156545384,22.062,22.062,2025-05-20 05:25:04
152.8,0,0.0,0.0,60.02,211,0,0.0,695.0,22.8,0.0,0.0,0,6642.496439207563,22.062,22.062,2025-05-20 05:26:07
153.8,0,0.0,0.0,59.99,211.1,0,0.0,695.0,22.9,0.0,0.0,0,3301.825715395572,22.125,22.125,2025-05-20 05:27:09
137.5,0,0.0,0.0,60.04,211.3,0,0.0,695.0,22.9,0.0,0.0,0,4234.105917389616,22.062,22.125,2025-05-20 05:28:11
156,0,0.0,0.0,60,211.2,0,0.0,695.0,22.9,0.0,0.0,0,6836.721481289655,22.062,22.062,2025-05-20 05:29:14
157,0,0.0,0.0,59.99,211,0,0.0,695.0,22.9,0.0,0.0,0,6875.566489706073,21.937,22.0,2025-05-20 05:30:16
157.9,0,0.0,0.0,60.02,211.4,0,0.0,695.0,23,0.0,0.0,0,5127.541110967241,21.937,21.937,2025-05-20 05:31:18
158.7,0,0.0,0.0,59.99,211.3,0,0.0,695.0,23,0.0,0.0,0,6603.651430791144,21.937,21.937,2025-05-20 05:32:21
162.5,0,0.0,0.0,59.99,211.3,0,0.0,695.0,23,0.0,0.0,0,5787.9062540463565,21.937,21.937,2025-05-20 05:33:23
160.5,0,0.0,0.0,60,211,0,0.0,695.0,23.1,0.0,0.0,0,5438.30117829859,21.937,21.875,2025-05-20 05:34:26
161.2,0,0.0,0.0,59.99,210.8,0,0.0,695.0,23.1,0.0,0.0,0,4544.865984720963,21.875,21.875,2025-05-20 05:35:28
162,0,0.0,0.0,60,210.8,0,0.0,695.0,23.1,0.0,0.0,0,5515.991195131426,21.875,21.875,2025-05-20 05:36:30
162.7,0,0.0,0.0,60.01,211.1,0,0.0,695.0,23.1,0.0,0.0,0,5593.681211964263,21.875,21.875,2025-05-20 05:37:32
141.9,0,21.6,28.9,60.01,211.2,0.4,0.0,695.0,23.1,0.0,0.0,0,4195.260908973198,21.875,21.875,2025-05-20 05:38:35
136.9,0,22.0,30.2,60.02,211.2,0.4,0.0,695.0,23.4,0.0,0.0,0,2136.4754629030176,21.937,21.937,2025-05-20 05:39:37
