voltaje_pv1_v,voltaje_pv2_v,corriente_pv1_a,corriente_pv2_a,potencia_pv1_w,potencia_pv2_w,energia_hoy_wh,voltaje_vac,corriente_aac,temp_vertical,temp_inclinado,timestamp,corriente_pv2_a_1,potencia_total_va,energia_pv1_wh,energia_pv2_wh,irradiancia_incidente,irradiancia_reflejada,albedo
98.79047619047618,99.03809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.383666666666674,85.0,2026-02-14 06:16:11,,,,,-12.359775405224065,-31.01131338655028,0.0
154.025,153.87000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.352850000000004,85.0,2026-02-14 06:21:26,,,,,-5.549286916631213,-34.292933850735494,0.0
152.46666666666667,152.30000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.678285714285717,85.0,2026-02-14 06:26:56,,,,,-5.297046602238885,-34.45701487394476,0.0
147.3571428571429,147.21904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.973000000000003,85.0,2026-02-14 06:32:11,,,,,-12.948336138806164,-37.90271636133923,0.0
150.54999999999995,150.38500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.615250000000007,85.0,2026-02-14 06:37:26,,,,,-9.24881152771869,-32.488042595433626,0.0
162.82380952380956,161.55714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.493809523809528,85.0,2026-02-14 06:42:56,,,,,0.0,-29.28846264285304,0.0
162.47619047619048,161.5190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.740857142857145,85.0,2026-02-14 06:48:11,,,,,0.0,-27.07336882952802,0.0
166.18095238095242,164.19999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.472952380952385,85.0,2026-02-14 06:53:26,,,,,0.0,-21.658695063622417,0.0
166.90476190476193,164.48095238095243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.609904761904765,85.0,2026-02-14 06:58:56,,,,,0.0,-17.22850743697238,0.0
168.08999999999997,165.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.446600000000004,85.0,2026-02-14 07:04:11,,,,,0.0,-10.829347531811209,0.0
168.01428571428573,165.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.428333333333335,85.0,2026-02-14 07:09:26,,,,,0.0,-18.04891255301868,0.0
161.84761904761905,161.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.529476190476196,85.0,2026-02-14 07:14:56,,,,,0.0,-31.01131338655028,0.0
160.4904761904762,160.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.848000000000003,85.0,2026-02-14 07:20:11,,,,,0.0,-28.87826008482989,0.0
164.55238095238093,162.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.386619047619053,85.0,2026-02-14 07:25:26,,,,,0.0,-25.268477574226154,0.0
164.51904761904763,162.62380952380948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.499809523809528,85.0,2026-02-14 07:30:56,,,,,0.0,-34.45701487394476,0.0
160.03000000000003,159.67000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.427950000000003,85.0,2026-02-14 07:36:11,,,,,0.0,-30.683151340131758,0.0
163.20000000000002,161.94285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.288380952380958,85.0,2026-02-14 07:41:41,,,,,0.0,-29.28846264285304,0.0
163.67000000000002,162.41500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.290350000000004,85.0,2026-02-14 07:46:56,,,,,0.0,-28.87826008482989,0.0
167.19999999999996,165.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.130666666666674,85.0,2026-02-14 07:52:11,,,,,0.0,-16.244021297716813,0.0
170.19999999999996,167.60952380952384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.419428571428575,85.0,2026-02-14 07:57:26,,,,,0.0,-10.829347531811209,0.0
169.2095238095238,166.65238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.568142857142863,85.0,2026-02-14 08:02:56,,,,,0.0,-13.782805949577902,0.0
170.09523809523813,167.6952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68428571428572,85.0,2026-02-14 08:08:11,,,,,7.399049222174951,-1.8048912553018681,0.0
171.11,168.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.762350000000005,85.0,2026-02-14 08:13:26,,,,,27.746434583156077,-1.8048912553018681,0.0
174.08,171.40500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771550000000005,85.0,2026-02-14 08:18:56,,,,,38.845008416418516,0.0,0.0
174.68571428571425,171.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.761809523809525,85.0,2026-02-14 08:24:11,,,,,38.84500841641851,0.0,0.0
176.0761904761905,172.93809523809526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.663380952380958,85.0,2026-02-14 08:29:26,,,,,51.79334455522468,0.0,0.0
175.20499999999998,172.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.865450000000003,85.0,2026-02-14 08:34:56,,,,,38.845008416418516,0.0,0.0
174.86190476190478,172.3761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.874952380952383,85.0,2026-02-14 08:40:11,,,,,101.73692680490561,0.0,0.0
180.16500000000002,177.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.046650000000003,85.0,2026-02-14 08:45:41,,,,,165.97412687015174,0.0,0.0
181.94761904761904,179.47619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.651476190476195,85.0,2026-02-14 08:50:56,,,,,112.83550063816806,0.0,0.0
178.43809523809526,176.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.993809523809528,85.0,2026-02-14 08:56:11,,,,,85.08906605501198,0.0,0.0
177.15238095238095,174.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.761619047619053,85.0,2026-02-14 09:01:26,,,,,109.13597602708056,0.0,0.0
178.8809523809524,175.92857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.663380952380958,85.0,2026-02-14 09:01:41,,,,,,,
177.9095238095238,175.38095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.973000000000003,85.0,97.11252104104624,0.0,0.0,2026-02-14 09:06:56,,,,
172.845,170.01500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.809150000000006,85.0,2026-02-14 09:12:11,,,,,46.24405763859347,0.0,0.0
177.7285714285714,174.31428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.693238095238097,85.0,2026-02-14 09:17:41,,,,,77.69001683283703,0.0,0.0
174.7761904761905,172.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.779523809523813,85.0,2026-02-14 09:22:56,,,,,49.94358224968094,0.0,0.0
174.09,170.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.496650000000002,85.0,2026-02-14 09:28:11,,,,,38.84500841641851,0.0,0.0
173.7809523809524,170.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.330000000000005,85.0,2026-02-14 09:33:26,,,,,38.84500841641851,0.0,0.0
173.195,169.84999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26855,85.0,2026-02-14 09:38:56,,,,,37.07932621567222,-1.7228507436972378,-0.044351920978579214
177.44285714285712,173.74285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26766666666667,85.0,2026-02-14 09:44:11,,,,,92.4881152771869,0.0,0.0
181.31500000000003,177.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.774750000000004,85.0,2026-02-14 09:49:41,,,,,143.02025826044994,0.0,0.0
179.54000000000002,176.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.212200000000003,85.0,2026-02-14 09:54:56,,,,,122.08431216588674,0.0,0.0
