vpv1,ipv1,pv1_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia,temp1,temp2,timestamp
153.4,2.1,323.1,479.1,59.96,216.9,2.1,2.0,223.7,32.3,1.3,0.8,0,-1048.8152272433017,23.812,23.812,2024-12-25 12:04:45
155.9,2.1,326.8,483.1,59.96,217,2.2,2.0,223.7,32.3,1.3,0.8,0,-2796.840605982131,23.812,23.812,2024-12-25 12:04:47
158.8,2,326.2,482.9,59.95,217.1,2.2,2.0,223.7,32.3,1.3,0.8,0,271.91505891493114,23.812,23.812,2024-12-25 12:04:49
156.9,2.1,326.8,483.9,59.96,217.2,2.2,2.0,223.7,32.3,1.3,0.8,0,271.91505891492824,23.812,23.875,2024-12-25 12:04:52
156,2.1,327.7,486.4,59.96,217,2.2,2.0,223.7,32.3,1.3,0.8,0,1825.7153955716692,23.875,23.875,2024-12-25 12:04:54
152.9,2.1,325.1,482.3,59.98,217.1,2.2,2.0,223.7,32.3,1.3,0.8,0,1048.8152272432988,23.875,23.875,2024-12-25 12:04:56
155.8,2.1,328.4,488.2,59.98,217.1,2.2,2.0,223.7,32.3,1.3,0.8,0,5554.836203547842,23.875,23.875,2024-12-25 12:04:58
158.9,2.1,327.4,487.2,59.98,216.9,2.2,2.0,223.7,32.3,1.3,0.8,0,-3612.5857827269188,23.875,23.937,2024-12-25 12:05:01
158.7,2.1,327.9,487.4,59.97,217,2.2,2.0,223.7,32.3,1.3,0.8,0,5554.836203547842,23.937,23.937,2024-12-25 12:05:03
155.9,2.1,328.7,489.6,59.98,216.8,2.2,2.0,223.7,32.3,1.3,0.8,0,7574.776641201605,23.937,23.937,2024-12-25 12:05:05
153.3,2.1,327.5,483.0,59.96,216.9,2.2,2.0,223.7,32.3,1.3,0.8,0,-815.7451767447905,23.937,23.937,2024-12-25 12:05:08
156,2.1,329.0,490.8,59.96,216.9,2.2,2.0,223.7,32.3,1.3,0.8,0,-4272.9509258060325,23.937,24.0,2024-12-25 12:05:10
158.3,2,328.0,490.2,59.97,217,2.2,2.0,223.7,32.3,1.3,0.8,0,-2486.0805386507827,24.0,24.0,2024-12-25 12:05:12
158.9,2.1,327.2,489.4,59.97,217,2.2,2.0,223.7,32.4,1.3,0.8,0,3185.2906901463193,24.0,24.0,2024-12-25 12:05:14
156,2.1,328.2,491.3,59.98,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,3068.7556648970594,24.0,24.0,2024-12-25 12:05:17
152.8,2.1,325.4,487.2,59.97,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,-4700.246018386637,24.0,24.0,2024-12-25 12:05:19
155.9,2.1,327.4,492.0,59.97,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,6331.736371876215,24.0,24.062,2024-12-25 12:05:21
156.5,2,327.4,492.3,59.98,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,815.7451767447905,24.062,24.0,2024-12-25 12:05:23
159,2,326.2,490.0,59.98,217.1,2.2,2.0,223.7,32.4,1.3,0.8,0,5826.751262462773,24.062,24.062,2024-12-25 12:05:26
155.9,2.1,327.3,491.4,59.97,217,2.2,2.0,223.7,32.4,1.3,0.8,0,-4195.260908973195,24.0,24.062,2024-12-25 12:05:28
153.9,2.1,326.2,490.7,59.97,217.1,2.2,2.0,223.7,32.4,1.3,0.8,0,-4972.161077301568,24.062,24.062,2024-12-25 12:05:30
155.8,2.1,325.0,487.4,59.96,217,2.2,2.0,223.7,32.4,1.3,0.8,0,7885.5367085329535,24.062,24.062,2024-12-25 12:05:33
155.9,2,326.0,491.1,59.95,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,-1204.1952609089728,24.125,24.125,2024-12-25 12:05:35
158.8,2,324.2,488.3,59.98,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,4506.020976304546,24.062,24.125,2024-12-25 12:05:37
155.9,2.1,325.0,489.1,59.97,217,2.2,2.0,223.7,32.4,1.3,0.8,0,-3767.9658163925956,24.125,24.125,2024-12-25 12:05:39
155.5,2.1,324.6,489.8,60,217,2.2,2.0,223.7,32.4,1.3,0.8,0,-271.91505891492824,24.125,24.187,2024-12-25 12:05:42
154.5,2.1,320.6,482.6,60.02,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,7885.5367085329535,24.187,24.187,2024-12-25 12:05:44
156,2.1,323.6,488.4,60.03,217,2.2,2.0,223.7,32.4,1.3,0.8,0,-1476.1103198239011,24.187,24.187,2024-12-25 12:05:46
158.8,2,321.5,486.2,60.03,217,2.2,2.0,223.7,32.4,1.3,0.8,0,7147.481548621003,24.187,24.187,2024-12-25 12:05:49
156.2,2.1,321.4,486.3,60.04,216.9,2.2,2.0,223.7,32.4,1.3,0.8,0,1903.4054124045035,24.187,24.125,2024-12-25 12:05:51
155.9,2.1,321.5,486.5,60.04,217,2.1,2.0,223.7,32.4,1.3,0.8,0,-2291.8554965686885,24.125,24.187,2024-12-25 12:05:53
153,2.1,318.3,479.7,60.04,217,2.2,2.0,223.7,32.4,1.3,0.8,0,194.2250420820912,24.125,24.125,2024-12-25 12:05:55
155.8,2,320.0,485.1,60.02,217,2.2,2.0,223.7,32.4,1.3,0.8,0,-3185.290690146316,24.125,24.125,2024-12-25 12:05:58
158.9,2,318.3,482.6,60.03,217.1,2.2,2.0,223.7,32.4,1.3,0.8,0,-4583.710993137383,24.125,24.125,2024-12-25 12:06:00
157.9,2,317.8,481.6,60.02,217,2.2,2.0,223.7,32.4,1.3,0.8,0,7885.536708532956,24.125,24.125,2024-12-25 12:06:02
158.2,1.6,252.4,389.5,59.98,216.8,1.7,2.0,223.7,32.2,1.3,0.8,0,-3029.910656480642,23.687,23.75,2024-12-25 12:09:24
155.9,1.6,254.9,388.5,59.97,216.8,1.7,2.0,223.7,32.2,1.3,0.8,0,1903.4054124045063,23.75,23.75,2024-12-25 12:09:26
152.9,1.6,253.7,389.8,59.97,216.8,1.8,2.0,223.7,32.2,1.3,0.8,0,-1709.1803703224123,23.75,23.75,2024-12-25 12:09:29
155,1.6,253.4,389.0,59.98,216.8,1.8,2.0,223.7,32.2,1.3,0.8,0,-5049.851094134403,23.75,23.75,2024-12-25 12:09:31
153.1,1.6,252.3,387.5,59.97,216.7,1.8,2.0,223.7,32.2,1.3,0.8,0,5244.076136216497,23.75,23.75,2024-12-25 12:09:33
156,1.6,252.4,388.1,59.97,216.3,1.7,2.0,223.7,32.2,1.3,0.8,0,-3962.1908584746866,23.75,23.75,2024-12-25 12:09:36
152.9,1.6,251.7,385.7,59.98,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,-1281.88527774181,23.75,23.75,2024-12-25 12:09:38
152.9,1.6,251.0,383.8,59.99,216.5,1.7,2.0,223.7,32.2,1.3,0.8,0,6642.4964392075635,23.75,23.75,2024-12-25 12:09:40
155.9,1.6,250.9,385.6,59.99,216.3,1.7,2.0,223.7,32.2,1.3,0.8,0,5166.38611938366,23.75,23.75,2024-12-25 12:09:42
155.9,1.6,250.5,384.6,59.98,216.3,1.7,2.0,223.7,32.2,1.3,0.8,0,-1592.645345073158,23.75,23.75,2024-12-25 12:09:45
153.6,1.6,249.4,383.5,59.99,216.3,1.7,2.0,223.7,32.2,1.3,0.8,0,1087.6602356597186,23.75,23.75,2024-12-25 12:09:47
154.3,1.6,249.1,383.5,59.99,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,4272.950925806035,23.75,23.75,2024-12-25 12:09:49
155.7,1.6,248.4,381.8,59.99,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,2214.1654797358515,23.75,23.75,2024-12-25 12:09:52
152.9,1.6,247.5,379.6,59.98,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,-3884.5008416418495,23.75,23.75,2024-12-25 12:09:54
155.8,1.6,247.0,380.9,60,216.1,1.7,2.0,223.7,32.2,1.3,0.8,0,4700.246018386637,23.75,23.75,2024-12-25 12:09:56
153.4,1.6,246.2,379.2,60,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,2019.9404376537605,23.75,23.75,2024-12-25 12:09:58
152.9,1.5,245.0,378.0,59.99,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,2097.6304544865975,23.75,23.75,2024-12-25 12:10:01
155.9,1.5,244.9,378.5,59.99,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,-3651.4307911433384,23.75,23.75,2024-12-25 12:10:03
155.9,1.5,244.3,377.5,59.98,216.3,1.7,2.0,223.7,32.2,1.3,0.8,0,-2291.8554965686885,23.75,23.75,2024-12-25 12:10:05
153.2,1.5,243.7,375.1,59.98,216.1,1.7,2.0,223.7,32.2,1.3,0.8,0,-1864.5604039880864,23.75,23.75,2024-12-25 12:10:07
153.7,1.6,242.8,375.8,59.97,216.2,1.7,2.0,223.7,32.2,1.3,0.8,0,-4001.035866891104,23.812,23.812,2024-12-25 12:10:10
156.2,1.5,242.5,374.8,59.97,216.2,1.7,2.0,223.7,32.1,1.3,0.8,0,4622.5560015538,23.812,23.812,2024-12-25 12:10:12
152.9,1.5,241.5,373.0,59.98,216.1,1.7,2.0,223.7,32.1,1.3,0.8,0,2874.530622814971,23.812,23.812,2024-12-25 12:10:14
155.9,1.5,241.6,374.3,59.97,216.1,1.7,2.0,223.7,32.1,1.3,0.8,0,-3262.980706979153,23.812,23.812,2024-12-25 12:10:17
155.9,1.5,240.1,371.2,59.97,216.1,1.7,2.0,223.7,32.1,1.3,0.8,0,-3224.1356985627335,23.812,23.812,2024-12-25 12:10:19
152.9,1.5,239.5,369.7,59.97,216.2,1.7,2.0,223.7,32.1,1.3,0.8,0,-776.9001683283706,23.812,23.812,2024-12-25 12:10:21
154.4,1.5,238.9,371.4,59.98,216.1,1.6,2.0,223.7,32.1,1.3,0.8,0,6020.976304544867,23.812,23.812,2024-12-25 12:10:23
155.5,1.5,238.3,370.4,59.99,216.1,1.6,2.0,223.7,32.1,1.3,0.8,0,-1514.955328240321,23.812,23.812,2024-12-25 12:10:26
152.9,1.5,237.9,368.7,60.01,216,1.7,2.0,223.7,32.1,1.3,0.8,0,-233.0700504985083,23.812,23.875,2024-12-25 12:10:28
153.2,1.5,237.2,369.6,60.03,215.9,1.6,2.0,223.7,32.1,1.3,0.8,0,4972.161077301568,23.875,23.875,2024-12-25 12:10:30
