vpv1,ipv1,pv1_watt,vpv2,ipv2,pv2_watt,pac_total,freq,vac1,iac1,energia_hoy,energia_total,temp_inversor,Energìa PV1,Energìa PV2,codigo_error,irradiancia_incidente,temp1,temp2,timestamp
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.375,85.0,2025-09-25 05:35:50
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:37:11
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:37:57
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:38:16
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:39:00
,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:39:19
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:40:21
,,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:41:08
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:41:24
0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1205.7,0,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:42:10
140.2,0,0.0,142.3,0,0.0,0.0,59.98,212,0,0.0,1205.7,24.5,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:42:26
146.3,0,0.0,146.1,0,0.0,0.0,59.98,212.2,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:43:13
146.5,0,0.0,146.4,0,0.0,0.0,60.02,212,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:43:29
147.9,0,0.0,147.8,0,0.0,0.0,60,212.2,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:44:15
148.4,0,0.0,148.3,0,0.0,0.0,60.03,212.1,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:44:31
148.6,0,0.0,148.5,0,0.0,0.0,59.99,212,0,0.0,1205.7,24.6,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:45:17
149.5,0,0.0,149.4,0,0.0,0.0,60.03,212.5,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:45:34
148.8,0,0.0,148.7,0,0.0,0.0,60.02,212.5,0,0.0,1205.7,24.6,0.0,0.0,0,0.0,24.437,85.0,2025-09-25 05:46:20
148.8,0,0.0,148.8,0,0.0,0.0,59.99,212.5,0,0.0,1205.7,24.6,0.0,0.0,0,-38.845008416418494,24.437,85.0,2025-09-25 05:46:36
