timestamp,Voltaje PV1 [V],Corriente PV1 [A],Potencia PV1 [W],Voltaje PV2 [V],Corriente PV2 [A],Potencia PV2 [W],Potencia total [Wac],Frecuencia,Voltaje [Vac],Corriente [Aac],Energia hoy [Wh],Energia total [Wh],Temperatura inversor [C],Energia PV1 [Wh],Energia PV2 [Wh],codigo_error,temp_vertical,temp_inclinado,irradiancia_incidente,irradiancia_reflejada,albedo,Irradiancia_incidente_SP722 [W/m2],Irradiancia_reflejada_SP722 [W/m2],Detector_incidente_SP722 [mV],Detector_reflejado_SP722 [mV],Albedo_SP722
2026-05-16 05:05:08,,,,,,,,,,,,,,,,0,,,-36.99525,-37.90272,0.0,,,,,
2026-05-16 05:10:08,,,,,,,,,,,,,,,,0,,,-38.84501,-36.00758,0.0,,,,,
2026-05-16 05:15:08,,,,,,,,,,,,,,,,0,,,-36.90276,-34.11245,0.0,,,,,
2026-05-16 05:20:08,,,,,,,,,,,,,,,,0,,,-31.07601,-37.90272,0.0,,,,,
2026-05-16 05:25:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,0.0,0.0,0.0,0,22.47638,22.10925,-29.13376,-36.00758,0.0,,,,,
2026-05-16 05:30:08,115.98,0.0,0.0,115.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,17.42,0.0,0.0,302,22.54478,22.14567,-11.6535,-37.90272,0.0,,,,,
2026-05-16 05:35:08,154.38,0.0,0.0,154.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,22.54,0.0,0.0,302,22.58405,22.19335,-1.94225,-30.32218,0.0,,,,,
2026-05-16 05:40:08,156.47,0.0,0.0,156.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,22.7,0.0,0.0,302,22.656,22.24995,0.0,-32.21731,0.0,,,,,
2026-05-16 05:45:08,158.29,0.0,0.0,158.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,22.91,0.0,0.0,302,22.72795,22.3278,0.0,-34.11245,0.0,,,,,
2026-05-16 05:50:08,159.33,0.0,0.0,159.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,23.08,0.0,0.0,302,22.7996,22.3687,0.0,-32.21731,0.0,,,,,
2026-05-16 05:55:08,162.31,0.0,0.0,161.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,23.18,0.0,0.0,302,22.86235,22.39665,0.0,-28.42704,0.0,,,,,
2026-05-16 06:00:08,163.68,0.0,0.0,162.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.4,23.34,0.0,0.0,302,22.95905,22.47785,0.0,-30.32218,0.0,,,,,
