voltaje_pv1_v,voltaje_pv2_v,corriente_pv1_a,corriente_pv2_a,potencia_pv1_w,potencia_pv2_w,energia_hoy_wh,voltaje_vac,corriente_aac,temp_vertical,temp_inclinado,timestamp,corriente_pv2_a_1,potencia_total_va,energia_pv1_wh,energia_pv2_wh,irradiancia_incidente,irradiancia_reflejada,albedo
53.36190476190477,53.44761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.553142857142866,85.0,2026-02-21 06:03:49,,,,,-24.71955081044814,-34.45701487394476,0.0
148.63333333333335,148.46190476190478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.526523809523813,85.0,2026-02-21 06:09:04,,,,,-12.948336138806164,-36.09782510603736,0.0
153.115,153.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.465350000000008,85.0,2026-02-21 06:14:34,,,,,0.0,-32.734164130247514,0.0
154.8238095238095,154.72380952380954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.502904761904762,85.0,2026-02-21 06:19:49,,,,,0.0,-36.09782510603736,0.0
159.28095238095239,158.87142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.603904761904765,85.0,2026-02-21 06:25:19,,,,,0.0,-32.734164130247514,0.0
164.52380952380952,163.63333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.734714285714293,85.0,2026-02-21 06:30:34,,,,,0.0,-7.2195650212074725,0.0
167.50476190476192,166.06190476190474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91928571428572,85.0,2026-02-21 06:35:49,,,,,0.0,-12.634238787113077,0.0
167.20999999999998,165.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.024800000000006,85.0,2026-02-21 06:41:19,,,,,0.0,-13.782805949577902,0.0
166.6857142857143,164.8190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.071095238095243,85.0,2026-02-21 06:46:34,,,,,0.0,-10.829347531811209,0.0
168.16190476190474,165.91428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.184142857142863,85.0,2026-02-21 06:51:49,,,,,0.0,-10.829347531811209,0.0
169.07,166.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.280950000000008,85.0,2026-02-21 06:57:04,,,,,0.0,-7.2195650212074725,0.0
168.9142857142857,166.54285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.377857142857145,85.0,2026-02-21 07:02:34,,,,,8.828411003731476,-1.7228507436972378,0.0
171.435,168.74000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.471600000000002,85.0,2026-02-21 07:07:49,,,,,38.84500841641851,0.0,0.0
172.42499999999998,169.64499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.662200000000006,85.0,2026-02-21 07:13:19,,,,,38.845008416418516,0.0,0.0
171.8619047619048,169.0857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.773476190476195,85.0,2026-02-21 07:18:34,,,,,38.84500841641851,0.0,0.0
172.35238095238094,169.31428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.83309523809524,85.0,2026-02-21 07:23:49,,,,,36.995246110874774,-3.6097825106037362,-0.09292783443130884
170.925,168.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.83405000000001,85.0,2026-02-21 07:29:19,,,,,37.07932621567222,0.0,0.0
170.58000000000004,167.64000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80890000000001,85.0,2026-02-21 07:34:34,,,,,44.394295333049726,0.0,0.0
173.89047619047616,170.66190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82995238095239,85.0,2026-02-21 07:40:04,,,,,82.98706343507591,0.0,0.0
177.055,174.51000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.187200000000004,85.0,2026-02-21 07:45:34,,,,,176.56822007462952,17.22850743697238,0.07131507293857263
183.0,180.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.830900000000007,85.0,2026-02-21 07:50:49,,,,,157.22979597121767,14.439130042414945,0.05774801139659907
178.08571428571426,175.82857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.386619047619053,85.0,2026-02-21 07:56:19,,,,,194.2250420820925,20.67420892436685,0.09208303593647876
179.45999999999998,176.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76535,85.0,2026-02-21 08:01:34,,,,,212.72266513752987,18.04891255301868,0.07566980803692291
177.74761904761905,175.4190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.202142857142857,85.0,2026-02-21 08:06:49,,,,,192.3752797765487,18.04891255301868,0.07279347030452525
176.2904761904762,174.3761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.672285714285717,85.0,2026-02-21 08:07:04,,,,,,,
174.31428571428575,172.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66333333333334,85.0,139.48889385895734,0.0,0.0,2026-02-21 08:12:19,,,,
176.93,174.70499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.852900000000005,85.0,2026-02-21 08:17:34,,,,,199.7743289987237,10.829347531811209,0.046463917215654425
172.73809523809524,171.31904761904764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.90442857142858,85.0,2026-02-21 08:22:49,,,,,101.73692680490561,0.0,0.0
172.17499999999998,170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.440350000000002,85.0,2026-02-21 08:28:19,,,,,77.69001683283703,0.0,0.0
171.68095238095236,169.59047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.056285714285714,85.0,2026-02-21 08:33:34,,,,,55.492869166312154,0.0,0.0
173.63500000000002,171.51500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.724700000000006,85.0,2026-02-21 08:38:49,,,,,98.03740219381814,0.0,0.0
177.70499999999998,175.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.984100000000005,85.0,2026-02-21 08:44:04,,,,,168.32836980448013,0.0,0.0
177.04285714285714,174.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.523428571428575,85.0,2026-02-21 08:49:19,,,,,144.28145983241157,0.0,0.0
177.69523809523812,175.4857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.978952380952382,85.0,2026-02-21 08:54:49,,,,,174.80253787388324,5.168552231091713,0.026611152587147534
178.575,176.49999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4185,85.0,2026-02-21 09:00:04,,,,,227.52076358187983,28.87826008482989,0.12235498200122329
177.4666666666666,175.9904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.32409523809524,85.0,2026-02-21 09:05:34,,,,,220.7102750932869,29.28846264285304,0.12671977422451206
177.47,176.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.815350000000006,85.0,2026-02-21 09:11:04,,,,,275.44642331642206,37.90271636133923,0.14000775054944353
179.28500000000003,177.72499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.590400000000006,85.0,2026-02-21 09:16:19,,,,,332.9572149978729,45.1222813825467,0.13360890480735257
177.34285714285713,175.82380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.29738095238096,85.0,2026-02-21 09:21:34,,,,,281.1638704426482,37.90271636133923,0.1352431876098512
177.135,175.92500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7372,85.0,2026-02-21 09:26:49,,,,,273.7648212204732,37.90271636133923,0.14352187762168808
177.42380952380952,176.13333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.166428571428572,85.0,2026-02-21 09:32:19,,,,,480.26555860299226,75.80543272267845,0.1522256842940777
178.36,177.41500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19035,85.0,2026-02-21 09:37:34,,,,,503.1353471078966,83.02499774388593,0.16849956027317978
177.28,176.45999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.187200000000004,85.0,2026-02-21 09:43:04,,,,,552.6585288335904,84.41968644116463,0.14591696290269127
175.0952380952381,175.77142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.79733333333334,85.0,2026-02-21 09:48:19,,,,,601.1727493017147,95.65923653099901,0.15783102377125266
174.87619047619046,175.51904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.109904761904765,85.0,2026-02-21 09:53:34,,,,,510.5343963300716,83.02499774388592,0.1633062977910544
174.755,174.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.571600000000004,85.0,2026-02-21 09:58:49,,,,,556.7784539686652,92.04945402039527,0.16519469491491465
173.62857142857143,174.21904761904764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.60395238095238,85.0,2026-02-21 10:04:19,,,,,506.7507916141867,82.6968356974674,0.16167645040405335
173.49500000000003,174.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.559200000000004,85.0,2026-02-21 10:09:34,,,,,307.0605427202605,39.7076076166411,0.12943519795789443
171.19000000000005,172.38000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88415,85.0,2026-02-21 10:14:49,,,,,710.3087253287953,117.31793159462143,0.1616519874058135
177.03333333333336,175.9714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.904428571428575,85.0,2026-02-21 10:15:04,,,,,,,
174.51999999999995,174.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.062200000000004,85.0,736.2053976064075,124.53749661582891,0.1672305607874672,2026-02-21 10:20:04,,,,
172.3190476190476,173.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.160333333333334,85.0,2026-02-21 10:25:34,,,,,605.6289948559792,99.92534313443976,0.15672937224996145
170.98000000000002,173.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6591,85.0,2026-02-21 10:30:49,,,,,532.7315439965964,81.22010648858405,0.1495464521869028
173.17619047619047,174.50000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.23776190476191,85.0,2026-02-21 10:36:04,,,,,726.9565860786888,124.53749661582887,0.16472029030948873
171.435,173.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0747,85.0,2026-02-21 10:41:34,,,,,595.0349016515015,98.20249239074255,0.1584034904309358
170.90952380952382,173.73809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.086047619047626,85.0,2026-02-21 10:46:49,,,,,393.9993710808162,52.34184640375417,0.12983425273176816
175.4047619047619,175.0095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.603904761904765,85.0,2026-02-21 10:52:19,,,,,805.1510835403107,137.82805949577897,0.16472636497004786
172.39,174.16000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8372,85.0,2026-02-21 10:57:49,,,,,642.7083210716515,101.64819387813701,0.15074716183530504
173.76666666666668,174.73809523809527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.976000000000006,85.0,2026-02-21 11:03:04,,,,,708.4589630232516,117.31793159462138,0.16153914014702556
172.2142857142857,174.26190476190473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.243761904761904,85.0,2026-02-21 11:08:34,,,,,812.2138123432959,139.55091023947628,0.171228060714928
173.28500000000003,175.52000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.571600000000004,85.0,2026-02-21 11:13:49,,,,,708.4589630232515,119.12282284992324,0.16843080623649412
170.04761904761904,173.87619047619046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.952000000000005,85.0,2026-02-21 11:19:19,,,,,596.8005838522478,96.47964164704531,0.16092419381792075
170.53000000000003,173.51000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8403,85.0,2026-02-21 11:24:34,,,,,597.4732246906271,93.85434527569717,0.15192499232026352
173.2952380952381,174.3571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08914285714286,85.0,2026-02-21 11:29:49,,,,,560.4779785797526,86.63478025448966,0.15402375050836786
173.5619047619048,174.65238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27652380952381,85.0,2026-02-21 11:35:19,,,,,649.7710498746366,99.92534313443979,0.1536168137993204
171.34,173.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.55915,85.0,2026-02-21 11:40:34,,,,,569.7267901074713,84.8298889991878,0.13917190642462443
173.52380952380952,174.5619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.851000000000006,85.0,2026-02-21 11:45:49,,,,,425.44533027505963,64.97608519086722,0.15054948707868115
172.2952380952381,173.38095238095235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.10990476190476,85.0,2026-02-21 11:51:04,,,,,440.2434287194096,75.80543272267846,0.1726963076931491
173.44761904761904,174.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21109523809524,85.0,2026-02-21 11:56:34,,,,,402.5755417701553,55.13122379831161,0.1354749586254784
173.6,174.03809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.29733333333334,85.0,2026-02-21 12:01:49,,,,,499.4358224968091,74.00054146737659,0.14902434986926458
176.14761904761906,175.71904761904764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79728571428572,85.0,2026-02-21 12:07:04,,,,,482.7879617469156,75.80543272267846,0.15803611403286522
175.12000000000003,174.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.987100000000005,85.0,2026-02-21 12:12:34,,,,,487.3282874059774,75.80543272267846,0.15580033779654753
176.6095238095238,175.42380952380955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.10685714285715,85.0,2026-02-21 12:17:49,,,,,503.13534710789673,75.80543272267846,0.1511400208250673
176.46190476190472,175.67619047619053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83014285714286,85.0,2026-02-21 12:23:19,,,,,702.7415158970254,103.37104462183424,0.13452898818473133
179.9285714285714,178.48095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67828571428572,85.0,2026-02-21 12:28:34,,,,,989.6228334658996,162.44021297716813,0.16343880269388444
177.21999999999997,177.28000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0935,85.0,2026-02-21 12:33:49,,,,,1102.4583341040675,187.70869055139423,0.17004842818802282
175.46190476190472,176.36190476190475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.235,85.0,2026-02-21 12:39:19,,,,,912.8576977858346,149.88801470165967,0.1618809169844319
174.44285714285715,175.79523809523803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.41938095238096,85.0,2026-02-21 12:44:34,,,,,536.431068607684,83.02499774388593,0.15663941146641264
169.84761904761905,172.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.98771428571429,85.0,2026-02-21 12:50:04,,,,,785.7285793321015,127.49095503359557,0.158600333259859
174.67619047619044,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.809333333333335,85.0,2026-02-21 12:50:19,,,,,,,
173.83499999999998,175.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.21855,85.0,952.6275873550248,155.22064795596063,0.1619080392546928,2026-02-21 12:55:19,,,,
171.40952380952382,173.88571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.050428571428572,85.0,860.139472077838,135.36684414764008,0.15553290745877027,2026-02-21 13:00:34,,,,
170.37499999999997,172.39000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.68410000000001,85.0,2026-02-21 13:05:49,,,,,680.7125284400953,106.4885840628102,0.15324710173157588
172.38000000000002,174.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.45595000000001,85.0,2026-02-21 13:11:04,,,,,948.9280627439373,155.22064795596066,0.16277657456421624
171.92380952380952,174.35238095238097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53261904761904,85.0,2026-02-21 13:16:34,,,,,1077.0661424552397,172.28507436972373,0.15979734938446902
169.72999999999996,172.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7436,85.0,2026-02-21 13:21:49,,,,,1004.4209319102497,167.85488674307376,0.16440271366588202
169.56666666666666,172.64285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.636809523809525,85.0,2026-02-21 13:27:19,,,,,978.1879392134477,165.39367139493478,0.1687314496439998
168.99499999999998,171.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.90299999999999,85.0,2026-02-21 13:32:34,,,,,1024.7683172712307,178.68423427488497,0.17258822387713008
170.58571428571432,172.3761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.249904761904766,85.0,2026-02-21 13:37:49,,,,,980.3740219381807,160.63532172186623,0.16441229775000207
168.57,169.14499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.32165,85.0,2026-02-21 13:43:04,,,,,501.28558480235307,75.80543272267846,0.15236080106759647
171.72500000000005,171.66000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.21535,85.0,2026-02-21 13:48:34,,,,,619.7544524619495,99.92534313443981,0.16021788801109624
172.42857142857144,173.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15157142857143,85.0,2026-02-21 13:53:49,,,,,397.69889569190354,52.34184640375417,0.12882545252412592
171.35999999999999,171.01499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2279,85.0,2026-02-21 13:59:19,,,,,301.93165632761657,37.90271636133923,0.1259277756356088
173.05,172.07000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.824850000000005,85.0,2026-02-21 14:04:34,,,,,271.91505891492943,37.90271636133923,0.1393917516469632
173.9809523809524,172.54285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.38661904761905,85.0,2026-02-21 14:09:49,,,,,257.1169604705795,37.90271636133923,0.1482420215928022
174.80000000000004,173.1761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.24676190476191,85.0,2026-02-21 14:15:19,,,,,294.8689275246314,37.90271636133923,0.12909576999122163
175.63000000000002,174.46499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9936,85.0,2026-02-21 14:20:34,,,,,270.0652966093857,37.90271636133923,0.14049803539019307
175.6809523809524,174.30476190476188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.532523809523816,85.0,2026-02-21 14:25:49,,,,,264.51600969275444,37.90271636133923,0.1438168866198827
