Voltaje PV1 [V];Voltaje PV2 [V];Corriente PV1 [A];Corriente PV2[A];Potencia PV1 [W];Potencia PV2 [W];Energia hoy [Wh];Voltaje [Vac];Corriente [Aac];temp_vertical;temp_inclinado;irradiancia_incidente;irradiancia_reflejada;albedo;timestamp;Corriente PV2 [A];Potencia total [VA];Energía PV1 [Wh];Energia PV2 [Wh]
141.56;153.22500000000005;9.72;3.665;1361.6;563.9799999999999;3.4549999999999996;215.60999999999996;8.39;85.0;85.0;;;;26/12/2025 11:05;;;;
;;;;;;;;;;;791.6982667727196;119.12282284992328;0.14616799789182183;26/12/2025 11:07;;;;
141.31428571428575;149.96190476190475;8.738095238095237;3.5571428571428574;1200.2142857142858;530.8571428571429;3.614285714285715;215.35238095238103;7.647619047619047;85.0;85.0;;;;26/12/2025 11:10;;;;
;;;;;;;;;;;769.501119106195;120.92771410522519;0.1498429232421534;26/12/2025 11:12;;;;
141.94761904761907;151.53809523809528;9.142857142857148;3.7619047619047605;1267.0;571.8333333333334;3.7476190476190463;215.5619047619047;8.090476190476192;85.0;85.0;;;;26/12/2025 11:15;;;;
;;;;;;;;;;;815.7451767447888;113.70814908401775;0.13939175164696319;26/12/2025 11:17;;;;
139.995;151.58499999999998;8.27;3.4699999999999998;1132.8050000000003;508.785;3.8899999999999997;215.065;7.445000000000002;85.0;85.0;;;;26/12/2025 11:20;;;;
;;;;;;;;;;;686.2618153567269;95.65923653099904;0.12304363039832478;26/12/2025 11:23;;;;
142.06190476190474;150.51428571428573;8.457142857142859;3.733333333333333;1209.5666666666664;568.404761904762;4.033333333333332;215.41904761904763;7.614285714285713;85.0;85.0;;;;26/12/2025 11:25;;;;
;;;;;;;;;;;791.0256259343406;111.98529834032051;0.13660775660718227;26/12/2025 11:28;;;;
142.94761904761904;150.43333333333337;9.357142857142858;4.347619047619047;1320.7428571428568;653.6666666666666;4.180952380952382;215.04761904761904;8.57142857142857;85.0;85.0;;;;26/12/2025 11:31;;;;
;;;;;;;;;;;813.8954144392446;115.5130403393196;0.14184817918627846;26/12/2025 11:33;;;;
144.33;150.635;8.165000000000001;3.935;1142.96;579.3749999999999;4.345000000000001;214.975;7.505;85.0;85.0;;;;26/12/2025 11:36;;;;
;;;;;;;;;;;726.9565860786892;102.8788015522065;0.13529456640029766;26/12/2025 11:39;;;;
142.73809523809524;149.86666666666665;9.080952380952382;4.495238095238095;1290.0428571428572;676.5523809523809;4.471428571428571;214.96666666666664;8.495238095238093;85.0;85.0;;;;26/12/2025 11:41;;;;
;;;;;;;;;;;725.6953845067275;99.92534313443981;0.1262733750198575;26/12/2025 11:44;;;;
142.7904761904762;149.4857142857143;8.219047619047616;4.304761904761905;1175.161904761905;643.7666666666667;4.633333333333335;214.29047619047617;7.780952380952383;85.0;85.0;;;;26/12/2025 11:46;;;;
;;;;;;;;;;;813.8954144392449;113.70814908401773;0.13972363676993216;26/12/2025 11:49;;;;
142.87142857142857;149.5142857142857;9.252380952380955;4.99047619047619;1308.1952380952382;738.0333333333333;4.79047619047619;214.7571428571429;8.909523809523806;85.0;85.0;;;;26/12/2025 11:51;;;;
;;;;;;;;;;;845.7617741574755;115.43099982771497;0.13651175677822439;26/12/2025 11:55;;;;
143.54761904761907;147.98095238095237;9.276190476190475;5.247619047619048;1310.2190476190476;774.604761904762;4.957142857142857;214.70476190476197;9.04761904761905;85.0;85.0;;;;26/12/2025 11:57;;;;
;;;;;;;;;;;805.151083540311;111.98529834032051;0.13906032932723866;26/12/2025 12:00;;;;
143.05;147.45499999999998;9.100000000000001;5.455;1286.45;798.22;5.135000000000002;214.75499999999997;9.040000000000001;85.0;85.0;;;;26/12/2025 12:02;;;;
;;;;;;;;;;;815.7451767447886;113.70814908401773;0.1393917516469632;26/12/2025 12:06;;;;
144.2238095238095;147.36190476190475;8.923809523809528;5.495238095238094;1267.5714285714287;805.8238095238094;5.295238095238095;214.73809523809524;8.980952380952383;85.0;85.0;;;;26/12/2025 12:07;;;;
;;;;;;;;;;;806.9167657410569;113.70814908401775;0.14097574882476963;26/12/2025 12:11;;;;
143.09523809523807;146.2952380952381;8.80952380952381;5.571428571428569;1240.8285714285714;814.7619047619046;5.457142857142857;214.5380952380952;8.909523809523812;85.0;85.0;;;;26/12/2025 12:12;;;;
;;;;;;;;;;;789.8485044671761;113.70814908401773;0.14403814336852871;26/12/2025 12:16;;;;
144.20952380952386;146.16190476190476;8.633333333333333;5.704761904761906;1237.104761904762;829.0571428571429;5.638095238095239;214.9047619047619;8.919047619047621;85.0;85.0;;;;26/12/2025 12:17;;;;
;;;;;;;;;;;778.7499306339133;113.70814908401773;0.14602945410634252;26/12/2025 12:22;;;;
145.6238095238095;146.1;8.495238095238095;5.819047619047619;1219.9285714285713;847.6047619047617;5.8047619047619055;214.6428571428571;8.957142857142859;85.0;85.0;;;;26/12/2025 12:23;;;;
;;;;;;;;;;;776.9001683283697;113.70814908401775;0.14636133922931147;26/12/2025 12:27;;;;
145.77500000000003;145.95;8.359999999999998;5.9399999999999995;1206.2050000000002;861.4799999999999;5.959999999999999;214.76999999999998;8.960000000000003;85.0;85.0;;;;26/12/2025 12:28;;;;
;;;;;;;;;;;776.9001683283697;113.70814908401773;0.14636133922931147;26/12/2025 12:32;;;;
145.8190476190476;145.19047619047618;8.285714285714288;6.071428571428571;1195.342857142857;877.7523809523811;6.1380952380952385;215.55714285714285;8.909523809523812;85.0;85.0;;;;26/12/2025 12:33;;;;
;;;;;;;;;;;776.9001683283697;113.70814908401773;0.14636133922931147;26/12/2025 12:38;;;;
144.79;144.46999999999997;8.3;6.299999999999999;1190.81;902.8399999999998;6.3;216.08499999999998;8.985000000000001;85.0;85.0;;;;26/12/2025 12:38;;;;
145.73333333333335;144.55714285714288;8.433333333333332;6.547619047619047;1215.7761904761905;937.6190476190476;6.466666666666666;216.3;9.233333333333334;85.0;85.0;806.9167657410572;113.70814908401775;0.14097574882476963;26/12/2025 12:43;;;;
145.73000000000002;144.725;8.149999999999999;6.494999999999999;1176.2350000000001;933.775;6.6450000000000005;216.25499999999997;9.044999999999998;85.0;85.0;;;;26/12/2025 12:48;;;;
;;;;;;;;;;;776.9001683283697;113.70814908401773;0.14636133922931147;26/12/2025 12:48;;;;
145.7761904761905;144.57619047619048;8.147619047619047;6.680952380952381;1174.2;961.3476190476189;6.809523809523809;216.2190476190476;9.157142857142855;85.0;85.0;;;;26/12/2025 12:53;;;;
;;;;;;;;;;;776.9001683283697;113.70814908401773;0.14636133922931147;26/12/2025 12:54;;;;
145.75;144.525;8.114999999999998;6.825;1164.34;977.2850000000001;6.9799999999999995;216.42999999999998;9.219999999999997;85.0;85.0;;;;26/12/2025 12:58;;;;
;;;;;;;;;;;775.1344861276234;113.70814908401775;0.1467114859738792;26/12/2025 12:59;;;;
145.805;143.82;7.969999999999999;6.9350000000000005;1153.56;996.3599999999999;7.144999999999999;216.39499999999998;9.184999999999999;85.0;85.0;;;;26/12/2025 13:03;;;;
;;;;;;;;;;;769.5011191061948;113.70814908401773;0.14789849137779928;26/12/2025 13:04;;;;
146.95;144.435;7.839999999999999;7.035000000000001;1142.01;1010.3399999999999;7.3149999999999995;216.68500000000003;9.204999999999998;85.0;85.0;;;;26/12/2025 13:08;;;;
;;;;;;;;;;;746.8835709156828;106.81674610922879;0.13764003712091857;26/12/2025 13:10;;;;
146.925;143.95;7.664999999999999;7.0649999999999995;1132.345;1028.3000000000004;7.4799999999999995;216.26500000000001;9.13;85.0;85.0;;;;26/12/2025 13:13;;;;
;;;;;;;;;;;680.7125284400955;92.04945402039526;0.12873126148542216;26/12/2025 13:15;;;;
148.1952380952381;143.3428571428571;7.333333333333335;7.133333333333333;1068.1619047619047;1010.4999999999998;7.642857142857141;216.18571428571425;8.995238095238093;85.0;85.0;;;;26/12/2025 13:19;;;;
;;;;;;;;;;;813.8954144392444;117.31793159462147;0.14406253822535878;26/12/2025 13:20;;;;
146.32000000000002;142.67999999999998;8.585;7.81;1226.065;1096.7549999999999;7.825;216.47000000000003;10.065000000000001;85.0;85.0;;;;26/12/2025 13:24;;;;
;;;;;;;;;;;923.0313904663251;142.58640916884758;0.15375055446343938;26/12/2025 13:26;;;;
144.36;141.34999999999997;9.09;8.51;1299.585;1192.7900000000002;8.009999999999998;216.82999999999998;10.66;85.0;85.0;;;;26/12/2025 13:29;;;;
;;;;;;;;;;;810.4481301425495;125.76810428989835;0.15421205310726757;26/12/2025 13:31;;;;
145.12857142857143;142.1;7.4523809523809526;6.914285714285714;1067.2904761904763;979.4380952380952;8.180952380952382;216.10000000000002;8.785714285714288;85.0;85.0;;;;26/12/2025 13:34;;;;
;;;;;;;;;;;860.139472077838;133.56195289233824;0.1545908493271051;26/12/2025 13:36;;;;
144.64761904761903;141.87142857142857;7.0238095238095255;6.438095238095237;1014.3238095238095;912.3095238095239;8.361904761904764;216.06190476190483;8.20952380952381;85.0;85.0;;;;26/12/2025 13:39;;;;
;;;;;;;;;;;471.68938791365315;63.17119393556535;0.12839646389188278;26/12/2025 13:42;;;;
147.47500000000008;145.35;3.4150000000000005;2.6750000000000003;504.8300000000001;390.62;8.485;214.49500000000003;3.9050000000000002;85.0;85.0;;;;26/12/2025 13:44;;;;
;;;;;;;;;;;294.1122065814544;37.90271636133923;0.12943519795789446;26/12/2025 13:47;;;;
150.95000000000002;148.61499999999998;3.275000000000001;2.495;495.1450000000001;372.83500000000004;8.529999999999998;214.85;3.8150000000000004;85.0;85.0;;;;26/12/2025 13:49;;;;
;;;;;;;;;;;450.2489611903054;58.576925285706075;0.1266097364115157;26/12/2025 13:52;;;;
152.27619047619046;150.33333333333331;4.557142857142858;4.009523809523809;692.3142857142858;605.757142857143;8.638095238095232;215.28571428571433;5.628571428571427;85.0;85.0;;;;26/12/2025 13:54;;;;
;;;;;;;;;;;370.7932621567218;37.90271636133923;0.10274861693370854;26/12/2025 13:58;;;;
153.13333333333335;151.34285714285718;3.5714285714285716;3.0476190476190474;546.0428571428571;459.86190476190467;8.719047619047622;215.08095238095243;4.423809523809524;85.0;85.0;;;;26/12/2025 14:00;;;;
;;;;;;;;;;;370.7932621567218;39.62556710503647;0.1067470098098077;26/12/2025 14:03;;;;
152.67000000000002;151.09;3.7300000000000004;3.2349999999999994;565.7500000000001;488.995;8.8;214.74;4.61;85.0;85.0;;;;26/12/2025 14:05;;;;
;;;;;;;;;;;331.10745269232916;37.90271636133923;0.11486912867203454;26/12/2025 14:09;;;;
153.23333333333335;152.90952380952382;3.2761904761904774;2.614285714285714;500.5142857142857;401.60476190476186;8.900000000000002;215.04285714285712;4.000000000000001;85.0;85.0;;;;26/12/2025 14:10;;;;
;;;;;;;;;;;310.7600673313481;37.90271636133923;0.12196778269109286;26/12/2025 14:14;;;;
153.15499999999997;153.52000000000004;3.1050000000000004;2.3049999999999997;474.02;360.52;8.965;214.76499999999996;3.7000000000000006;85.0;85.0;;;;26/12/2025 14:15;;;;
